POA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA3699,97,184,0,0,3,12,0,4,61,241,64,262,0,3,3,9,9,20,9,34,74,295,0,0,6,15,0,4,22,50,29,71,3,8,9,18,8,23,17,42,47,117,4,4,225,595
POA3700,175,342,8,35,14,54,3,15,65,251,83,350,3,20,10,37,20,58,32,110,119,461,0,8,9,22,0,0,19,53,24,80,0,3,4,10,18,33,26,53,53,128,0,4,349,933
POA3701,173,340,0,7,13,55,0,7,57,239,67,304,6,18,14,39,11,40,35,101,101,400,0,0,5,15,3,9,4,11,10,39,0,0,0,3,9,11,5,12,19,51,3,5,296,796
POA3704,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17
POA3705,40,84,0,0,4,22,3,8,11,41,15,78,0,0,5,11,3,7,8,14,20,95,0,0,0,0,4,8,0,0,0,11,0,0,0,0,0,3,0,4,6,15,0,0,69,191
POA3707,231,461,0,0,23,103,3,10,90,354,116,470,6,20,14,49,24,71,40,137,159,610,0,5,0,10,0,4,21,50,26,72,0,7,9,11,20,42,27,54,51,123,7,18,446,1210
POA3708,12,21,0,0,0,0,0,0,4,9,4,9,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,4,17,42
POA3709,54,104,0,0,0,10,0,3,7,33,14,50,0,5,6,9,4,12,10,28,22,75,0,0,0,0,0,0,3,3,3,3,0,0,0,3,0,0,0,6,4,11,0,3,81,192
POA3711,77,145,0,0,3,9,3,12,25,98,30,116,3,9,0,0,11,39,12,44,43,159,0,0,0,0,0,0,6,22,6,22,0,0,0,0,4,7,6,10,14,30,0,3,127,336
POA3712,55,105,0,4,0,6,0,4,13,45,17,63,0,3,3,8,4,19,8,30,27,97,0,0,0,0,0,0,3,6,3,6,0,0,0,3,7,10,7,15,6,18,0,0,89,217
POA3713,147,287,0,8,5,27,5,13,30,113,40,153,0,3,6,19,16,38,18,58,59,212,0,0,0,4,0,0,9,24,9,25,0,0,3,6,9,25,15,31,26,51,3,4,228,557
POA3714,479,958,3,23,14,79,6,37,199,770,231,909,9,42,28,78,61,190,96,309,324,1218,0,0,12,38,0,0,33,81,45,122,0,5,6,12,45,97,58,115,101,240,3,11,911,2418
POA3715,44,97,0,4,4,20,0,0,10,53,14,75,0,0,3,8,3,9,7,15,21,88,0,0,0,0,0,5,3,3,3,9,0,0,0,0,3,4,3,4,4,13,0,0,79,201
POA3717,385,751,4,25,29,128,8,42,127,501,170,696,12,53,11,40,47,135,69,227,238,922,0,7,3,15,0,0,35,105,41,129,3,15,16,27,31,62,45,101,90,228,12,17,715,1922
POA3718,11,25,0,0,0,0,0,0,4,8,4,8,0,0,4,8,0,3,4,13,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,3,6,0,0,25,52
POA3719,74,151,0,0,4,10,0,3,14,47,15,63,3,8,3,3,5,20,8,30,29,96,0,0,3,6,0,0,6,11,7,20,0,3,0,0,0,5,3,12,12,27,0,0,110,276
POA3720,83,164,0,0,4,19,0,6,20,90,26,115,0,4,4,25,5,19,13,47,43,159,0,0,0,4,0,0,10,25,7,26,0,0,4,6,3,13,7,15,18,47,0,4,148,372
POA3722,557,1098,13,52,43,189,9,29,314,1283,374,1559,18,69,33,97,94,275,145,439,512,1998,0,8,11,40,5,19,69,183,95,256,3,15,18,42,49,97,72,157,170,406,15,23,1256,3532
POA3723,397,774,0,0,21,85,3,15,116,460,140,561,10,35,21,60,33,91,63,189,199,750,0,0,0,4,4,7,33,84,39,91,3,9,6,16,32,67,40,90,77,186,4,6,678,1716
POA3725,90,182,0,3,5,26,0,4,36,143,43,177,0,17,4,17,18,52,24,83,70,259,0,0,0,0,0,0,10,20,10,20,0,0,0,3,3,6,7,8,12,31,3,6,173,475
POA3726,56,121,0,4,3,20,0,0,19,74,23,101,0,5,8,25,5,14,13,45,37,145,0,0,0,0,0,4,4,11,7,12,0,0,0,3,5,19,6,19,15,34,0,0,110,299
POA3727,36,77,0,5,3,12,0,3,16,61,20,82,3,11,3,9,10,27,14,50,37,131,0,0,0,0,0,3,3,10,3,12,0,0,3,8,0,3,7,10,7,21,4,3,79,230
POA3728,93,177,0,8,3,12,0,8,23,109,31,136,4,17,6,13,8,37,21,66,52,204,0,0,3,9,0,0,9,34,15,37,3,7,0,9,7,16,16,27,29,71,3,6,172,458
POA3730,1151,2291,12,71,59,274,24,119,441,1792,537,2255,26,111,69,203,132,410,227,724,770,2979,10,38,16,51,16,56,158,426,192,557,6,23,16,37,104,216,128,278,322,837,17,42,2260,6156
POA3732,80,152,3,10,10,65,0,4,28,106,44,180,3,9,4,21,11,38,20,60,63,241,0,0,3,21,0,4,11,22,11,43,3,3,0,3,3,4,11,11,19,57,0,3,166,456
POA3733,31,61,0,0,4,12,0,7,10,50,18,67,0,0,3,9,3,10,3,14,20,84,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,8,0,0,56,154
POA3735,88,177,0,4,3,19,3,10,38,146,44,171,4,19,6,11,18,47,27,78,69,248,0,0,0,3,0,0,8,12,4,19,0,0,3,3,6,16,12,23,17,39,3,9,175,466
POA3737,563,1112,12,54,50,231,15,55,189,770,261,1106,24,87,42,126,81,248,142,464,406,1571,0,3,14,46,3,9,64,173,80,231,4,14,17,35,60,131,83,183,164,414,18,36,1145,3128
POA3738,35,72,0,10,0,0,0,4,10,32,14,45,0,0,0,0,8,22,4,20,16,70,0,0,0,3,0,0,3,13,3,12,0,0,0,0,3,3,3,3,10,16,0,3,61,158
POA3739,29,63,0,0,0,12,0,0,7,38,11,50,0,0,0,3,4,10,5,12,17,68,0,0,0,3,0,0,3,16,3,21,0,0,0,3,0,3,3,6,10,23,4,6,56,158
POA3740,152,299,0,9,6,41,3,13,65,241,76,303,7,19,12,26,21,61,30,106,111,407,0,0,0,0,0,6,19,53,20,60,0,5,3,11,8,20,18,36,39,92,3,3,302,802
POA3741,413,795,3,13,25,113,10,26,136,523,171,676,8,39,26,82,45,141,86,256,257,931,0,3,9,26,0,0,49,119,59,151,3,9,6,11,27,52,40,80,93,227,5,15,766,1974
POA3744,57,112,0,7,7,30,0,3,33,120,37,159,0,12,0,0,5,21,12,31,50,190,0,0,0,4,0,0,6,15,3,15,0,0,0,0,3,13,3,13,13,26,0,0,120,331
POA3746,55,112,3,9,3,14,3,6,20,70,24,101,0,8,0,6,8,23,9,40,36,147,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,8,3,7,3,7,3,4,105,268
POA3747,579,1135,6,29,48,201,7,31,246,969,304,1232,10,50,31,95,68,217,113,364,421,1596,0,3,13,44,3,13,62,157,85,218,3,17,25,48,70,142,101,206,180,423,11,27,1191,3186
POA3749,246,488,4,26,24,89,3,21,120,475,151,615,11,39,27,85,35,114,74,237,225,855,3,4,7,15,4,4,22,55,30,81,0,0,3,4,9,20,10,31,43,114,3,3,513,1454
POA3750,686,1384,16,116,82,386,25,125,1146,4298,1265,4929,38,164,51,184,125,427,219,776,1484,5709,8,46,18,60,9,32,131,352,167,496,14,54,22,49,74,167,104,271,273,764,29,69,2466,7924
POA3751,31,55,0,3,3,14,0,3,10,55,17,81,0,11,3,14,10,41,14,66,35,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,6,4,8,3,3,69,214
POA3752,1587,3203,58,333,389,1764,110,481,2193,8538,2745,11109,253,1090,279,1027,597,1962,1130,4079,3878,15188,18,67,70,243,43,163,334,913,466,1387,68,225,87,196,313,707,474,1130,932,2514,74,165,6477,21078
POA3753,194,379,10,42,22,119,9,57,236,924,275,1139,15,63,15,49,57,202,85,316,363,1455,0,5,3,6,0,5,39,103,45,128,3,14,5,16,15,24,21,48,69,177,9,15,627,2022
POA3754,2760,5525,64,360,464,2183,113,503,4088,15762,4731,18801,237,1009,283,985,581,1863,1102,3856,5833,22661,20,87,123,441,63,222,800,2257,1007,3010,81,258,151,349,444,989,681,1594,1685,4599,90,191,10372,32979
POA3755,35,72,4,11,0,0,3,9,13,44,15,74,3,8,5,10,12,34,11,46,32,121,0,0,0,0,0,0,0,6,0,7,0,0,3,3,6,16,9,18,11,23,0,3,79,219
POA3756,974,1931,34,201,169,812,58,260,873,3461,1143,4729,101,430,111,356,277,891,486,1681,1627,6408,14,60,39,127,26,84,217,627,295,905,15,53,54,114,158,339,227,512,520,1413,20,54,3143,9806
POA3757,795,1566,16,94,122,580,41,195,585,2353,763,3230,63,256,100,334,249,810,413,1401,1178,4637,6,40,37,135,5,23,116,311,166,511,17,52,37,83,137,301,190,437,358,950,22,41,2345,7194
POA3758,196,394,10,61,31,137,10,49,160,645,207,894,22,92,22,93,76,247,123,432,331,1320,0,4,5,20,0,12,11,32,21,78,3,14,0,10,35,76,41,97,63,169,0,8,596,1895
POA3759,97,199,0,3,22,95,3,18,54,219,78,332,19,78,23,62,41,123,78,261,153,591,0,0,3,14,0,0,3,11,9,31,0,4,4,18,15,32,25,59,39,85,4,3,289,883
POA3760,29,58,0,0,3,17,0,3,26,98,34,119,9,27,7,29,17,51,34,107,66,226,0,0,0,0,0,0,4,10,4,10,0,0,4,4,5,14,7,16,12,32,0,3,106,314
POA3761,111,222,3,19,25,135,3,17,62,236,92,410,7,31,12,43,49,156,70,238,170,646,0,5,0,0,0,3,17,47,17,53,3,10,8,11,15,31,25,51,44,104,0,3,318,974
POA3762,18,29,0,0,0,6,0,3,4,21,10,28,0,0,7,19,0,6,7,27,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,34,92
POA3763,159,309,3,15,25,108,9,45,90,342,121,518,10,55,16,44,40,125,68,221,192,743,0,7,0,10,0,4,14,47,24,59,4,12,3,12,28,51,30,69,56,129,3,7,407,1193
POA3764,865,1726,15,85,129,618,35,149,566,2259,744,3111,42,172,90,306,207,655,336,1136,1078,4242,10,43,39,128,23,71,147,395,216,644,18,44,46,96,122,248,176,389,396,1035,28,69,2366,7070
POA3765,643,1272,17,108,75,346,29,133,452,1793,581,2387,67,275,71,243,200,668,339,1183,912,3570,0,11,15,36,3,21,77,198,98,264,17,47,23,53,101,232,134,328,238,595,18,37,1810,5476
POA3766,142,278,0,0,19,78,3,13,98,376,119,467,7,23,19,56,29,80,45,161,166,623,0,3,6,14,0,0,10,35,18,50,0,3,7,13,11,24,22,42,35,95,3,5,345,1001
POA3767,170,331,0,4,14,61,0,15,77,296,94,377,8,26,23,76,26,81,55,189,147,560,0,8,3,21,0,0,13,28,19,58,4,8,3,11,19,25,20,41,44,100,4,5,362,997
POA3770,339,677,6,58,32,154,14,59,211,863,269,1139,28,130,26,104,106,340,165,577,437,1711,4,5,9,19,8,11,36,88,47,133,8,18,8,13,61,131,69,163,121,294,7,15,902,2698
POA3775,426,853,9,42,45,189,19,93,241,952,312,1275,31,124,42,149,115,371,188,650,500,1926,0,7,12,44,6,23,44,128,68,202,12,36,8,26,35,72,58,136,125,337,13,25,1061,3140
POA3777,1145,2274,25,113,101,468,32,137,618,2404,766,3116,69,300,100,328,273,860,451,1481,1214,4600,9,48,38,132,23,77,184,473,254,730,20,53,35,81,183,388,237,528,489,1256,19,49,2871,8175
POA3778,23,47,0,0,3,15,0,8,13,39,14,58,0,3,0,3,7,19,12,28,22,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,7,0,3,50,143
POA3779,71,141,0,0,0,10,0,0,13,49,16,63,0,5,4,4,6,18,7,29,25,90,0,4,0,0,0,0,6,8,5,11,3,4,0,0,3,7,6,15,14,27,0,0,105,262
POA3781,388,780,14,65,61,278,19,92,322,1263,416,1699,32,135,43,153,113,359,189,642,603,2340,3,17,12,48,11,35,79,197,102,302,6,18,23,60,71,151,99,223,202,524,4,7,1198,3656
POA3782,804,1603,19,103,124,556,19,97,498,2021,667,2772,88,372,97,340,234,724,420,1436,1083,4209,8,20,27,84,13,27,76,201,113,330,13,40,37,74,106,229,150,344,263,674,10,23,2162,6501
POA3783,210,428,10,62,35,163,13,42,156,620,211,889,31,116,36,116,57,190,123,424,334,1312,3,12,9,27,4,15,28,85,41,139,0,3,8,17,34,71,45,88,84,230,4,4,637,1971
POA3785,10,10,0,0,0,0,0,0,3,19,3,19,0,0,0,0,4,12,4,12,11,32,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,16,45
POA3786,174,346,3,10,25,122,4,17,93,355,124,505,12,43,21,84,43,147,78,267,205,779,0,0,3,7,3,8,16,40,14,51,0,0,4,14,14,35,22,51,43,106,3,7,421,1233
POA3787,104,205,0,12,14,74,3,25,74,267,99,383,7,34,20,70,29,90,55,190,158,574,0,4,0,0,0,3,11,36,18,41,0,3,3,6,15,30,17,38,34,83,0,3,299,866
POA3788,217,434,3,9,16,87,3,11,112,450,136,558,12,44,21,61,46,136,76,241,215,799,0,4,7,21,4,8,19,43,30,71,0,0,3,7,27,49,30,55,55,132,4,5,494,1372
POA3789,34,70,0,9,3,15,0,0,17,59,20,84,0,0,5,18,3,16,9,32,32,120,0,3,0,0,0,0,3,7,5,15,0,0,3,3,4,13,9,17,11,29,0,0,82,211
POA3791,161,325,0,5,17,93,3,6,96,391,123,499,19,67,17,65,41,139,80,267,202,767,0,3,0,0,0,3,18,42,21,52,0,0,5,14,19,42,25,51,49,104,5,10,412,1196
POA3792,114,226,0,11,19,84,3,9,76,290,95,392,5,33,10,23,30,96,44,154,137,544,0,3,0,8,0,0,14,34,13,44,0,6,3,9,15,37,20,56,39,98,0,0,294,866
POA3793,373,737,4,39,49,239,13,43,226,928,300,1249,30,127,31,108,98,303,161,536,457,1782,0,11,7,39,3,12,57,145,75,210,12,28,25,50,66,146,97,216,170,430,10,29,1013,2985
POA3795,128,254,0,0,25,108,0,6,77,311,99,434,17,65,21,69,41,126,75,254,169,689,0,0,0,3,0,4,5,14,8,20,0,3,0,5,24,40,24,50,36,75,0,3,332,1029
POA3796,890,1767,24,134,150,732,46,225,655,2560,881,3659,97,429,98,353,290,955,494,1742,1367,5402,3,21,26,94,6,30,115,319,158,465,20,58,42,106,157,335,214,495,370,966,29,61,2661,8191
POA3797,347,692,9,35,51,228,8,31,194,769,257,1065,27,113,18,70,87,284,133,468,388,1532,0,4,14,47,6,18,44,104,61,177,9,28,15,33,56,121,86,186,150,363,3,12,893,2594
POA3799,578,1153,10,67,54,248,20,101,291,1126,376,1543,22,93,36,103,116,367,176,565,547,2111,9,39,30,93,8,32,137,355,178,516,11,35,41,89,127,261,176,380,358,897,20,41,1508,4198
POA3800,3,7,0,0,0,0,0,0,3,11,3,11,0,0,0,11,0,0,0,11,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,9,23
POA3802,2049,4124,73,432,332,1585,82,380,1557,6091,2044,8492,277,1169,355,1254,920,3022,1557,5443,3599,13934,16,62,63,229,35,117,316,885,426,1294,72,246,93,224,457,1017,627,1483,1050,2771,89,190,6785,21022
POA3803,845,1715,42,264,124,660,45,217,707,2854,918,3994,89,394,131,485,329,1099,553,1975,1466,5970,12,75,35,148,10,48,127,346,184,623,26,77,47,107,226,498,297,687,486,1307,39,81,2828,9071
POA3804,656,1305,38,221,164,794,29,159,458,1890,691,3066,141,628,158,563,335,1098,629,2286,1319,5352,5,27,17,57,3,24,31,91,56,199,20,63,24,45,59,127,98,240,152,435,18,42,2147,7141
POA3805,3902,7888,226,1340,1060,5200,241,1105,4229,16901,5757,24547,629,2751,807,2913,1554,5147,2998,10809,8750,35360,55,280,212,774,75,286,754,2098,1101,3442,147,499,243,565,795,1802,1183,2866,2287,6310,192,441,15135,49998
POA3806,3746,7476,127,707,865,3941,147,677,3983,15614,5121,20940,488,2061,722,2527,1115,3614,2321,8199,7445,29140,32,135,193,671,57,218,602,1638,881,2657,117,384,216,519,590,1275,926,2182,1802,4837,138,286,13129,41739
POA3807,511,1021,16,70,141,672,29,151,506,2029,692,2923,116,506,125,460,210,669,451,1641,1144,4567,0,3,15,43,12,33,68,184,92,263,19,59,31,68,75,164,119,291,211,551,21,39,1894,6187
POA3808,252,505,8,30,58,268,9,35,228,922,295,1254,32,137,48,158,102,329,181,625,476,1877,0,3,10,28,0,0,20,42,27,75,8,19,8,13,24,54,38,84,68,166,3,10,802,2554
POA3809,658,1337,11,76,104,491,15,58,677,2556,808,3188,46,199,71,240,121,391,235,836,1044,4015,3,20,26,86,5,15,133,364,168,485,22,56,33,85,86,192,140,334,308,820,26,57,2029,6223
POA3810,3925,7851,123,740,514,2505,176,840,4020,15841,4836,19924,248,1068,308,1068,784,2501,1349,4642,6182,24561,42,217,193,729,98,338,1058,2973,1394,4265,101,323,205,467,692,1519,1004,2310,2398,6578,164,339,12665,39332
POA3812,233,473,9,54,34,166,7,38,119,501,173,753,35,149,35,104,73,250,141,506,311,1258,3,10,4,16,4,19,20,62,34,107,0,10,4,12,27,60,33,83,73,191,11,24,632,1945
POA3813,88,171,4,38,8,43,5,20,47,193,68,296,11,48,9,38,22,72,48,156,112,449,0,0,0,0,3,14,5,21,5,34,3,9,4,9,11,29,20,36,23,70,0,3,226,693
POA3814,225,446,7,57,34,179,5,35,140,574,190,842,27,107,21,70,66,201,111,380,300,1225,4,4,8,19,3,5,22,56,30,95,3,10,4,9,25,52,32,78,67,169,4,5,593,1850
POA3815,303,606,14,74,64,306,13,42,188,770,274,1187,27,105,19,71,81,257,122,430,400,1618,0,0,9,19,7,21,32,78,40,115,9,18,8,19,21,53,37,91,79,210,8,20,793,2450
POA3816,275,545,13,66,21,112,11,42,175,703,216,915,13,45,22,69,65,217,103,332,315,1249,0,6,7,18,8,16,59,166,70,202,4,16,10,19,41,92,53,126,123,331,14,27,726,2146
POA3818,1587,3168,25,151,150,698,40,188,859,3461,1079,4491,61,248,137,443,280,887,473,1587,1548,6078,15,70,35,128,26,87,224,631,299,915,29,100,61,132,191,406,282,640,586,1551,34,78,3756,10872
POA3820,1806,3580,34,186,189,898,40,205,876,3477,1143,4764,104,448,155,521,274,875,535,1839,1675,6601,16,72,54,184,11,50,275,748,358,1048,36,110,91,197,213,443,338,755,694,1804,51,107,4227,12092
POA3821,341,668,6,22,46,230,13,49,176,736,237,1036,17,62,35,131,76,241,129,429,364,1465,0,0,7,8,4,7,38,101,45,117,10,26,13,23,34,71,52,115,93,227,7,16,808,2379
POA3822,94,190,3,20,13,76,9,25,58,243,85,366,12,50,10,30,32,104,53,185,137,555,0,5,3,8,0,3,13,35,19,53,0,0,0,3,7,18,12,20,30,76,0,9,259,823
POA3823,256,515,0,3,14,68,4,31,101,411,129,518,10,47,17,43,46,152,69,240,195,766,0,6,3,12,3,11,29,67,34,98,3,5,6,6,23,43,29,60,60,158,3,3,517,1447
POA3824,569,1123,6,34,57,279,13,59,285,1176,364,1559,27,121,48,153,93,285,165,561,537,2116,4,20,8,37,11,29,79,228,105,320,13,28,23,49,61,124,90,204,197,523,14,27,1314,3793
POA3825,2165,4281,38,219,184,849,59,267,894,3521,1183,4847,86,355,157,519,445,1387,692,2257,1872,7110,22,101,78,283,32,123,489,1307,625,1808,47,158,89,181,380,776,514,1123,1140,2931,61,135,5241,14458
POA3831,225,448,5,41,21,107,3,18,90,351,119,512,14,43,16,48,36,113,64,207,184,724,0,0,5,7,0,5,18,44,21,64,5,18,9,20,22,43,36,82,55,141,4,5,468,1322
POA3832,33,56,0,9,5,12,0,3,3,18,12,36,0,8,0,12,5,8,7,21,17,62,0,0,0,3,0,0,3,21,9,21,0,0,0,0,8,14,9,16,17,38,0,0,59,155
POA3833,38,80,0,9,4,16,0,12,9,25,14,56,0,3,0,4,3,11,4,18,16,74,0,0,0,0,0,0,3,5,3,5,0,0,0,0,6,10,3,8,6,13,0,3,67,175
POA3835,67,134,3,13,11,40,3,12,20,96,32,156,7,15,8,20,7,20,18,60,55,214,0,0,0,0,0,0,10,26,13,29,0,4,0,5,3,10,3,17,20,48,0,0,139,403
POA3840,1722,3416,18,104,123,593,32,135,683,2719,862,3547,85,326,123,396,366,1122,567,1843,1430,5394,7,43,56,224,42,165,425,1187,533,1615,26,75,74,153,302,639,397,866,934,2483,59,115,4137,11405
POA3842,518,1013,4,24,42,183,5,29,218,848,269,1086,21,78,37,121,87,251,141,453,414,1541,3,20,25,83,4,31,125,338,160,469,15,51,28,62,83,160,123,276,284,745,22,44,1233,3338
POA3844,2970,5859,44,231,295,1348,68,285,1778,7014,2188,8879,136,546,257,819,534,1684,924,3047,3115,11932,17,69,107,407,51,170,567,1513,743,2158,52,150,142,316,349,726,545,1186,1286,3347,88,184,7459,21313
POA3847,289,575,4,11,23,120,5,34,128,506,164,664,8,42,17,49,54,154,79,239,240,908,0,8,4,11,3,8,19,61,27,98,3,3,9,19,23,55,37,84,67,180,11,22,604,1683
POA3850,1525,2971,22,114,162,728,32,140,886,3457,1101,4441,54,209,129,408,227,684,410,1302,1513,5740,10,35,58,212,26,87,267,743,360,1075,22,67,89,186,190,395,299,648,657,1720,49,103,3741,10535
POA3851,645,1256,18,84,54,261,18,71,242,973,331,1391,19,79,39,127,83,262,143,465,479,1857,3,19,12,50,4,15,54,137,70,215,0,0,7,20,48,93,53,116,125,329,14,29,1260,3470
POA3852,3,3,0,0,0,6,0,0,3,9,3,11,0,0,0,0,0,4,0,4,7,17,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,23
POA3854,150,300,3,18,19,83,4,25,117,455,143,582,8,37,14,56,39,114,60,210,204,794,0,0,3,5,0,0,13,32,13,41,0,0,4,6,16,33,18,39,36,81,3,8,398,1184
POA3856,105,212,3,19,9,55,3,26,72,286,91,379,3,16,11,33,22,82,39,135,135,508,0,3,4,11,0,4,17,60,24,80,3,6,3,7,5,15,12,31,39,105,0,0,277,830
POA3857,52,102,0,4,4,15,0,14,17,84,24,112,4,12,6,19,11,37,25,69,50,183,0,0,0,4,0,0,3,12,4,11,0,3,0,5,6,7,7,11,13,27,0,3,115,308
POA3858,332,666,4,22,40,167,12,38,164,685,213,923,25,110,16,42,57,188,95,334,314,1258,0,0,9,27,0,4,57,142,68,170,6,13,10,21,40,82,53,118,116,292,5,14,767,2218
POA3859,108,211,3,25,7,38,3,14,46,178,57,264,8,22,5,27,23,60,31,114,96,376,0,0,0,5,5,7,7,20,11,32,0,3,3,8,7,18,16,28,25,60,3,7,232,652
POA3860,859,1687,16,102,71,331,19,102,384,1551,496,2084,37,154,56,177,148,452,236,782,735,2869,8,18,25,80,3,13,132,369,160,486,10,33,27,54,76,167,112,255,275,740,27,55,1893,5353
POA3862,399,785,3,8,50,214,9,47,183,733,245,1003,13,62,23,91,75,227,120,383,366,1386,4,13,8,19,0,3,40,114,47,153,5,16,13,34,31,65,49,111,98,268,9,21,867,2451
POA3864,28,62,0,0,0,7,0,3,13,47,12,53,0,11,0,0,7,14,10,28,19,82,0,5,0,0,0,0,3,11,3,12,0,0,3,5,0,0,3,5,8,18,0,0,61,167
POA3865,64,128,0,0,4,13,0,5,21,101,29,121,0,0,3,10,17,45,18,54,46,180,0,0,0,5,0,0,4,9,6,14,0,4,0,5,0,0,3,5,9,25,0,3,123,336
POA3869,182,352,0,5,20,89,5,13,90,360,113,475,11,52,28,88,39,124,78,265,197,742,0,4,3,12,3,14,28,89,36,117,3,6,5,11,22,40,31,60,65,177,4,9,445,1279
POA3870,168,334,3,13,7,43,3,18,72,292,88,367,5,32,14,55,33,113,59,194,145,566,0,4,3,18,0,3,4,15,13,40,3,4,3,4,15,39,24,51,33,89,3,3,349,993
POA3871,339,666,6,32,31,139,6,38,151,627,199,839,14,58,27,82,63,206,102,347,303,1187,0,0,17,49,3,17,41,101,59,165,3,15,8,15,44,87,50,110,111,279,4,7,754,2141
POA3873,33,71,3,8,0,5,0,0,22,88,25,107,0,5,4,11,11,39,18,58,40,162,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,11,3,11,5,13,0,0,83,250
POA3874,101,192,0,0,8,26,0,0,25,84,30,116,0,3,3,17,10,28,17,46,42,162,0,0,3,11,0,4,3,13,10,26,0,0,0,3,3,10,3,12,12,36,0,3,155,392
POA3875,2260,4443,22,126,175,820,40,193,967,3820,1213,4961,80,324,131,417,320,988,525,1720,1737,6682,10,42,67,240,28,91,316,883,422,1248,39,117,68,155,270,566,381,838,802,2085,57,125,4855,13333
POA3878,202,395,4,14,7,24,0,3,46,194,57,244,3,19,5,11,18,48,20,77,84,315,0,5,0,0,0,0,17,37,14,41,3,7,3,5,13,25,18,41,35,84,9,12,322,806
POA3880,710,1390,3,19,30,126,9,25,126,488,169,665,9,27,18,60,59,174,84,265,253,925,0,12,10,47,10,28,58,144,76,232,6,15,9,24,38,81,52,114,129,349,9,9,1096,2675
POA3882,177,347,0,13,7,37,0,15,68,262,82,324,7,32,4,18,19,64,34,111,111,435,0,0,3,3,0,0,8,17,10,19,0,0,0,0,19,41,23,44,34,65,3,8,324,852
POA3885,252,503,3,33,20,85,13,44,99,375,127,535,12,37,27,66,34,108,65,206,196,742,0,0,5,30,3,12,23,56,34,99,0,0,10,25,19,45,34,64,68,167,4,10,522,1421
POA3886,54,101,0,5,3,29,3,11,19,87,28,138,0,8,3,8,9,17,10,36,42,171,0,0,3,14,0,0,3,5,7,24,0,3,0,0,8,6,3,13,11,37,0,3,106,305
POA3887,34,66,3,13,7,37,0,0,9,41,21,94,0,0,3,4,5,28,12,34,29,123,0,0,0,0,0,0,0,10,3,7,0,5,3,7,5,13,8,23,16,33,4,11,79,234
POA3888,428,836,5,16,29,128,6,41,157,622,197,818,11,43,21,69,52,158,85,266,281,1083,0,0,15,50,3,15,53,162,74,226,0,0,7,18,46,97,58,119,131,348,11,19,854,2280
