SA1_7DIGITCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
2114320,0,0,0,88,84,28,12,42,16,274
2114321,0,3,5,83,69,43,17,26,6,254
2114322,0,0,0,137,112,41,11,43,30,374
2114323,0,0,3,177,139,42,21,70,50,507
2114324,0,0,0,195,140,39,17,74,81,548
2114325,4,0,5,111,94,22,16,51,36,327
2114326,0,0,9,92,81,30,8,34,15,258
2114327,3,0,7,141,101,36,19,37,61,389
2114401,0,0,7,139,78,26,13,55,60,371
2114402,10,0,16,59,45,25,28,179,41,371
2114403,0,0,4,250,158,35,10,63,50,565
2114404,0,0,0,301,206,42,20,135,69,781
2114405,5,9,13,55,39,15,25,128,49,316
2114406,6,0,16,57,52,25,28,142,46,349
2114407,5,0,8,57,54,15,29,127,43,321
2114408,3,3,8,145,95,31,18,52,37,368
2114409,3,0,3,212,132,25,10,53,58,486
2114410,3,0,6,215,161,34,14,68,60,550
2114411,0,0,0,147,122,30,20,47,29,394
2114412,3,0,11,154,148,52,27,62,27,462
2114413,0,3,8,156,110,23,15,61,51,398
2114414,0,0,0,149,106,47,15,35,28,380
2114415,0,0,3,115,87,19,7,57,16,311
2114416,0,0,0,160,103,35,14,39,27,374
2114417,3,0,3,197,139,38,17,61,14,462
2114418,5,0,4,198,127,32,22,88,36,506
2114419,0,0,3,173,132,27,11,71,22,437
2114420,7,0,8,154,93,25,17,86,16,382
2114421,0,0,0,110,54,13,10,51,21,262
2114422,3,0,3,88,59,20,6,87,18,279
2114423,0,0,0,119,117,51,18,66,24,396
2114424,3,0,5,150,123,28,14,63,63,444
2114425,0,0,0,209,122,20,9,64,63,482
2114426,4,3,12,173,134,34,8,55,48,456
2114427,0,0,3,179,127,34,13,58,35,445
2114428,3,0,3,162,109,31,27,71,20,419
2114429,0,0,0,220,164,37,15,78,36,548
2114430,3,5,14,146,126,35,18,64,20,406
2114431,0,0,0,151,93,29,14,44,42,371
2114432,0,0,7,187,123,33,12,62,48,466
2114433,18,3,21,139,105,27,18,75,27,388
2114434,3,0,4,125,72,12,11,80,31,330
2114435,3,0,10,183,140,41,15,77,47,497
2114436,4,0,6,148,92,33,13,57,34,380
2114437,0,0,0,104,64,13,18,32,21,257
2114438,0,0,4,102,82,19,5,24,14,255
2114439,3,0,5,103,70,24,15,95,47,352
2114440,0,0,0,414,301,51,24,201,82,1076
2114441,10,0,20,105,94,37,38,237,66,580
2114442,5,0,3,160,101,25,15,76,19,400
2114443,0,8,6,174,156,30,9,80,90,548
2114446,4,0,5,183,120,34,14,47,52,459
2114447,0,0,0,161,118,20,16,46,30,392
2114448,0,0,3,146,137,42,19,61,49,455
2114449,3,0,3,142,124,40,19,79,26,429
2114450,0,5,6,202,125,41,13,96,23,501
2114451,0,0,0,324,206,34,29,104,93,794
2114452,7,0,5,273,198,47,15,90,95,719
2114453,3,0,4,165,130,30,25,72,64,482
2114454,15,8,29,79,71,40,39,214,74,517
2114455,0,0,6,183,173,36,26,69,57,542
2114456,5,0,5,102,70,12,8,38,14,251
2114457,3,0,4,326,316,36,23,129,79,917
2114458,3,0,3,107,75,16,6,96,22,321
2114459,3,0,9,72,67,26,7,52,26,247
2114460,0,0,6,122,97,30,11,62,51,375
2114461,0,0,0,0,0,0,0,0,0,0
2114462,0,0,3,163,117,25,7,44,44,412
2114463,0,0,0,0,0,0,0,0,0,3
2114464,0,0,0,162,151,21,12,43,30,411
2114465,0,0,3,117,90,23,8,31,10,283
2114466,0,0,0,110,81,20,7,30,36,282
2114501,3,3,7,122,131,27,20,74,68,443
2114502,0,0,0,128,162,39,27,41,20,424
2114503,0,0,3,174,151,34,18,37,23,442
2114504,0,0,3,75,95,40,28,45,9,283
2114505,0,0,7,142,124,35,24,42,24,396
2114506,0,0,3,147,138,67,32,47,26,455
2114507,0,0,0,79,80,33,13,24,23,255
2114508,0,4,3,89,92,32,12,54,14,291
2114509,0,0,0,25,23,0,0,41,13,115
2114510,0,0,12,207,183,70,28,71,52,616
2114511,0,0,0,97,107,46,16,60,14,337
2114512,0,0,4,97,88,37,24,47,21,308
2114513,18,8,31,109,96,24,22,81,56,385
2114514,7,0,7,137,143,41,24,49,24,413
2114515,3,3,3,110,98,33,17,45,56,364
2114516,0,0,0,93,70,17,12,49,31,265
2114517,0,0,5,280,227,62,22,68,93,750
2114518,0,0,0,83,78,42,18,36,13,262
2114519,0,4,6,90,77,34,15,45,25,291
2114520,0,0,3,83,74,16,9,80,34,299
2114521,4,3,11,72,76,18,8,55,35,265
2114601,0,0,3,89,111,48,18,40,18,316
2114602,3,0,5,59,68,30,22,34,3,221
2114603,3,0,9,89,107,62,28,39,4,323
2114604,0,0,13,79,66,42,27,44,0,255
2114605,3,0,8,49,74,35,16,27,19,226
2114606,4,0,18,131,161,69,41,70,14,496
2114607,4,0,4,79,90,36,28,71,24,323
2114608,3,0,11,48,74,22,12,36,8,200
2114609,0,0,5,118,133,64,45,69,23,451
2114610,17,0,27,75,109,29,28,107,17,365
2114611,11,0,13,106,117,44,37,87,18,399
2114612,0,0,10,69,105,41,24,33,15,282
2114613,3,4,10,55,74,25,19,26,25,224
2114614,4,0,15,147,137,80,52,54,17,486
2114615,4,24,34,80,81,33,25,52,54,327
2114616,32,4,38,57,60,27,19,81,12,254
2114617,0,0,3,59,62,25,16,35,19,212
2114618,4,0,3,81,77,28,21,61,9,287
2114619,5,0,12,105,110,54,28,104,34,442
2114701,8,3,24,95,118,55,32,90,18,418
2114702,4,5,5,68,71,20,21,63,8,257
2114703,0,0,6,49,59,35,15,28,3,192
2114704,0,0,11,73,84,60,21,60,18,320
2114705,4,0,8,113,97,45,29,82,28,400
2114706,68,3,79,129,92,70,31,159,22,499
2114707,0,0,0,53,66,27,14,28,14,201
2114708,3,0,8,53,55,33,19,38,11,212
2114709,5,4,25,140,107,61,40,93,20,464
2114710,6,3,16,162,160,77,50,88,44,574
2114711,3,0,15,146,138,44,50,92,11,468
2114712,3,0,9,93,75,46,41,50,14,311
2114713,5,3,14,138,124,52,40,95,32,485
2114714,4,0,12,139,126,72,49,143,48,574
2114715,4,0,11,93,82,32,41,68,10,324
2114716,9,7,33,100,101,58,38,103,50,449
2114717,3,0,3,100,97,52,26,94,17,390
2114718,3,0,15,73,75,38,22,77,11,286
2114719,3,0,8,133,113,58,49,84,30,463
2114720,3,3,13,126,120,58,37,74,20,435
2114721,8,0,9,67,92,41,36,73,18,329
2114722,0,0,3,100,92,48,39,77,13,365
2114723,50,3,65,91,91,43,33,125,20,404
2114724,3,3,16,139,117,54,25,90,11,440
2114725,8,3,26,123,101,63,42,80,13,422
2114726,20,0,28,78,78,53,36,103,5,353
2114727,6,3,12,140,122,67,43,115,36,527
2114728,10,3,24,140,122,50,48,76,46,488
2114729,22,0,36,90,82,49,35,69,9,336
2114730,17,3,58,75,113,55,27,88,27,390
2114731,0,3,13,84,90,34,27,66,11,310
2114732,3,0,14,81,111,31,28,80,13,340
2114733,4,0,10,87,100,47,28,94,21,383
2114734,3,0,9,73,64,28,23,54,12,250
2114735,3,0,10,58,63,35,13,57,22,241
2114801,5,0,15,66,77,37,28,57,10,282
2114802,5,0,13,112,99,41,34,80,22,388
2114803,0,0,10,76,83,37,24,40,25,296
2114804,0,3,6,94,108,47,31,69,16,368
2114805,3,0,7,72,72,20,25,46,10,240
2114806,5,0,21,122,86,43,25,81,15,371
2114807,4,0,17,108,97,67,60,82,19,430
2114808,7,5,16,109,95,49,39,79,37,405
2114809,3,3,18,74,68,50,45,67,20,330
2114810,3,0,12,50,62,38,21,38,12,228
2114811,3,3,13,92,84,35,47,78,12,349
2114812,5,3,16,97,95,56,37,93,29,408
2114813,4,0,6,74,68,36,27,82,0,289
2114814,3,0,4,83,62,28,31,86,10,308
2114815,8,3,15,78,73,25,31,86,18,308
2114816,5,0,13,114,101,55,39,123,13,441
2114817,6,3,17,142,114,67,37,99,38,484
2114818,7,0,15,52,63,24,26,48,16,229
2114819,0,0,8,86,83,38,17,97,7,319
2114820,5,0,17,78,66,32,18,47,21,261
2114821,4,4,14,62,53,36,14,62,20,241
2114822,7,0,5,88,94,49,30,73,34,376
2114823,7,3,13,113,108,68,35,82,21,421
2114824,8,0,14,73,79,62,29,80,26,344
2114825,3,0,9,85,67,41,34,64,19,308
2114826,0,0,4,71,76,30,24,41,19,251
2114827,8,0,21,108,121,61,52,80,25,445
2114828,8,0,18,130,117,75,40,105,12,474
2114829,5,0,9,69,93,31,33,88,9,313
2114830,4,0,16,79,97,47,39,72,10,336
2114831,3,0,9,112,100,64,38,77,15,401
2114832,4,0,11,120,111,61,55,112,36,502
2114833,0,0,7,92,89,36,36,91,8,356
2114834,3,0,14,85,70,41,26,71,21,312
2114835,0,0,10,58,50,31,20,41,16,220
2114836,3,0,7,65,57,33,12,41,0,217
2114837,0,3,6,52,47,30,22,49,13,212
2114838,4,0,9,91,75,56,36,84,20,360
2114839,3,0,16,89,105,50,33,89,13,385
2114840,0,4,13,80,78,31,25,54,19,290
2114841,3,0,8,100,105,54,28,73,35,397
2114842,0,0,17,70,75,28,22,32,6,240
2114843,0,0,11,63,62,42,29,66,11,270
2114844,3,0,7,69,57,30,22,62,12,256
2114845,0,3,7,121,95,40,40,57,23,378
2114846,0,0,0,0,0,0,0,0,0,0
2114847,0,0,0,0,0,0,0,0,0,0
2114848,0,0,5,70,55,19,18,82,4,252
2114849,0,0,19,56,73,33,22,42,11,241
2114850,68,5,85,87,111,41,32,160,19,452
2114851,0,0,5,42,49,33,22,41,9,193
2114852,5,0,10,71,75,39,29,60,16,295
2114901,38,0,39,108,96,43,34,90,4,378
2114902,0,0,0,108,94,40,17,51,11,328
2114903,3,0,8,69,70,38,22,41,18,258
2114904,3,0,23,105,128,57,33,81,12,427
2114905,0,0,14,75,130,51,24,68,15,355
2114906,69,8,76,96,123,46,24,142,18,456
2114907,0,0,4,169,171,54,29,125,54,602
2114908,4,0,4,97,126,70,33,67,14,413
2114909,6,0,24,173,149,50,34,90,26,522
2114910,3,0,5,95,99,34,37,49,9,332
2114911,3,0,7,86,105,35,19,63,12,318
2114912,3,3,17,67,80,50,22,50,16,276
2114913,50,4,62,75,97,53,22,122,22,392
2114914,0,0,6,85,74,50,16,67,20,307
2114915,3,0,13,57,63,36,23,29,18,220
2114916,3,0,5,119,117,63,39,36,11,389
2114917,0,0,3,78,77,41,30,64,16,302
2114918,3,0,10,129,131,56,40,76,24,449
2114919,0,0,10,113,97,59,29,69,13,380
2114920,3,0,14,82,108,57,25,49,18,335
2114921,3,0,3,53,56,35,20,40,4,203
2114922,6,5,18,58,65,20,19,33,47,236
2114923,0,0,0,47,39,17,25,29,0,152
2114924,3,0,14,127,105,45,42,53,21,381
2114925,0,0,12,66,59,35,21,38,8,230
2114926,36,7,48,62,58,40,20,77,18,275
2114927,30,3,39,50,64,33,29,77,6,269
2114928,0,0,7,158,117,56,37,84,20,479
2114929,0,0,8,89,84,52,32,64,10,333
2114930,0,0,13,112,121,56,34,62,29,406
2114931,3,0,4,103,106,50,18,63,24,359
2114932,0,0,5,156,138,66,44,101,26,533
2114933,0,0,0,37,37,24,21,27,7,151
2114934,0,0,0,140,130,41,32,82,19,446
2114936,3,0,3,97,94,57,23,39,3,311
2114937,0,0,0,74,70,29,21,43,3,232
2114938,115,10,132,75,78,29,21,194,37,439
2114939,11,21,44,116,108,61,48,84,69,484
2114940,3,0,4,121,126,55,34,89,21,446
2114941,3,0,12,136,145,58,36,99,36,501
2114942,0,0,5,72,88,32,17,48,9,267
2114943,0,0,6,110,103,54,26,54,12,356
2114944,0,0,3,133,126,43,35,98,14,442
2114945,0,0,4,62,69,27,18,35,14,226
2114946,7,7,32,152,161,66,38,88,35,534
2114947,3,0,7,77,87,52,33,57,7,311
2114948,0,0,4,68,71,29,30,42,12,250
2114949,0,0,15,89,112,55,27,44,9,339
2114950,5,0,11,75,80,40,14,31,3,249
2114951,47,0,48,71,58,37,16,97,20,304
2115001,0,0,7,74,80,29,21,31,8,238
2115002,4,3,8,105,126,56,33,40,19,384
2115003,3,3,6,113,120,40,29,63,31,388
2115004,5,0,8,71,125,45,23,56,7,333
2115005,0,0,14,104,90,52,27,45,11,333
2115006,3,0,6,85,122,66,33,46,13,367
2115007,0,0,5,44,61,29,14,35,10,188
2115008,0,0,0,69,39,30,24,28,18,201
2115009,0,0,0,77,76,47,29,49,10,297
2115010,3,0,8,169,113,53,41,65,20,463
2115011,0,0,3,75,89,32,24,56,9,284
2115012,0,0,5,109,104,35,20,52,15,334
2115013,0,0,9,124,138,67,50,65,23,462
2115014,3,0,7,62,87,35,25,39,12,267
2115015,6,3,19,116,125,66,44,87,23,464
2115016,4,0,6,87,97,42,24,63,10,328
2115017,0,0,3,69,71,37,24,40,12,256
2115018,0,0,7,126,132,57,30,61,31,428
2115019,3,0,13,99,117,58,29,37,21,363
2115020,0,4,12,112,108,63,35,56,19,393
2115021,0,0,10,146,152,55,37,75,3,479
2115022,5,0,5,100,118,77,29,53,18,388
2115023,0,0,11,93,111,37,35,58,9,343
2115024,3,0,14,71,89,58,39,56,18,341
2115025,4,0,8,77,91,39,26,27,13,273
2115026,3,3,17,123,143,75,30,64,15,455
2115028,0,0,0,35,48,16,17,18,3,144
2115029,0,0,3,112,124,43,30,49,16,372
2115030,8,0,12,81,83,42,24,57,15,289
2115031,4,3,16,99,108,58,23,67,17,369
2115032,0,0,3,96,118,46,32,75,8,359
2115033,4,0,5,70,70,45,25,56,8,278
2115034,0,0,0,71,76,33,18,33,4,242
2115035,0,0,8,45,58,18,24,45,3,196
2115036,0,0,5,79,85,40,37,51,11,297
2115037,0,0,3,50,64,27,21,29,7,201
2115038,4,0,5,61,54,38,23,41,5,217
2115039,0,0,3,140,117,12,20,93,33,411
2115040,0,0,3,75,82,49,24,29,8,268
2115041,0,0,3,89,66,31,19,31,29,264
2115101,0,0,10,171,169,62,27,60,36,529
2115102,0,4,7,100,115,30,13,43,13,308
2115103,0,0,6,116,108,32,20,52,27,342
2115104,3,0,11,164,125,41,28,82,27,463
2115105,0,7,11,154,146,37,38,74,51,500
2115106,3,0,4,177,119,43,16,77,32,459
2115107,3,0,7,115,78,25,31,66,24,340
2115108,0,0,0,85,73,17,10,34,20,243
2115109,0,0,4,121,113,32,23,56,22,372
2115110,0,11,20,77,96,49,26,50,45,354
2115111,4,0,10,77,110,38,26,36,16,306
2115112,0,0,4,64,52,10,12,35,23,195
2115113,0,0,4,205,161,50,38,93,54,605
2115114,3,0,11,171,144,51,28,94,34,522
2115115,3,0,8,85,76,37,12,50,20,277
2115116,0,0,0,194,175,32,17,212,63,700
2115117,0,0,0,127,118,20,16,136,25,442
2115118,0,0,0,358,285,38,30,197,129,1037
2115119,11,5,20,194,144,54,30,146,30,595
2115120,7,17,27,57,60,18,22,40,40,234
2115121,3,0,10,176,136,53,25,89,47,520
2115122,13,3,14,221,185,45,23,124,25,629
2115123,4,0,8,157,131,18,13,136,10,468
2115124,0,0,9,43,64,30,12,43,11,203
2115125,3,0,10,131,111,30,20,68,19,371
2115126,3,0,5,87,60,26,11,55,18,261
2115127,0,0,15,122,109,48,30,79,19,400
2115128,10,3,13,191,136,50,33,90,29,523
2115129,0,0,0,116,111,23,26,72,31,377
2115130,4,0,11,69,78,34,30,55,15,271
2115131,0,0,3,109,88,33,25,46,22,322
2115132,0,0,0,45,36,15,18,28,8,153
2115133,3,0,9,135,104,45,30,99,35,447
2115134,0,0,7,119,104,40,23,66,39,392
2115135,3,0,4,126,122,31,20,85,38,422
2115136,0,0,4,84,72,26,19,79,26,297
2115137,0,0,5,164,113,34,21,85,18,434
2115138,0,0,6,118,137,31,19,47,11,365
2115139,0,0,12,207,188,33,25,90,32,577
2115140,0,3,5,83,82,28,17,92,83,382
2115141,0,0,0,247,164,19,9,223,95,752
2115142,3,0,10,124,137,47,24,70,17,411
2115143,3,0,3,110,107,29,36,62,26,373
2115144,3,0,3,170,127,40,18,131,29,517
2115145,0,0,0,89,87,25,21,41,12,274
2115146,0,0,0,132,119,29,16,97,53,449
2115147,3,24,31,150,145,56,35,86,69,528
2115201,3,4,15,144,157,49,21,84,66,526
2115202,0,0,11,104,85,36,34,62,21,344
2115203,0,0,0,47,57,17,9,44,15,192
2115204,0,0,4,81,77,29,20,64,7,277
2115205,0,3,7,107,131,55,22,60,36,412
2115206,4,0,13,141,134,67,41,54,31,458
2115207,0,0,0,142,116,19,13,95,30,418
2115208,3,0,4,95,85,28,15,49,31,308
2115209,10,0,5,127,104,28,24,106,30,410
2115210,5,0,4,130,132,53,31,62,16,429
2115211,3,0,5,131,117,32,22,89,24,412
2115212,6,0,9,126,84,21,19,54,12,324
2115213,0,0,5,70,80,32,15,52,8,254
2115214,0,6,5,84,73,37,38,53,21,305
2115215,3,0,7,143,126,28,15,68,28,413
2115216,0,0,3,108,100,40,16,58,7,332
2115217,0,0,0,172,132,46,12,150,45,559
2115218,4,0,4,86,95,44,32,39,21,317
2115219,0,0,5,105,117,34,12,71,31,373
2115220,3,0,3,179,163,58,23,95,21,541
2115221,66,3,76,126,120,57,20,154,34,511
2115222,3,7,8,150,175,64,25,89,42,541
2115223,5,0,10,92,83,29,18,57,16,288
2115224,6,0,7,138,143,44,34,59,22,437
2115225,9,0,8,59,79,21,22,64,19,259
2115226,3,0,9,137,112,54,41,64,30,445
2115227,4,0,7,387,264,46,29,277,72,1074
2115228,8,0,11,115,110,55,40,55,18,397
2115229,0,0,0,115,109,60,32,64,22,391
2115230,3,0,16,107,127,62,42,50,28,416
2115231,9,12,37,130,116,33,29,68,36,414
2115301,55,7,74,71,94,33,30,139,17,382
2115302,0,0,3,118,96,31,9,118,14,380
2115303,0,4,5,115,103,52,20,60,18,363
2115304,3,0,8,138,98,36,26,84,44,426
2115305,3,0,9,136,103,36,30,102,21,429
2115306,0,0,0,104,122,47,19,55,104,448
2115307,0,0,0,130,107,37,46,213,81,613
2115308,6,4,17,165,153,67,59,99,58,607
2115309,5,0,14,103,107,40,38,56,36,368
2115310,36,3,35,94,79,36,31,122,23,384
2115311,3,0,9,82,112,36,35,44,17,331
2115312,0,0,3,83,105,53,21,67,12,336
2115313,0,0,3,123,130,40,20,69,41,427
2115314,0,0,0,84,80,21,11,61,16,268
2115315,3,0,6,88,81,31,30,55,19,301
2115316,3,0,10,183,130,46,28,121,33,536
2115317,8,6,34,147,138,46,23,82,29,471
2115318,0,0,6,92,95,38,17,54,17,322
2115319,0,0,8,85,73,27,17,59,15,281
2115320,45,0,53,92,97,47,26,110,16,386
2115321,7,0,7,85,98,40,27,81,18,348
2115322,22,9,39,119,118,44,40,100,35,455
2115323,5,0,16,70,70,24,18,78,26,287
2115324,10,12,61,89,96,52,39,78,36,388
2115325,5,4,16,127,109,53,36,63,30,421
2115326,0,0,3,84,93,54,19,43,16,310
2115327,3,0,3,89,69,30,35,54,13,300
2115328,0,0,4,112,94,43,27,54,21,361
2115329,0,0,10,95,76,28,25,53,24,306
2115330,0,0,3,110,106,42,33,62,69,422
2115332,0,0,7,58,68,42,21,59,12,258
2115333,4,0,10,105,79,35,28,46,9,306
2115334,6,3,9,123,87,62,41,59,26,394
2115335,3,0,5,121,136,47,29,53,18,401
2115336,3,0,11,126,109,46,32,50,18,393
2115337,0,0,0,65,62,31,31,30,17,235
2115338,0,0,7,125,81,39,29,55,4,329
2115339,3,4,6,105,122,50,36,74,34,419
2115340,3,0,3,76,85,34,20,34,5,259
2115341,6,3,11,101,113,41,26,57,23,366
2115342,0,7,7,119,111,30,13,51,32,358
2115343,0,0,4,136,114,32,19,61,15,371
2115344,54,6,81,101,90,43,22,164,39,455
2115345,0,3,6,109,103,28,19,50,41,349
2115346,0,3,7,120,104,68,30,86,28,433
2115347,4,0,4,76,84,36,24,40,13,279
2115349,4,0,14,112,126,43,31,87,26,423
2115350,0,0,3,86,82,36,27,40,14,280
2115351,3,0,13,102,93,40,22,42,17,314
2115352,0,12,16,56,46,23,16,40,38,210
2115353,3,0,7,80,68,35,23,51,28,280
2115354,0,0,9,91,112,40,24,52,20,331
2115355,0,0,0,0,0,0,0,0,0,0
2115356,0,0,3,111,107,38,18,59,28,356
2115357,0,0,5,79,49,21,11,38,11,217
2115358,0,0,0,51,53,20,12,26,21,183
2115359,5,0,6,88,90,17,19,67,14,295
2115360,5,4,15,115,94,28,12,53,22,331
2115361,0,5,10,66,84,40,15,50,20,270
2115401,0,5,5,49,72,28,20,41,17,233
2115402,0,0,6,71,81,20,24,42,10,249
2115403,5,0,15,94,104,26,27,50,15,322
2115404,4,0,8,80,82,43,28,55,19,306
2115405,4,0,9,51,51,33,28,22,11,195
2115406,0,0,3,64,71,29,20,36,9,228
2115407,0,0,5,87,75,37,21,37,4,269
2115408,9,0,11,77,93,45,29,47,9,299
2115409,5,0,14,91,90,34,26,63,41,358
2115410,7,0,12,102,104,61,32,51,36,386
2115411,0,0,5,112,93,40,45,71,16,380
2115412,5,5,17,135,131,53,39,90,40,492
2115413,0,0,13,80,93,53,40,75,45,374
2115414,4,0,9,51,81,28,25,29,14,229
2115415,3,3,3,42,41,23,16,29,3,150
2115416,0,0,6,100,100,61,34,47,16,353
2115417,6,0,9,80,125,48,24,78,14,368
2115418,0,0,0,0,0,0,0,0,0,0
2115501,3,0,4,98,88,58,26,43,9,326
2115502,3,0,3,79,86,56,30,49,8,308
2115503,3,0,10,149,134,75,45,58,6,475
2115504,3,0,3,67,77,50,25,43,17,287
2115505,150,0,159,87,79,33,19,214,9,440
2115506,3,0,5,60,80,24,25,56,17,269
2115507,0,0,9,66,46,24,20,44,4,200
2115508,0,0,3,85,91,45,32,49,11,300
2115509,0,0,6,71,71,40,37,51,15,291
2115510,0,4,9,107,111,56,25,86,29,412
2115511,7,3,16,123,126,68,35,83,16,454
2115512,3,0,7,73,95,41,25,42,11,293
2115513,0,0,3,68,67,27,31,38,5,237
2115514,0,0,4,106,112,52,44,56,21,381
2115515,0,0,3,72,44,23,18,33,10,201
2115516,0,0,0,57,63,21,20,35,15,207
2115517,0,0,9,71,56,41,20,32,17,240
2115518,3,0,4,93,91,63,34,35,18,323
2115519,0,0,6,65,70,33,14,55,16,254
2115520,71,4,96,84,90,40,22,154,31,406
2115521,3,0,8,128,131,51,38,78,37,458
2115522,7,10,33,122,142,67,49,76,29,484
2115523,0,0,4,42,52,27,19,27,11,174
2115524,0,0,5,82,109,42,24,67,37,356
2115525,0,3,8,90,130,47,24,82,24,400
2115526,5,0,17,128,137,66,32,59,30,449
2115527,0,0,0,66,55,34,9,25,3,194
2115528,0,0,7,79,77,43,27,69,15,307
2115529,3,0,7,49,56,14,26,32,10,183
2115530,0,0,9,96,132,51,42,48,16,383
2115531,0,0,3,81,95,39,26,36,15,281
2115532,5,0,8,117,95,36,26,60,40,372
2115533,3,0,7,78,104,40,23,40,24,302
2115534,5,0,18,123,121,54,36,85,18,437
2115535,8,3,9,76,77,25,32,36,8,258
2115536,5,0,15,71,66,29,18,44,10,238
2115537,3,0,6,56,69,26,11,34,14,209
2115538,0,0,3,89,60,40,29,30,8,257
2115539,0,0,0,56,56,24,18,26,7,191
2115540,0,0,13,90,89,60,40,74,11,376
2115541,0,0,3,66,50,21,21,43,7,209
2115542,10,0,19,88,115,33,29,52,17,333
2115543,3,0,8,44,24,20,14,36,8,153
2115601,7,4,10,75,86,30,35,81,27,332
2115602,3,3,10,103,118,56,39,107,32,446
2115603,9,4,21,128,125,54,41,116,51,521
2115604,3,0,10,72,75,30,27,52,26,285
2115605,3,0,24,130,118,48,26,117,40,485
2115606,0,0,0,0,0,0,0,0,0,0
2115607,7,0,11,53,50,11,16,47,23,199
2115608,0,0,0,7,0,0,0,0,0,6
2115609,7,0,16,86,102,43,33,104,22,389
2115610,6,0,18,103,113,51,38,126,22,453
2115611,3,0,3,85,81,33,23,99,12,328
2115612,0,0,0,103,60,30,21,78,4,291
2115613,17,3,31,107,110,66,31,128,54,498
2115614,6,0,13,57,56,38,23,57,9,239
2115615,7,0,12,102,92,70,41,96,25,427
2115616,3,0,14,62,64,35,20,58,23,272
2115617,10,3,22,72,72,35,24,72,23,303
2115618,10,4,22,92,102,44,25,105,13,382
2115619,15,5,35,118,112,59,44,150,36,514
2115620,3,0,13,120,103,49,55,77,15,422
2115621,8,3,18,92,129,58,39,83,29,424
2115622,8,4,22,55,72,38,30,65,26,280
2115623,4,4,11,87,88,42,29,63,11,318
2115624,3,3,8,59,60,40,29,71,23,280
2115625,4,0,11,81,108,42,28,75,27,362
2115626,8,0,11,71,98,45,27,62,20,323
2115627,5,0,9,64,66,24,38,69,3,260
2115628,3,3,15,76,80,30,18,81,33,325
2115701,32,14,97,78,132,83,55,134,56,538
2115702,3,0,5,65,57,30,22,57,16,250
2115703,11,3,23,100,112,65,37,97,30,443
2115704,0,0,5,75,67,42,24,73,3,291
2115705,4,5,17,64,81,38,26,55,30,299
2115706,9,0,21,88,94,31,30,106,22,372
2115707,5,4,11,96,110,53,47,125,20,456
2115708,6,6,24,153,130,64,57,187,44,627
2115709,3,5,8,86,86,52,30,78,24,349
2115710,5,0,6,134,117,66,47,112,11,490
2115711,3,0,11,97,75,44,18,90,23,356
2115712,4,0,16,128,126,61,52,188,46,600
2115713,9,0,9,187,146,51,48,211,24,670
2115714,3,0,6,67,65,42,20,81,13,285
2115715,9,0,14,115,122,69,34,130,24,493
2115716,0,0,9,89,107,62,37,97,4,394
2115717,0,0,3,83,106,43,27,117,12,389
2115718,0,0,5,79,70,27,30,80,23,302
2115719,0,0,0,0,0,0,0,0,0,0
2115720,4,0,14,77,77,38,37,89,16,326
2115721,0,0,4,73,63,21,30,78,11,280
2115722,3,0,6,58,56,36,27,65,9,258
2115723,7,3,18,65,69,34,24,94,3,292
2115724,7,0,10,107,108,47,30,107,28,427
2115725,20,15,69,71,71,47,24,118,34,367
2115726,0,0,11,81,81,64,33,82,10,350
2115727,3,3,14,62,65,40,32,63,17,275
2115728,3,0,4,61,51,31,20,47,9,222
2115729,0,4,7,103,80,53,46,92,18,386
2115730,3,0,11,87,68,31,35,118,24,368
2115731,0,0,11,105,133,63,33,121,20,475
2115732,10,3,19,110,129,65,47,120,19,491
2115733,0,0,3,113,113,57,51,125,25,485
2115734,3,0,9,99,110,60,39,134,20,463
2115735,0,0,4,89,58,49,30,69,8,305
2115736,7,3,9,97,69,36,31,122,27,385
2115737,0,0,4,127,104,66,53,118,20,480
2115738,4,0,10,68,93,31,28,70,33,326
2115739,6,5,13,68,69,33,23,61,22,275
2115740,3,0,9,39,43,24,12,43,9,179
2115741,3,3,9,94,90,47,29,70,21,342
2115742,3,0,14,96,110,47,29,96,26,408
2115743,10,3,22,161,151,52,40,186,52,636
2115744,0,3,8,174,172,48,47,237,89,761
2115745,3,3,12,67,61,34,38,71,13,285
2115746,7,0,11,80,100,38,29,88,19,358
2115901,7,0,16,121,132,63,40,137,36,527
2115902,3,0,6,37,53,31,20,27,23,195
2115903,4,0,4,83,70,24,20,60,12,261
2115904,3,0,3,122,118,65,46,112,24,473
2115905,3,0,14,96,105,52,41,76,3,369
2115906,0,0,3,94,72,33,25,81,16,330
2115907,0,0,0,90,106,47,32,106,16,393
2115908,0,0,3,35,52,24,24,53,24,226
2115909,0,0,5,63,56,27,22,64,6,242
2115910,3,3,9,115,127,57,49,108,27,484
2115911,5,0,9,71,84,48,35,63,16,311
2115912,0,0,6,98,84,48,41,72,18,355
2115913,0,0,5,40,59,31,16,22,3,175
2115914,29,0,34,55,72,23,33,96,8,277
2115915,0,3,8,92,92,48,21,56,18,325
