SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
211051278,81,87,44,78,86,33,10,15,4,441,102,99,78,158,120,57,17,39,7,675,299,95,1075,278,250,158,175,210,36,2567,14,5,10,15,31,14,4,14,0,103,18,11,21,36,41,21,11,15,0,173,3,16,4,7,13,10,7,0,0,50,25,13,33,30,25,13,3,29,6,184,805,1222,1324,739,734,389,244,367,76,5899
211051279,20,32,14,17,27,13,0,10,6,128,34,36,31,54,28,6,4,8,0,195,121,27,325,68,65,48,36,54,13,762,4,0,0,4,4,0,0,0,0,18,10,3,3,7,5,7,3,4,0,42,3,0,0,0,4,0,3,0,0,14,4,3,13,5,8,4,5,11,3,57,290,377,406,208,197,99,60,99,26,1768
211051280,17,40,14,24,30,8,3,7,0,147,39,41,33,49,48,29,6,8,0,261,102,51,425,87,95,39,38,66,13,931,6,0,0,6,15,0,0,6,0,38,9,5,12,7,10,10,0,7,3,60,0,8,0,0,0,0,0,0,0,17,3,7,10,9,6,4,3,0,8,54,296,588,521,252,285,117,60,123,41,2277
211051281,88,130,64,99,91,36,14,18,7,545,123,131,99,215,166,59,19,39,8,852,315,123,1258,331,275,171,157,236,41,2896,5,8,13,22,20,17,14,14,0,118,17,8,23,48,42,17,15,12,0,193,7,13,13,10,12,10,4,4,0,70,21,29,23,40,21,18,19,27,20,210,892,1741,1583,939,906,441,252,397,96,7252
211051282,67,106,42,35,44,18,3,16,5,335,70,63,51,66,48,26,3,10,8,344,135,66,367,101,74,45,41,53,21,892,8,6,6,7,9,0,3,10,0,45,9,10,10,19,20,10,3,4,3,88,15,13,7,8,8,0,0,0,0,44,10,12,8,6,3,9,0,6,7,64,635,1318,539,368,346,161,74,139,63,3649
211051283,46,67,22,54,42,15,9,6,8,269,61,65,36,92,56,36,9,21,4,378,171,64,622,156,134,65,99,118,26,1463,8,3,4,11,19,10,5,6,0,69,12,18,12,23,18,10,3,8,0,106,3,9,3,7,5,0,0,3,3,33,10,8,16,23,12,6,4,10,18,103,434,745,764,432,377,169,135,188,64,3313
211051284,49,84,31,50,47,12,9,14,3,293,56,84,58,80,73,30,7,17,0,404,127,81,485,156,106,78,51,90,22,1192,0,3,4,9,12,5,3,9,0,44,14,11,6,16,26,7,5,9,0,103,0,3,3,3,3,0,0,3,3,27,8,10,10,9,6,5,5,9,9,77,489,1220,653,432,396,180,100,162,48,3670
211051285,30,35,23,23,24,10,6,8,0,161,49,36,30,65,46,13,3,13,4,267,163,33,554,115,89,45,78,113,14,1206,3,0,3,12,14,6,0,6,0,57,5,3,12,17,17,9,3,11,0,76,7,9,8,0,8,0,3,0,0,29,20,8,13,17,8,9,8,11,9,106,375,462,666,309,276,119,107,191,36,2537
211051286,53,83,27,59,37,20,0,11,3,296,72,68,47,153,75,27,17,27,11,499,196,55,937,259,150,107,190,206,40,2150,14,7,19,18,23,15,3,18,0,109,17,9,22,45,18,25,12,19,0,168,3,7,12,7,5,3,3,3,0,38,13,19,47,37,17,23,32,38,22,245,525,785,1149,679,426,257,277,368,84,4549
212011287,60,69,48,41,83,38,16,17,0,378,96,90,65,141,116,52,23,24,5,620,224,69,684,164,198,112,88,150,25,1713,6,0,5,15,12,23,3,10,0,73,13,12,11,20,29,21,9,12,0,130,6,19,5,4,8,5,3,0,0,49,7,9,14,13,20,14,7,15,8,108,615,1117,899,511,657,324,174,256,59,4615
212011288,45,37,16,37,26,7,6,7,5,180,34,44,17,51,49,22,3,10,5,242,196,46,539,109,118,58,127,100,17,1304,6,0,10,12,20,10,5,3,7,77,11,0,14,17,12,15,3,10,3,82,3,5,3,3,7,0,0,5,0,25,19,11,28,14,16,11,19,16,11,143,406,487,649,280,300,135,168,172,49,2635
212011289,74,95,55,71,65,25,6,16,7,410,114,124,78,134,105,49,16,31,6,656,292,111,1174,206,205,109,187,185,27,2487,15,7,15,22,23,7,7,12,0,109,32,13,21,37,30,15,10,7,4,174,3,15,9,8,9,7,3,9,0,51,22,23,44,24,31,18,16,22,8,208,853,1489,1465,627,639,310,264,321,78,6043
212011290,29,18,11,13,15,13,0,7,0,106,26,27,22,58,38,12,5,13,0,216,124,32,440,86,74,54,120,117,17,1070,8,0,3,11,3,9,3,6,0,46,6,3,0,16,17,13,8,7,0,70,3,0,4,0,4,0,4,0,0,12,24,6,23,10,12,11,11,14,8,121,267,271,512,229,197,119,165,172,31,1964
212011291,56,51,44,65,80,30,12,18,8,363,92,92,89,192,115,61,26,40,10,720,195,90,969,310,305,204,216,252,31,2566,9,7,15,18,29,26,11,27,0,139,14,7,11,33,28,22,20,19,5,160,4,12,7,3,7,8,3,12,3,54,14,11,26,18,12,20,11,17,24,153,526,981,1219,758,733,439,336,453,72,5503
212011292,77,92,68,70,93,45,34,33,4,518,112,159,118,274,173,86,45,64,12,1046,296,127,1203,423,344,261,318,346,42,3364,17,11,9,26,46,24,15,24,0,171,22,19,18,59,49,33,30,32,6,281,10,20,6,5,16,3,10,16,0,96,16,15,26,39,26,29,27,36,19,235,781,1597,1566,1112,997,621,549,628,102,7949
212021293,123,135,67,64,97,27,12,26,7,565,155,145,107,161,167,83,24,28,7,871,316,117,887,227,255,155,138,146,28,2257,10,3,9,21,35,22,4,8,0,124,39,18,23,49,57,28,18,12,3,237,13,28,11,0,19,9,12,5,0,88,15,24,17,24,34,28,16,22,18,203,1147,2020,1229,738,958,478,273,302,84,7224
212021294,126,160,81,94,120,53,31,30,6,691,156,185,126,226,195,78,42,52,9,1062,263,104,962,272,309,176,176,205,28,2501,10,13,15,21,42,10,6,7,0,128,39,10,19,45,40,29,22,24,0,231,22,25,8,9,15,8,10,7,0,110,25,34,32,25,36,28,13,25,18,230,1175,2404,1426,912,1182,564,353,421,99,8537
212021295,8,17,35,22,18,6,21,27,0,162,24,20,49,82,34,23,35,34,3,295,33,16,277,113,45,40,95,107,9,735,5,0,8,4,10,0,3,7,0,44,3,4,4,24,9,7,13,23,0,85,3,4,7,5,0,3,3,8,3,32,0,5,26,16,7,18,22,34,13,135,143,249,454,337,199,137,234,308,32,2088
212021297,38,28,33,32,33,13,23,23,0,220,25,44,34,76,46,27,21,22,5,295,51,33,327,131,73,56,85,103,20,887,3,3,3,13,9,8,4,8,0,63,11,6,3,25,13,11,16,14,3,105,4,5,5,4,8,7,5,7,0,43,3,10,17,6,15,9,18,12,11,118,220,539,493,384,343,186,208,248,57,2680
212021299,37,44,22,12,40,15,3,10,0,192,49,38,24,47,50,27,5,9,6,254,125,35,381,58,85,62,61,65,16,886,0,0,3,5,15,6,3,0,0,34,14,4,8,12,25,9,5,0,0,63,7,6,7,0,3,3,0,3,0,34,15,12,11,11,14,10,0,4,4,83,418,626,490,189,355,165,87,114,34,2477
212021453,35,72,51,35,59,24,10,19,7,303,35,59,69,71,92,37,21,29,5,421,91,41,422,109,104,71,94,108,18,1063,0,3,7,9,12,5,4,4,0,53,7,10,6,24,28,4,8,7,0,99,6,6,0,7,7,3,8,5,3,50,10,11,14,12,11,10,11,16,9,108,388,854,655,368,487,227,197,239,56,3473
212021454,42,72,61,29,76,28,20,32,0,346,74,63,61,97,85,43,34,27,3,490,87,40,433,161,85,55,109,94,22,1080,3,5,6,5,6,8,9,7,0,51,11,10,14,21,18,12,12,12,3,105,10,9,5,5,7,0,0,4,3,53,16,24,18,14,11,11,12,22,18,145,442,1047,686,468,531,267,243,257,69,4021
212021455,28,60,39,34,54,26,18,12,4,270,66,61,48,106,112,63,29,36,10,536,155,62,651,160,170,92,122,165,32,1615,7,3,3,12,17,15,4,6,0,66,12,8,9,19,32,17,14,16,0,132,4,6,5,8,14,5,0,4,0,51,7,17,9,18,17,17,15,19,13,135,437,886,840,455,580,328,224,298,79,4123
212021456,32,42,53,33,50,25,19,30,3,284,56,52,69,103,93,36,34,47,11,501,100,55,560,183,138,96,156,142,26,1455,3,3,7,14,21,9,10,10,0,74,8,8,13,36,27,17,10,18,3,134,4,10,4,10,12,7,5,4,0,56,3,7,19,11,14,9,22,21,17,126,343,727,794,512,538,291,320,310,72,3906
212031300,37,50,63,54,55,27,29,15,5,343,70,73,75,201,95,61,52,52,5,679,164,71,861,295,209,130,225,257,32,2245,4,7,8,17,25,16,19,17,3,123,15,10,23,52,38,24,25,26,8,208,6,4,16,12,12,4,10,4,3,74,23,26,39,35,19,23,26,43,27,268,427,712,1168,820,595,372,442,492,93,5122
212031301,102,104,97,103,95,45,67,44,6,659,155,152,157,317,184,85,86,69,16,1218,224,100,940,320,291,179,223,233,47,2549,9,5,19,24,28,29,19,21,0,153,17,13,25,49,49,23,25,17,4,217,8,19,15,14,11,11,19,4,3,106,17,22,18,31,28,21,11,20,32,200,874,1854,1458,1177,1103,577,580,559,130,8314
212031302,49,67,52,58,73,22,43,39,6,404,108,109,95,198,141,59,40,49,3,798,153,83,738,267,222,128,218,232,19,2054,8,8,9,29,23,25,3,25,3,130,13,5,12,34,19,25,26,20,0,163,9,12,10,8,8,6,4,13,3,63,16,17,32,24,26,21,18,34,24,210,592,1183,1060,842,793,398,445,486,81,5879
212031303,47,50,22,21,33,18,6,4,0,203,53,57,40,68,61,23,15,15,5,331,167,53,552,99,133,56,86,127,19,1292,6,5,3,14,21,14,0,9,3,71,8,0,9,12,21,9,5,8,0,77,3,5,3,0,7,0,0,3,0,25,12,8,13,10,10,9,5,12,3,89,408,534,661,283,358,149,120,190,31,2722
212031304,49,44,53,66,41,22,35,29,0,341,72,71,91,161,94,47,62,50,7,658,125,55,660,248,171,119,197,193,26,1793,7,3,12,12,21,13,11,8,0,85,10,10,21,29,21,9,25,19,0,146,5,5,3,3,11,3,10,10,3,52,13,9,18,20,23,10,32,29,26,183,414,808,952,717,554,312,461,407,70,4697
212031305,39,53,73,68,63,33,55,59,8,450,68,74,110,234,130,55,62,73,10,815,106,65,816,370,207,100,306,296,44,2311,16,10,19,21,20,23,26,30,0,158,14,3,26,48,27,14,40,33,3,205,4,6,12,14,18,14,15,17,0,113,15,13,48,38,35,18,45,50,27,282,392,866,1243,999,794,370,661,679,116,6127
212031306,64,85,59,43,53,30,22,24,3,378,80,71,73,127,87,44,48,31,3,564,96,49,413,166,114,78,144,116,21,1190,8,6,3,5,10,13,8,8,0,63,11,9,13,35,25,17,13,10,5,140,5,18,8,7,15,10,11,0,0,68,3,14,15,19,22,4,6,15,19,123,547,1277,711,582,687,328,352,306,93,4875
212031308,26,29,16,29,32,14,0,7,6,158,36,28,22,61,56,17,7,3,3,236,136,49,502,90,107,52,98,126,15,1170,0,4,3,12,23,7,3,3,0,46,5,3,8,24,23,4,3,11,0,82,3,3,3,0,7,0,0,3,0,23,5,4,14,15,13,4,9,14,18,96,276,398,583,262,309,117,121,169,46,2281
212031457,55,66,37,38,74,18,17,16,3,319,90,74,48,114,96,38,17,13,7,497,178,66,566,158,143,92,118,107,13,1435,8,7,3,5,17,7,5,7,0,62,21,5,21,28,37,23,3,16,5,155,3,12,7,5,4,4,4,3,0,50,12,16,14,12,26,13,7,8,15,117,571,970,745,462,560,257,207,206,56,4030
212031458,55,60,62,53,59,28,32,28,3,385,60,85,77,143,95,49,36,31,5,574,129,80,635,221,186,110,170,144,19,1698,9,4,4,15,25,15,10,14,3,102,11,4,6,33,40,20,16,18,0,152,12,8,6,3,6,7,7,5,3,66,10,13,17,26,14,9,16,30,16,157,483,903,892,634,664,355,346,344,71,4685
212041309,36,56,37,25,36,13,16,17,0,241,34,51,54,64,80,36,14,21,4,365,77,32,343,117,93,56,67,92,13,887,4,3,4,10,11,9,3,9,0,48,9,6,13,17,20,11,7,6,0,94,5,3,5,3,9,0,12,3,0,43,9,11,12,17,20,18,7,15,10,126,367,949,552,355,517,281,159,227,57,3465
212041310,18,40,43,30,29,26,26,28,3,241,36,39,101,89,52,20,34,36,4,426,35,15,261,104,47,36,58,81,13,653,3,3,7,3,3,5,4,12,3,46,4,7,9,22,16,4,11,14,0,87,9,5,11,5,6,4,9,7,0,56,0,4,21,10,19,11,11,24,20,126,289,952,589,451,466,258,238,364,71,3681
212041311,32,52,129,69,53,20,62,71,9,502,56,75,153,197,86,81,85,114,18,859,78,41,582,269,95,79,221,246,34,1644,3,0,22,13,12,11,17,31,0,111,15,3,34,48,18,5,34,37,4,197,9,15,19,8,10,7,16,28,6,123,13,20,53,25,20,25,48,72,45,321,399,1049,1191,880,644,402,608,852,149,6184
212041312,49,68,75,52,69,37,38,32,13,434,63,82,99,153,135,66,49,58,11,715,95,52,655,211,149,88,174,179,14,1602,3,3,11,20,21,17,14,20,3,102,10,6,18,40,46,18,25,19,4,198,9,18,8,17,13,8,8,12,3,96,8,17,37,32,15,21,20,35,19,202,465,1132,1035,722,734,393,420,451,90,5443
212041313,42,68,28,45,57,19,12,7,3,283,67,50,45,61,97,49,8,14,7,396,104,60,419,88,101,72,49,69,10,962,3,4,6,8,8,4,3,3,3,39,13,9,8,10,18,13,5,7,3,92,7,18,9,5,6,4,0,0,0,52,9,11,11,9,19,10,5,6,6,93,473,934,578,304,460,252,101,134,39,3270
212041314,73,96,84,66,111,37,50,39,6,570,92,96,102,151,148,84,39,43,12,771,166,50,593,188,167,99,188,177,28,1650,7,6,9,13,24,9,9,27,0,97,23,13,15,25,32,14,30,29,0,195,14,22,16,5,15,14,14,13,3,115,25,27,19,28,31,18,25,29,24,227,887,1875,1036,696,1061,504,447,510,119,7128
212041316,7,18,31,22,26,16,20,17,0,157,16,23,30,50,31,25,10,19,3,210,33,9,214,64,54,32,66,62,5,531,4,0,5,7,8,7,0,4,0,42,6,4,6,16,10,9,7,11,0,72,3,3,6,3,3,0,3,0,0,23,0,6,3,12,5,4,11,14,13,69,167,407,335,221,246,122,156,156,41,1859
212041317,30,38,73,43,40,29,37,42,7,334,63,43,128,107,56,51,99,83,6,633,41,30,310,147,57,55,120,150,25,928,6,7,8,19,4,5,6,21,0,79,13,3,13,27,13,15,10,15,0,111,4,19,19,14,11,7,10,18,7,96,3,10,33,25,5,9,23,42,31,182,314,994,765,579,477,354,421,597,117,4623
212041318,13,22,23,25,29,18,26,18,3,174,30,37,56,75,58,32,43,35,10,369,38,19,220,108,59,44,83,78,7,660,0,0,7,10,7,7,8,13,3,52,7,5,9,18,21,11,7,11,0,87,5,5,4,6,11,3,3,4,0,39,10,7,12,19,14,8,13,27,15,125,190,498,405,359,351,213,258,267,51,2590
212041459,22,30,54,29,41,19,32,39,7,276,30,34,101,129,48,38,52,62,10,503,44,34,255,144,64,36,102,112,12,805,3,0,3,11,7,6,11,20,0,58,5,0,5,33,9,7,8,23,0,100,6,10,12,9,9,9,9,11,0,69,7,13,18,19,18,9,21,23,12,132,240,690,559,545,444,233,339,452,66,3567
212041460,29,38,58,38,62,25,26,42,6,326,28,52,86,128,73,43,58,73,9,555,51,25,351,191,91,59,108,150,17,1052,9,4,5,13,9,7,10,17,3,63,10,3,19,44,12,12,16,17,0,129,3,5,19,16,6,8,10,14,0,89,3,14,27,16,14,12,24,37,26,168,264,771,686,637,513,311,352,468,88,4098
212051319,70,85,47,55,70,39,12,18,9,402,78,108,74,103,99,50,15,29,4,552,106,53,344,125,87,58,50,62,8,892,6,3,9,14,11,10,3,7,0,54,16,8,6,21,28,17,6,15,0,117,11,19,12,9,16,5,0,5,0,82,9,16,13,12,19,9,6,4,19,108,1006,2428,684,558,821,446,144,251,92,6438
212051320,45,42,51,32,41,20,15,29,4,280,55,46,104,99,74,46,35,57,6,516,50,29,225,103,53,58,52,69,8,654,8,3,3,10,5,7,0,12,0,44,6,8,9,11,17,9,3,7,3,73,11,21,8,10,14,5,3,6,0,76,7,9,17,15,7,3,8,18,19,109,496,2173,656,569,717,439,233,439,97,5828
212051321,81,117,39,61,72,34,12,33,11,459,67,72,67,84,97,45,19,29,4,487,94,59,241,111,79,47,41,68,8,741,3,3,3,7,9,4,4,3,0,40,11,18,14,18,15,14,3,5,0,104,24,31,9,9,14,9,7,3,0,115,14,32,6,13,18,13,11,8,14,131,1073,2751,596,521,873,428,145,270,113,6771
212051322,67,93,70,55,71,46,13,35,3,459,67,75,63,95,89,53,19,28,0,490,63,44,241,96,60,41,41,59,11,655,3,5,8,6,15,13,0,8,3,65,12,10,10,25,24,13,3,12,0,110,13,48,13,3,11,19,3,4,0,112,13,12,9,10,16,8,11,11,15,107,919,2443,634,496,831,411,137,278,105,6258
212051323,62,86,41,39,49,27,7,22,6,332,62,71,55,76,78,31,6,20,3,407,77,35,226,79,71,48,30,47,11,630,3,8,0,7,9,5,0,3,0,33,12,8,7,10,25,14,5,7,0,92,13,23,0,3,4,5,3,0,3,60,19,31,9,11,10,11,7,10,13,111,826,2148,468,414,681,348,91,205,78,5261
212051324,74,93,42,58,78,32,11,27,5,419,90,79,67,86,102,40,13,28,8,509,85,45,306,90,93,46,52,78,11,800,6,0,4,13,8,11,0,4,0,52,15,15,7,14,27,10,0,7,3,104,11,18,3,5,8,11,3,6,0,61,13,22,12,14,19,11,4,18,22,125,1021,2495,644,459,815,359,130,254,108,6285
212051325,72,101,54,40,86,38,29,25,8,451,88,93,83,105,130,63,21,34,6,628,142,68,476,141,149,89,89,96,19,1265,10,3,6,10,12,11,3,9,0,56,16,9,10,29,39,16,7,15,3,143,15,27,12,9,22,10,4,6,4,105,14,13,25,6,19,16,15,15,20,146,872,2014,823,526,936,432,210,288,103,6208
212051326,72,109,71,56,67,31,21,26,4,452,96,112,117,114,122,70,21,40,7,692,136,66,569,137,124,78,68,111,18,1310,7,5,10,22,18,13,3,16,0,98,22,7,13,27,41,20,12,8,0,158,10,28,10,5,4,7,8,8,6,89,13,22,16,20,16,15,9,19,19,148,994,2617,994,671,947,487,219,358,87,7380
212051327,93,102,37,49,83,34,12,22,7,442,108,85,49,89,119,52,9,27,7,534,123,61,359,118,129,71,55,60,20,981,4,3,0,12,14,13,0,6,3,53,24,8,16,20,36,17,8,13,4,143,15,28,3,5,18,10,4,5,0,85,17,40,8,11,22,4,9,7,16,138,1085,2432,626,477,859,401,127,204,104,6314
213011328,18,22,20,20,18,13,8,18,0,144,20,27,50,56,35,19,13,18,5,245,44,19,183,78,52,35,65,71,12,557,3,0,0,0,6,5,3,7,0,23,5,9,3,13,6,0,12,13,3,61,0,0,4,3,6,0,7,5,0,26,5,11,11,16,5,3,10,17,16,91,173,488,338,294,223,129,148,234,44,2070
213011329,23,22,21,25,38,19,11,17,3,163,29,34,40,50,48,29,24,16,0,270,50,23,192,73,68,46,68,59,11,586,4,0,3,4,7,7,4,10,0,44,4,5,8,16,15,9,13,15,0,83,3,10,6,4,4,5,0,8,0,44,3,9,7,4,4,7,7,13,10,68,274,680,330,247,409,208,175,178,53,2549
213011330,45,59,78,75,70,35,54,41,9,465,78,81,88,159,132,69,73,55,9,751,124,55,604,258,198,84,266,218,31,1833,8,3,16,11,29,16,26,15,7,124,11,12,15,51,43,27,32,38,6,234,7,15,14,8,16,0,16,10,3,84,8,27,29,33,22,27,46,53,38,278,588,1468,1021,869,1007,433,675,576,130,6764
213011331,11,24,14,20,27,11,12,15,3,129,18,30,35,43,43,24,19,23,3,230,53,18,221,83,78,40,91,104,8,698,3,0,4,5,4,13,3,0,0,37,8,3,4,14,16,12,10,6,4,80,0,0,4,10,7,3,4,3,0,32,4,3,10,10,15,6,8,17,10,86,162,351,319,250,303,153,183,209,36,1969
213011332,40,49,46,37,49,20,26,9,0,278,44,61,41,77,71,42,24,24,0,399,83,38,473,121,108,59,112,127,13,1127,5,8,4,13,11,18,3,4,0,59,16,3,8,22,23,7,14,14,3,116,6,7,9,7,9,3,9,6,3,50,15,18,7,16,14,14,8,30,17,133,358,854,661,394,464,219,235,259,52,3499
213011333,26,31,16,35,36,11,20,12,4,195,31,35,41,79,46,29,28,41,11,348,39,24,289,124,79,40,115,127,13,855,3,0,8,15,8,9,12,17,0,69,5,0,9,31,20,10,10,13,3,106,0,6,7,7,3,0,7,3,0,36,0,5,17,20,21,13,30,24,17,155,162,407,468,378,337,198,277,299,60,2591
213011334,42,32,60,32,43,24,30,31,4,294,39,41,105,128,57,43,53,62,7,534,44,35,402,182,77,80,156,159,22,1155,3,0,9,9,11,4,12,15,0,71,4,0,11,38,10,13,23,16,3,131,4,4,13,7,11,3,18,13,0,70,7,15,38,21,24,17,34,47,22,220,257,667,761,571,431,286,424,492,88,3981
213011335,20,15,44,37,41,14,29,26,5,229,21,26,81,89,54,30,49,65,8,436,31,19,239,145,59,50,112,123,16,793,3,3,3,16,15,6,10,12,3,69,0,4,9,22,17,10,12,22,3,100,6,9,6,9,6,3,7,8,0,60,8,10,19,26,8,10,27,38,32,180,186,560,518,479,380,199,358,445,83,3217
213011336,21,29,19,32,22,9,19,28,0,174,23,33,63,59,37,26,15,44,3,295,40,28,208,84,57,21,68,68,7,578,3,3,0,11,7,3,4,10,3,48,5,7,3,15,14,8,3,3,5,58,3,3,7,12,6,3,4,6,0,49,3,11,15,5,3,3,12,26,20,89,232,683,394,303,310,167,181,292,44,2613
213011337,11,21,20,30,32,16,19,18,9,178,21,22,37,66,43,18,27,26,11,276,28,25,208,98,43,36,67,92,15,618,3,0,6,11,9,3,5,7,3,43,3,3,10,23,9,5,11,13,0,71,3,7,10,6,5,0,8,4,0,39,5,4,21,6,13,11,13,28,19,117,185,524,381,319,294,169,199,244,76,2393
213011338,29,38,42,37,56,27,30,41,6,297,36,58,69,93,81,33,38,60,6,478,61,35,337,155,95,64,135,128,21,1031,5,0,0,12,9,12,11,8,3,61,3,10,10,28,20,13,21,18,0,117,0,11,6,7,4,10,4,3,0,49,10,11,21,25,15,14,20,26,18,162,301,882,584,517,556,286,333,381,81,3920
213011339,39,44,41,37,41,22,27,15,3,269,64,32,64,102,83,40,38,35,8,469,82,51,367,134,111,71,113,111,24,1062,7,3,3,11,7,7,3,3,0,47,7,8,11,17,28,18,7,12,0,107,4,9,3,8,15,0,8,3,3,52,7,7,14,12,12,7,16,5,8,94,347,769,599,454,528,266,284,269,68,3588
213011340,71,92,58,47,88,38,7,10,7,425,101,99,67,101,136,52,24,34,7,617,196,71,706,138,164,106,134,131,20,1666,14,3,6,19,29,10,3,6,0,85,22,7,14,45,53,32,8,14,3,198,12,19,5,3,24,5,5,3,4,85,31,34,28,21,31,33,16,21,19,228,821,1408,973,494,820,413,242,276,83,5522
213021341,53,75,42,44,48,20,7,12,0,292,73,99,52,67,90,43,14,14,3,456,121,57,429,100,121,58,73,85,20,1062,4,5,0,3,13,5,3,7,0,40,25,9,16,16,32,23,12,8,4,138,4,10,3,3,13,5,0,4,0,44,7,21,11,9,14,8,6,6,15,100,667,1431,639,387,559,251,148,170,63,4324
213021342,42,82,66,52,72,26,20,25,10,392,75,82,79,134,117,59,31,37,11,636,128,70,670,195,198,94,186,159,31,1732,3,5,12,13,20,13,6,6,0,86,11,15,20,39,40,15,25,15,4,185,6,11,7,9,12,9,14,7,0,72,11,15,24,23,23,15,27,20,20,189,557,1391,994,654,802,348,372,374,99,5587
213021343,41,34,31,30,45,31,6,9,3,230,53,72,46,84,71,29,18,17,5,385,88,51,438,106,86,63,78,69,18,994,8,3,3,13,13,7,8,9,0,55,15,9,12,25,22,15,9,10,0,121,8,10,7,4,6,5,7,3,4,41,4,8,22,13,18,11,11,24,13,118,470,1029,654,386,464,240,170,197,60,3660
213021344,75,131,43,43,57,28,9,10,4,398,119,126,68,110,126,50,23,13,10,655,170,78,512,126,149,78,81,95,20,1306,10,4,3,9,17,6,0,3,0,53,22,19,12,24,33,10,13,12,0,142,13,25,3,8,11,0,3,9,0,67,16,23,17,13,27,5,7,8,14,124,1398,2724,796,548,857,324,168,209,97,7111
213021345,14,19,15,20,15,6,3,7,5,108,21,28,26,58,31,11,11,3,4,191,34,13,180,49,45,25,49,53,7,453,0,0,4,4,5,3,3,0,0,21,4,0,10,5,7,4,5,9,0,43,6,4,3,0,3,3,0,0,0,18,5,5,10,5,7,6,5,8,3,52,168,446,273,194,194,89,99,94,26,1580
213021346,87,136,32,41,68,29,0,3,3,400,102,88,40,57,92,37,0,14,8,439,152,50,298,84,93,48,32,51,18,830,3,3,3,5,12,8,0,3,0,40,20,11,9,15,27,13,0,0,0,101,12,15,4,4,3,3,0,6,0,53,13,24,13,15,9,5,7,10,9,98,1275,2304,496,366,636,273,64,137,93,5652
213031347,39,42,50,48,49,32,34,25,5,322,68,75,97,125,75,50,39,37,3,563,80,41,260,141,112,70,79,97,14,898,9,3,3,7,6,9,10,11,0,58,14,8,10,34,19,12,12,5,3,113,6,12,13,12,7,5,9,9,0,70,8,17,12,25,3,8,22,29,29,162,551,1526,605,632,666,396,310,411,97,5193
213031348,48,72,60,59,38,22,19,28,3,339,66,66,88,127,75,49,27,52,8,555,69,53,238,114,77,52,57,64,13,738,7,0,6,7,10,19,3,10,0,65,5,13,12,26,22,4,7,14,0,95,11,18,3,12,9,8,3,12,4,84,13,15,13,12,7,8,13,11,12,110,725,2230,612,692,702,441,239,472,104,6215
213031349,62,63,44,43,44,31,7,20,3,314,67,83,57,94,85,48,15,26,5,473,93,58,252,113,98,63,43,64,6,787,3,0,8,9,12,12,8,7,0,56,11,14,5,17,27,14,3,10,0,101,10,16,9,13,7,5,3,3,0,67,6,13,10,8,5,17,4,5,13,84,739,1628,491,488,628,369,110,233,72,4755
