SA2_MAINCODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
210051441,90,125,214,16,15,28,0,0,0,0,0,0,5,0,5,1486,984,2468,113,92,202,44,3,43,10,0,10,4,3,10,10,6,17,17,25,41,1791,1257,3053,32,29,61,0,0,0,8,3,13,16,21,40,6,0,7,8,0,6,62,57,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,22,79,59,144,9,10,21,0,0,0,0,0,3,14,14,29,23,47,67,111,170,282,20,20,37,2032,1561,3596
210051442,137,135,278,13,14,29,0,0,0,0,0,0,14,4,15,2110,1399,3505,111,132,245,42,0,42,10,3,11,8,3,8,17,7,28,12,20,32,2470,1714,4187,55,38,95,0,0,0,3,5,5,60,29,86,5,11,14,3,0,3,123,77,207,0,0,0,0,0,0,6,4,9,0,0,3,0,0,0,3,5,8,21,10,34,153,97,250,28,22,51,0,0,0,0,0,0,28,22,53,36,82,118,132,279,412,23,19,41,2837,2211,5051
210051443,238,257,499,23,29,50,0,0,0,3,0,3,27,4,31,2963,1955,4921,183,195,377,71,0,71,19,0,16,8,0,8,24,12,33,15,26,34,3572,2472,6048,56,48,107,0,0,0,10,16,28,46,38,84,14,17,26,3,3,9,130,121,248,0,0,0,0,0,0,9,0,8,3,8,15,0,0,0,10,10,25,41,14,53,179,146,320,34,40,71,0,0,0,0,0,0,41,40,75,38,106,149,208,360,565,52,35,89,4084,3159,7244
210051444,187,210,405,26,37,60,0,0,0,0,3,0,40,3,43,2411,1477,3887,108,161,269,46,0,49,9,0,11,3,4,4,28,9,34,17,25,37,2871,1923,4798,100,71,173,0,0,0,10,8,18,70,33,102,10,22,31,0,0,0,184,139,319,0,0,0,0,0,0,0,4,3,0,3,4,0,0,0,0,5,8,23,22,44,211,164,372,49,66,113,0,0,0,3,0,3,51,66,117,41,105,145,172,299,467,29,24,50,3387,2573,5961
210051445,29,37,70,3,0,5,0,0,0,0,0,0,4,0,5,696,545,1237,23,48,67,28,0,28,3,0,3,0,0,0,9,3,11,5,6,14,793,642,1436,0,6,6,0,0,0,0,0,0,18,15,33,9,4,9,0,0,0,30,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,40,33,69,8,5,10,0,0,0,0,0,0,8,5,10,29,34,60,49,84,135,10,8,21,927,806,1730
211011251,203,156,367,20,31,55,0,0,0,0,0,0,4,3,9,2166,1794,3960,96,124,219,43,0,43,28,0,29,21,4,25,11,13,29,44,41,87,2642,2166,4804,15,24,40,0,0,0,16,7,20,43,27,73,11,14,20,3,3,7,80,75,157,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,6,9,13,22,16,39,113,103,207,19,21,34,0,0,0,0,0,0,21,16,40,71,87,154,196,317,507,22,22,39,3054,2709,5760
211011254,108,79,188,47,57,101,0,0,0,0,0,3,0,3,3,2925,2411,5332,124,185,306,29,0,34,12,6,12,18,4,16,22,14,31,37,26,61,3311,2782,6097,35,12,49,0,0,0,3,0,6,123,47,165,5,19,28,3,0,3,160,87,250,0,0,0,0,0,3,3,6,5,4,4,12,0,0,0,7,12,23,16,18,36,194,113,302,40,28,64,0,3,7,0,0,0,39,34,72,110,140,255,216,379,590,34,17,49,3901,3467,7366
211011255,41,14,60,8,10,21,0,0,0,0,0,0,0,0,0,1544,1245,2787,67,79,148,27,0,27,3,0,3,4,3,9,6,0,7,10,9,25,1721,1364,3085,0,3,6,0,0,0,0,3,4,33,22,56,4,5,6,0,0,0,40,38,72,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,6,9,6,10,43,43,90,7,6,12,0,0,0,0,0,0,7,6,12,51,128,179,113,200,310,9,17,28,1946,1762,3702
211011256,86,64,154,45,45,86,0,0,0,0,0,0,6,4,8,3220,2705,5927,154,206,365,36,0,36,24,3,22,18,0,16,18,15,34,29,31,59,3637,3074,6714,35,34,71,0,0,0,0,0,0,97,50,149,5,12,21,0,0,0,140,100,244,0,0,0,0,0,0,3,3,8,4,7,7,0,0,0,5,15,20,33,8,36,178,121,299,25,24,51,0,0,0,0,0,3,31,25,56,107,160,273,256,482,738,22,20,44,4233,3889,8123
211011257,67,52,112,8,16,31,0,0,0,0,0,0,6,3,10,1653,1409,3062,79,116,192,19,0,16,10,0,10,13,3,12,18,4,20,9,17,24,1877,1611,3487,8,0,8,0,0,0,0,0,0,54,27,76,3,9,13,4,0,4,64,41,102,0,0,0,0,0,0,4,0,4,3,0,4,0,0,0,3,0,5,11,0,16,86,44,124,16,16,28,0,0,3,0,0,0,13,14,32,63,80,142,133,261,395,10,8,13,2178,2013,4191
211011258,43,41,88,15,15,35,0,0,0,0,0,0,0,4,6,2297,1880,4176,117,148,268,29,0,33,10,0,10,10,0,12,23,11,32,19,21,39,2567,2127,4699,12,3,16,0,0,0,0,0,0,81,46,127,7,4,8,0,0,0,97,52,155,0,0,0,0,0,0,0,3,4,7,8,10,0,0,0,3,9,19,27,23,45,132,85,217,20,10,27,0,0,0,0,0,0,17,10,34,113,138,252,151,294,448,19,21,39,3002,2680,5683
211011259,144,89,233,38,43,75,0,0,0,5,3,10,3,7,8,2503,2146,4650,85,176,265,46,0,46,16,0,21,20,0,19,18,6,23,50,48,98,2927,2514,5445,40,27,72,0,0,0,5,0,7,112,55,162,11,23,31,0,0,0,164,104,276,0,0,0,5,0,5,0,0,0,6,9,16,3,0,3,9,12,20,23,14,33,202,127,329,40,22,62,0,3,3,0,0,3,39,28,67,84,139,216,217,382,601,24,23,44,3495,3209,6705
211011260,152,113,261,66,61,130,0,0,0,0,0,0,6,0,6,3161,2789,5953,132,239,368,41,0,41,17,0,17,19,7,24,26,16,34,47,44,93,3654,3265,6925,66,38,109,0,0,0,3,0,3,134,62,200,13,24,35,0,0,0,221,132,350,0,0,0,3,0,4,0,9,8,0,7,7,0,0,0,10,13,24,31,12,45,260,155,415,49,30,81,0,0,0,3,3,7,50,30,87,181,212,401,271,476,747,23,26,48,4447,4170,8617
211011446,314,264,581,60,42,101,0,0,0,0,3,3,12,6,22,4019,3408,7433,177,200,386,68,0,73,38,3,36,38,6,43,28,8,36,61,64,123,4817,4016,8826,38,48,89,0,0,0,14,15,30,66,53,120,14,19,30,5,0,11,137,142,281,0,0,0,0,0,0,3,0,11,3,7,9,0,0,3,9,4,17,33,19,47,178,168,351,27,32,64,0,0,0,0,0,0,33,32,61,120,183,307,354,709,1065,40,41,83,5540,5152,10694
211011447,182,141,323,30,43,71,4,0,4,3,5,5,0,4,3,2539,2153,4689,110,122,234,43,0,43,22,0,22,17,0,21,14,4,26,37,39,71,3009,2508,5512,33,27,60,0,0,0,5,4,12,38,42,84,14,13,21,6,3,10,94,80,176,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,31,11,47,132,99,227,21,14,31,0,0,0,0,0,0,20,16,35,93,145,237,217,406,615,38,30,67,3496,3193,6691
211011448,153,114,271,39,21,59,0,0,0,0,3,3,7,4,10,2952,2482,5434,149,167,314,52,0,56,20,5,27,22,7,31,12,15,30,42,43,86,3464,2859,6319,32,19,50,0,0,0,3,3,6,58,37,91,8,18,22,6,0,6,93,75,171,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,4,4,12,30,21,50,132,105,232,18,15,35,0,0,0,0,0,0,18,15,35,85,154,238,230,488,717,28,21,52,3949,3639,7590
211011449,29,29,61,4,4,9,3,0,3,0,0,0,0,0,0,874,718,1591,38,42,71,30,0,30,9,0,9,7,0,7,0,3,3,13,8,17,1007,794,1807,5,4,11,0,0,0,0,0,0,17,29,45,3,0,4,0,0,0,28,35,60,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,4,3,10,9,8,12,34,41,80,4,7,11,0,0,0,0,0,0,4,7,11,30,61,96,75,161,239,11,4,15,1170,1070,2245
211021261,120,94,213,120,114,235,0,0,0,0,0,0,5,0,9,2755,2249,5004,97,187,279,56,0,56,19,0,21,27,0,27,19,9,29,37,33,78,3247,2697,5943,54,23,79,0,0,0,5,6,14,66,36,100,8,8,13,3,0,5,143,68,210,0,0,0,8,0,12,14,21,33,11,8,20,0,0,0,30,35,67,24,11,40,197,116,313,31,25,56,0,3,7,0,0,3,40,24,61,256,293,554,253,457,713,25,21,53,4028,3616,7642
211021262,45,40,85,64,58,118,0,0,0,0,0,0,4,3,7,2003,1555,3565,67,99,168,46,0,46,15,0,15,12,3,12,13,12,23,39,49,91,2313,1816,4130,3,4,12,0,0,0,0,0,0,48,17,64,0,0,0,0,0,0,52,29,79,0,0,0,3,0,3,22,13,36,0,8,10,0,0,3,23,22,45,27,16,45,102,62,168,15,7,14,0,0,3,0,0,0,13,5,21,160,261,418,178,279,456,18,15,28,2783,2441,5225
211031263,101,87,190,32,18,47,0,0,0,0,0,0,3,4,4,2380,1926,4309,114,126,242,51,0,51,9,0,13,30,0,32,14,9,25,49,26,81,2785,2204,4988,31,18,51,0,0,0,4,0,3,74,51,126,5,12,19,3,0,3,112,83,200,0,0,0,0,0,0,0,3,0,3,10,8,0,0,0,0,13,14,16,7,28,136,102,234,30,22,54,0,0,0,3,0,7,29,23,56,65,102,169,222,413,635,35,22,56,3272,2876,6139
211031265,223,161,382,23,31,62,3,0,3,0,0,0,5,0,7,3561,3226,6788,182,185,364,63,0,69,24,0,23,19,0,18,17,9,32,43,34,75,4176,3657,7828,43,27,70,0,0,0,4,3,8,135,77,215,7,27,36,5,0,5,202,132,336,0,0,0,0,0,0,7,4,9,0,7,8,0,3,3,8,12,17,30,17,45,241,154,398,54,30,86,0,3,0,0,0,0,55,33,90,172,257,435,366,647,1014,45,37,78,5056,4784,9840
211031266,416,322,733,49,54,99,0,0,0,0,3,3,4,3,11,2796,2319,5116,139,187,319,37,0,39,29,4,35,20,10,25,20,7,28,84,86,171,3596,2977,6576,69,78,148,0,0,0,27,8,37,74,42,116,17,29,46,14,3,14,197,160,359,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,8,28,7,36,225,178,401,35,47,83,0,0,0,0,0,3,34,48,85,131,181,310,270,466,737,33,15,47,4295,3865,8159
211031267,571,410,982,40,30,65,0,0,0,0,0,0,10,3,16,3403,2871,6272,149,206,349,46,0,48,22,4,23,36,11,51,18,4,25,83,83,168,4384,3616,7997,49,45,94,0,0,0,31,29,53,93,61,153,12,20,37,13,3,15,197,164,360,0,0,0,0,0,0,3,0,3,4,3,7,0,0,0,6,5,10,30,14,47,236,183,418,31,36,69,0,0,0,3,0,3,33,36,70,184,222,401,326,676,1001,31,24,59,5189,4755,9948
211031268,149,82,231,19,24,38,0,0,0,0,0,0,0,0,0,1738,1480,3215,56,102,161,26,3,24,20,0,20,17,0,14,9,0,10,23,17,41,2050,1713,3760,61,27,84,0,0,0,3,3,8,68,54,129,8,4,14,4,0,4,141,93,236,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,4,10,19,5,26,161,100,265,26,17,38,0,0,0,0,0,3,27,17,44,106,132,237,148,329,479,23,11,38,2515,2304,4821
211031450,240,209,453,34,29,58,4,3,8,0,0,0,7,4,11,2601,2390,4997,132,132,265,44,0,44,19,0,20,18,3,25,24,5,27,46,40,86,3168,2823,5991,39,39,73,0,0,0,11,7,21,63,38,103,9,22,32,4,3,6,124,110,233,0,0,0,0,0,0,3,3,6,0,4,3,0,0,3,4,6,12,25,17,41,156,131,287,23,41,64,0,0,0,0,0,0,23,44,66,92,121,219,216,460,680,37,32,67,3689,3615,7306
211031451,215,173,388,27,27,58,0,0,0,0,0,0,6,3,14,2145,1933,4081,116,138,255,33,0,34,15,0,16,16,0,22,15,3,18,41,38,77,2630,2328,4961,40,21,65,0,0,0,7,10,9,58,51,110,10,16,24,8,0,7,115,93,211,0,0,0,0,0,0,3,0,3,4,5,4,0,0,4,3,5,15,13,11,21,133,113,246,23,23,48,0,3,0,3,0,3,23,27,52,117,169,284,211,373,584,36,29,59,3144,3029,6179
211031452,44,59,105,5,4,6,0,0,0,0,3,3,0,0,0,892,751,1643,34,33,68,18,0,18,3,0,3,8,0,7,7,0,6,9,4,19,1022,864,1879,3,4,10,0,0,0,3,0,4,32,27,50,7,0,8,4,0,4,47,32,82,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,10,7,13,53,38,95,6,5,10,0,0,0,0,0,0,8,7,18,33,57,96,54,167,222,8,7,15,1181,1143,2323
211041269,171,128,298,37,38,79,0,0,0,3,3,7,4,3,7,1601,1322,2926,67,124,191,17,0,17,13,0,13,18,3,19,9,8,13,47,47,93,1983,1682,3661,98,51,153,0,0,0,14,8,14,65,45,105,10,17,33,3,3,8,189,121,313,0,0,0,8,6,13,0,0,3,0,3,7,0,0,0,10,13,23,8,13,22,204,147,352,38,40,86,0,3,3,0,0,0,38,50,87,92,111,202,160,274,436,16,12,33,2493,2279,4772
211041270,675,510,1182,48,44,93,0,0,0,3,7,11,6,0,9,2476,2179,4655,99,162,263,30,3,26,32,3,32,44,14,55,17,20,28,62,68,130,3483,3009,6489,66,54,125,0,0,0,51,41,89,81,44,125,5,18,21,23,5,27,221,165,387,0,0,0,0,0,3,0,0,0,4,5,7,0,0,0,3,7,10,33,14,48,259,190,444,46,30,80,0,0,0,7,0,10,55,36,83,157,177,336,248,531,779,37,24,60,4233,3959,8196
211041271,409,299,704,60,52,118,0,0,0,3,0,3,6,4,8,1784,1451,3240,82,126,212,30,0,30,15,3,20,28,10,39,9,9,15,39,43,84,2471,2001,4467,44,31,74,0,0,0,25,21,38,52,36,88,7,17,21,18,0,21,146,101,242,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,5,4,10,15,8,29,165,112,283,28,21,52,0,0,3,0,0,5,26,26,57,105,130,235,176,348,526,19,17,38,2967,2638,5602
211041272,191,137,327,14,20,34,0,0,0,0,3,5,3,3,4,1679,1460,3135,70,100,166,16,0,16,11,0,12,14,3,19,17,3,16,24,26,50,2037,1746,3789,82,34,112,0,0,0,3,7,12,75,31,109,16,13,27,0,0,4,176,86,267,0,0,0,3,3,7,0,0,3,0,3,3,0,0,0,9,8,15,14,5,24,198,101,301,40,28,64,0,0,0,3,0,3,41,28,68,110,119,221,153,313,471,23,16,41,2566,2326,4894
211041273,126,107,232,30,30,66,0,0,0,31,17,49,10,3,12,1858,1572,3432,69,154,220,28,0,28,11,0,12,27,0,28,19,7,23,30,27,54,2243,1915,4160,43,23,72,0,0,0,3,9,10,81,48,128,3,19,26,3,0,0,141,100,234,0,0,0,5,3,13,0,0,0,3,0,3,0,0,0,6,7,16,21,17,30,168,122,285,34,28,64,3,6,7,0,0,3,38,36,78,113,130,240,166,319,489,24,15,39,2755,2530,5289
211051274,144,116,255,20,18,36,0,0,0,0,0,0,4,0,4,1892,1605,3496,73,83,151,51,0,51,25,0,27,13,0,13,15,9,25,46,38,87,2266,1874,4138,12,8,22,0,0,0,6,5,14,40,24,63,11,10,21,0,0,3,71,51,122,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,25,9,33,92,65,163,9,16,25,0,0,0,0,0,0,9,17,30,149,190,336,180,352,528,32,18,53,2732,2512,5241
211051275,97,60,158,18,21,38,3,0,3,3,0,3,7,0,7,2006,1602,3605,113,96,204,39,0,39,10,0,15,6,0,6,10,0,12,16,22,38,2317,1800,4118,16,5,19,0,0,0,3,0,3,43,26,68,4,5,15,0,0,0,68,38,107,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,5,17,14,23,81,50,134,14,14,28,0,0,0,0,0,0,14,14,30,74,132,204,172,354,529,8,21,25,2670,2371,5040
211051276,27,23,45,16,15,33,0,0,0,0,0,0,0,3,3,2313,1928,4238,123,107,228,84,0,88,12,0,16,17,4,21,18,11,29,82,83,167,2700,2168,4864,11,7,14,0,0,0,0,0,5,44,34,79,0,3,6,0,0,0,51,45,98,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,6,16,9,20,73,55,126,18,11,25,0,0,0,0,0,0,15,11,28,177,262,441,297,473,771,57,53,111,3316,3019,6333
211051277,65,49,111,14,17,37,0,0,0,0,0,0,3,0,3,1674,1440,3119,97,58,157,44,0,44,15,0,16,10,3,15,12,3,13,29,26,56,1960,1603,3568,20,11,30,0,0,0,4,3,3,31,24,57,9,6,10,0,0,0,59,40,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,13,34,80,55,138,17,10,23,0,0,0,0,0,0,17,8,25,51,107,152,113,262,376,18,17,39,2240,2052,4292
211051278,173,129,301,32,33,57,0,0,4,0,0,0,4,0,4,3566,3024,6589,174,195,365,101,4,104,16,0,16,13,3,17,20,3,30,73,64,136,4176,3453,7626,27,19,44,0,0,0,9,3,10,68,54,128,4,18,26,5,0,5,121,91,214,0,0,0,0,0,0,0,0,3,9,11,18,0,0,0,4,10,17,34,16,44,158,119,282,21,24,43,0,0,0,3,0,3,27,24,48,148,242,390,321,599,914,36,27,71,4864,4462,9332
211051279,16,14,31,6,7,14,0,0,0,0,0,0,0,0,0,1063,817,1875,49,62,108,34,0,34,7,0,7,3,0,3,9,4,13,47,35,77,1224,933,2155,7,3,11,0,0,0,0,0,0,17,9,27,0,0,0,0,0,0,25,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,25,44,24,67,3,4,5,0,0,0,4,0,4,9,4,11,118,143,265,89,182,273,10,10,22,1499,1282,2785
211051280,47,35,79,10,9,25,0,0,0,0,0,0,0,0,0,1329,1076,2403,77,69,148,31,0,31,7,0,7,3,0,8,5,6,10,12,16,31,1527,1213,2736,9,7,15,0,0,0,0,0,0,34,19,53,3,3,8,0,0,0,48,32,83,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,6,8,7,11,58,42,98,6,4,14,0,0,0,0,0,0,6,4,14,57,117,171,123,220,342,6,11,19,1777,1608,3383
211051281,330,252,582,24,23,48,3,0,4,0,0,0,5,0,6,4314,3599,7912,216,220,439,86,3,90,27,0,28,13,3,13,22,12,26,36,34,70,5066,4147,9216,39,38,77,0,0,0,21,11,29,83,58,138,13,14,24,11,0,14,165,115,288,0,0,0,0,0,0,6,3,9,3,4,3,0,0,0,6,6,9,37,21,63,211,150,355,30,28,63,3,0,3,7,0,7,41,28,67,142,240,382,370,714,1085,42,31,66,5874,5311,11182
211051282,83,63,143,14,11,23,4,0,4,0,3,3,3,0,0,1733,1463,3196,53,93,150,29,0,29,22,3,25,13,0,11,9,16,31,40,36,77,2011,1690,3695,32,13,48,0,0,0,0,4,4,78,50,126,5,8,15,3,0,3,112,75,189,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,8,3,9,10,13,24,126,90,222,32,20,47,0,0,0,3,0,3,33,20,49,184,211,393,207,330,536,27,18,48,2585,2355,4940
211051283,58,53,108,18,18,38,0,0,3,0,0,0,0,0,0,1988,1587,3578,107,93,203,79,0,76,11,0,11,8,3,6,3,7,11,28,28,49,2305,1781,4092,14,10,21,0,0,0,0,0,0,41,30,78,3,3,8,3,0,5,63,50,113,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,25,4,35,91,56,148,16,11,29,0,0,0,0,0,0,16,11,29,76,151,228,154,333,487,21,16,42,2673,2353,5023
211051284,195,142,333,9,8,19,0,0,3,0,0,0,0,0,0,1866,1677,3543,69,89,155,31,0,35,21,0,19,18,0,14,10,3,17,30,36,62,2252,1958,4211,15,13,21,0,0,0,10,3,10,37,31,63,9,6,9,10,0,10,71,48,123,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,26,7,30,97,56,155,10,14,24,0,0,0,0,0,0,10,14,24,109,146,255,185,361,555,14,16,22,2669,2554,5217
211051285,22,19,43,10,6,23,0,0,0,0,0,0,0,0,0,1547,1263,2809,88,60,147,88,0,88,5,0,9,0,0,0,8,4,11,40,35,80,1818,1389,3210,3,7,5,0,0,0,0,0,0,20,22,40,0,3,6,0,0,0,22,29,54,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,3,4,17,3,18,43,37,78,13,3,18,0,0,0,0,0,0,13,3,19,107,156,268,127,276,406,22,13,35,2136,1876,4010
211051286,12,19,31,31,20,50,0,0,0,0,0,0,4,0,4,2873,2216,5088,139,110,248,99,0,95,20,0,20,8,7,12,27,18,38,76,63,132,3286,2448,5735,15,13,22,0,0,0,0,0,0,43,31,75,0,3,6,0,0,0,55,48,103,0,0,0,0,0,0,3,0,4,3,6,11,0,0,0,10,8,15,42,8,52,108,59,167,8,13,21,0,0,0,0,0,0,11,13,20,159,214,374,297,525,825,66,71,136,3918,3331,7249
212011287,177,139,312,11,11,22,0,0,0,0,0,0,0,0,4,2720,2292,5012,157,153,313,64,0,64,7,0,10,5,4,9,17,12,31,43,30,72,3201,2648,5851,13,15,28,0,0,0,8,7,14,49,29,75,10,15,23,8,3,12,80,62,150,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,3,5,7,36,11,44,121,76,196,15,10,27,0,0,0,3,0,3,19,10,30,108,189,298,217,399,614,36,28,65,3693,3355,7053
212011288,45,45,87,4,7,5,0,0,0,0,3,4,0,0,0,1562,1221,2784,65,70,132,99,5,104,14,0,13,4,3,3,10,9,18,54,40,96,1850,1395,3251,8,5,8,0,0,0,0,0,0,9,18,25,3,3,8,0,0,0,23,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,18,41,26,67,5,4,13,0,0,0,3,0,0,7,7,20,161,196,359,149,284,428,32,37,67,2245,1950,4191
212011289,57,35,90,20,12,27,0,0,0,0,0,0,4,3,4,3672,2870,6550,155,159,309,117,3,116,23,0,22,5,4,6,24,17,41,71,63,136,4146,3162,7312,14,4,14,0,0,0,4,0,6,51,37,92,6,4,11,0,0,0,74,53,120,0,0,0,0,0,0,3,3,7,3,0,3,0,0,0,8,4,12,29,7,36,104,61,172,11,19,34,0,0,0,0,0,3,14,20,38,217,365,579,320,591,911,56,45,99,4862,4252,9111
212011290,14,3,11,6,0,3,0,0,0,0,0,0,0,0,0,1351,1033,2383,77,58,139,72,3,80,15,0,14,3,4,9,4,6,16,46,46,90,1586,1167,2751,0,3,3,0,0,0,0,0,0,4,8,14,4,0,3,0,0,0,11,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,24,13,34,3,3,6,0,0,0,0,0,0,3,5,6,155,159,312,140,245,380,33,28,55,1933,1608,3541
212011291,174,135,304,11,14,27,0,0,0,0,0,0,4,3,12,3484,2813,6296,206,179,382,84,0,88,34,3,37,8,3,9,19,11,32,34,26,60,4048,3196,7245,29,24,57,0,0,0,6,3,12,27,38,73,3,5,11,8,0,8,79,78,157,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,5,3,7,32,19,53,117,99,218,38,23,66,0,0,3,3,3,3,40,31,70,75,180,251,250,497,749,34,26,56,4576,4017,8590
212011292,321,241,566,20,19,42,0,0,0,3,0,3,16,3,15,5028,3905,8931,288,277,566,87,3,91,35,3,43,25,8,34,37,21,60,49,79,124,5922,4553,10480,63,49,109,0,0,0,12,9,24,52,37,84,5,10,20,10,0,10,147,104,249,0,0,0,0,0,0,0,4,3,3,0,6,0,0,0,4,8,8,46,18,65,191,128,318,37,40,75,0,0,0,0,0,0,35,40,80,125,279,400,406,756,1163,55,49,108,6740,5807,12545
212021293,252,175,433,21,25,44,3,0,4,0,4,3,3,3,11,4220,3667,7888,195,232,429,84,3,87,28,0,29,15,3,14,23,14,31,49,54,100,4899,4181,9073,38,30,76,0,0,0,0,6,6,71,42,112,11,22,29,3,0,3,124,105,229,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,4,5,11,36,10,42,164,115,280,30,22,49,0,0,0,4,0,4,33,22,54,199,322,519,366,638,998,42,48,92,5697,5326,11022
212021294,371,255,624,23,21,45,0,0,3,3,0,3,6,3,13,4999,3871,8867,263,336,596,74,3,77,29,5,34,10,0,6,42,25,65,28,47,75,5847,4564,10407,62,32,92,0,0,0,9,6,12,121,60,181,13,20,30,7,3,7,205,116,322,0,0,0,0,0,0,3,0,3,5,4,11,0,0,0,12,4,17,40,23,61,255,138,400,59,48,106,0,0,0,0,0,0,59,48,106,198,351,552,367,722,1085,45,27,73,6768,5860,12630
