SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC20619,5,3,0,0,3,7,0,0,4,9,4,17,0,0,0,0,0,4,0,4,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,6,0,0,7,28
SSC20620,181,364,7,25,43,212,18,102,156,671,223,1014,25,105,29,94,94,305,141,506,366,1522,4,38,14,60,8,34,58,166,88,296,10,30,24,56,123,297,157,388,242,683,12,27,794,2597
SSC20621,17,30,0,0,3,12,0,3,6,32,10,45,0,0,0,3,4,10,3,14,16,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,89
SSC20622,9,20,0,5,3,5,0,0,5,30,11,38,0,5,3,10,9,23,8,38,22,74,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,4,0,9,3,13,0,0,36,108
SSC20623,29,57,0,0,4,6,0,10,18,78,24,98,3,11,3,8,3,20,8,35,31,129,0,0,0,0,0,0,3,10,4,18,0,0,0,5,7,11,7,13,15,25,0,4,74,213
SSC20624,32,67,0,0,0,3,0,0,7,27,5,31,0,0,0,3,0,7,7,12,10,42,0,0,0,4,0,0,0,3,4,9,0,0,0,3,0,0,3,9,3,13,0,0,51,123
SSC20625,7,12,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,3,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25
SSC20626,5,5,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
SSC20627,46,85,3,10,7,20,0,6,21,73,25,109,8,25,4,14,6,24,20,62,45,171,0,0,0,3,0,0,3,8,5,9,0,0,0,0,3,10,7,13,10,23,4,12,103,287
SSC20628,6,16,0,4,5,9,0,0,0,5,4,23,0,0,0,5,0,0,0,7,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41
SSC20629,19,44,0,0,3,14,0,3,16,75,19,97,3,16,0,5,7,33,12,54,40,150,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,3,3,10,3,7,0,0,62,200
SSC20630,3,6,0,0,0,0,0,0,3,11,3,11,0,0,0,3,0,3,3,4,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19
SSC20631,0,4,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,3,0,7,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14
SSC20632,21,39,0,0,3,6,0,0,6,36,10,50,3,8,0,3,3,10,6,29,22,76,0,0,0,5,0,0,3,3,3,9,0,0,3,3,0,3,3,3,5,14,0,3,45,131
SSC20633,11,18,0,0,3,11,0,0,0,5,3,17,0,0,0,7,4,7,8,17,7,31,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,3,3,6,3,10,0,0,20,62
SSC20634,20,32,0,0,3,18,0,6,5,17,10,44,0,7,0,0,0,7,3,7,9,48,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,4,13,4,13,0,3,37,100
SSC20635,131,258,0,6,4,17,3,20,23,103,36,145,4,11,3,9,12,51,20,73,57,223,0,0,4,8,3,9,11,39,19,60,4,7,3,8,11,27,22,49,38,108,5,3,228,588
SSC20636,1167,2341,25,161,145,725,50,263,659,2635,886,3785,70,295,76,260,378,1209,524,1763,1413,5545,21,116,93,368,59,209,477,1366,653,2067,49,150,71,161,386,863,507,1172,1154,3235,63,142,3797,11264
SSC20637,0,4,0,0,0,0,0,5,4,10,3,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22
SSC20638,3,10,0,0,0,0,0,0,3,9,3,9,0,0,0,4,0,0,0,4,4,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,8,4,8,3,7,0,0,12,29
SSC20639,13,25,0,0,3,9,0,5,4,14,5,28,0,0,0,3,4,13,3,14,9,41,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,0,6,0,0,28,67
SSC20640,120,239,0,0,0,5,0,0,18,70,20,72,0,0,3,11,8,32,15,44,34,118,0,7,6,16,3,6,29,63,33,86,0,3,0,0,15,28,14,33,49,117,4,12,206,491
SSC20641,22,39,0,5,3,12,0,0,5,20,6,35,0,4,0,7,3,12,6,18,14,54,0,0,0,3,0,0,0,3,3,5,0,0,0,3,0,0,3,7,7,12,0,0,38,103
SSC20642,31,62,0,6,3,18,3,9,24,89,26,122,0,4,0,12,3,10,6,23,37,147,0,0,3,13,0,0,10,20,11,33,0,3,0,0,3,3,7,7,16,44,0,0,80,252
SSC20643,3,7,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
SSC20644,159,314,0,0,13,67,0,3,63,238,76,310,0,5,9,29,18,52,23,81,104,391,0,5,0,10,0,4,17,48,25,68,0,7,3,10,13,32,18,46,44,113,4,8,305,827
SSC20645,9,23,0,0,0,15,0,0,8,34,10,51,0,0,0,0,6,14,6,14,16,67,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,10,3,10,0,4,32,95
SSC20646,4,10,0,0,0,7,0,0,3,11,3,19,3,13,0,0,0,5,4,17,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42
SSC20647,4,14,0,0,0,0,0,0,3,18,3,18,0,3,0,0,0,3,3,4,3,26,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,4,4,0,0,16,41
SSC20648,10,17,0,0,0,3,0,0,0,4,3,7,0,3,0,0,3,7,4,9,8,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,15,41
SSC20649,5,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,16
SSC20650,65,132,3,9,14,53,5,17,25,90,38,170,3,18,11,44,23,77,40,140,82,312,0,0,0,9,3,5,4,11,7,18,3,11,0,0,7,15,9,26,17,48,0,0,161,486
SSC20651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20652,4,6,0,0,0,3,0,0,0,0,0,3,0,0,3,9,0,0,3,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23
SSC20653,668,1318,7,47,31,133,9,51,199,773,246,1003,13,42,26,88,44,133,80,266,332,1271,3,14,17,47,11,36,96,245,123,349,0,3,25,47,63,136,85,185,212,531,12,21,1220,3135
SSC20654,4,6,0,0,0,0,0,0,3,6,3,6,0,0,0,3,0,3,3,10,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,4,0,0,12,27
SSC20655,52,99,0,4,4,15,0,14,17,84,24,112,4,12,6,19,11,37,25,69,50,183,0,0,0,4,0,0,3,12,4,11,0,3,0,5,6,7,7,11,13,27,0,3,117,314
SSC20656,7,16,0,0,0,5,0,0,3,7,7,15,0,0,0,0,4,11,4,11,10,21,0,0,0,0,0,0,0,7,0,7,0,3,0,0,0,0,0,3,3,6,0,0,18,45
SSC20657,3030,6211,184,1102,708,3534,188,948,4881,19138,5957,24714,412,1805,458,1628,1009,3435,1873,6868,7836,31583,48,225,179,676,82,326,821,2352,1129,3583,128,422,178,411,670,1558,977,2391,2105,5971,172,382,13145,44150
SSC20658,1529,3105,54,335,220,1107,90,419,1305,5126,1670,6982,138,598,143,480,472,1546,759,2621,2423,9603,22,108,68,255,45,162,449,1270,578,1799,44,139,92,211,418,916,558,1268,1133,3067,107,229,5197,16004
SSC20659,1219,2474,31,179,241,1229,61,260,1754,6824,2087,8488,73,329,137,465,184,594,392,1388,2478,9883,12,47,64,277,21,83,237,669,342,1087,32,95,45,103,144,322,221,516,560,1601,48,93,4304,14057
SSC20660,1268,2579,68,402,274,1326,85,411,1899,7457,2327,9594,146,631,179,635,421,1408,742,2677,3072,12268,20,88,70,254,43,165,352,962,476,1467,71,241,78,182,270,622,427,1045,899,2513,70,150,5310,17513
SSC20661,166,328,8,52,18,77,9,59,62,256,102,442,20,100,30,89,80,264,130,451,236,899,0,0,3,13,0,0,20,48,23,58,4,8,7,12,29,73,40,94,64,155,8,16,467,1396
SSC20662,1099,2241,45,276,159,785,51,262,1558,5890,1819,7214,80,356,105,365,243,800,424,1517,2245,8738,19,84,55,223,33,121,269,727,373,1155,31,105,51,120,220,504,300,731,678,1885,63,125,4082,12992
SSC20663,3,6,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
SSC20664,28,57,0,0,0,8,0,3,5,29,11,41,0,0,0,0,0,6,0,6,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,3,9,0,0,46,106
SSC20665,269,534,0,0,0,3,0,3,109,384,106,390,4,19,11,32,9,27,22,73,129,458,0,0,0,6,0,0,12,16,9,26,0,5,5,8,20,39,24,52,34,84,12,35,453,1105
SSC20666,22,42,0,7,3,10,0,0,8,31,9,46,0,0,3,15,0,7,6,15,14,60,0,0,0,0,0,0,0,10,0,10,0,5,0,0,9,16,12,19,10,26,0,0,49,133
SSC20667,342,688,3,13,20,102,13,51,168,651,199,815,8,32,13,54,70,215,94,307,298,1120,0,9,8,25,10,24,52,138,65,189,8,25,11,21,62,123,75,171,144,363,4,11,791,2173
SSC20668,5,10,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,30
SSC20669,310,620,4,41,27,140,15,66,191,754,244,1007,12,42,25,75,81,260,116,373,361,1375,3,19,14,39,8,29,79,204,103,295,8,26,21,44,56,114,84,184,182,483,14,19,866,2500
SSC20670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20672,3,3,0,0,0,0,0,0,0,7,0,7,0,3,0,0,0,0,5,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
SSC20673,32,61,0,4,4,15,0,0,19,73,17,93,0,7,3,4,4,12,8,26,29,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,4,9,0,3,65,185
SSC20674,20,38,0,0,5,25,0,4,3,10,6,38,0,0,4,7,6,20,10,21,14,64,0,0,3,8,0,0,5,15,7,17,0,0,0,3,0,0,0,3,8,19,0,0,43,119
SSC20675,11,18,0,5,0,0,0,0,8,36,12,44,0,0,0,4,0,0,0,4,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,64
SSC20676,4,8,0,6,3,10,0,0,6,16,9,34,0,0,4,7,4,6,6,17,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,60
SSC20677,2667,5311,54,300,262,1230,63,308,1777,6802,2150,8629,158,669,236,826,525,1681,922,3180,3069,11815,9,59,76,241,33,109,455,1131,580,1538,77,241,151,338,500,1055,731,1637,1306,3176,111,237,7151,20533
SSC20678,404,809,14,77,96,430,15,65,344,1384,471,1955,71,306,101,365,193,622,363,1288,834,3245,3,15,22,54,4,15,43,106,70,192,15,43,21,58,62,147,100,248,173,439,9,28,1421,4517
SSC20679,717,1422,17,93,105,459,13,58,540,2095,678,2708,90,386,109,384,238,757,438,1532,1107,4238,0,3,25,80,5,24,106,271,135,384,20,71,38,91,109,233,171,388,306,775,30,57,2155,6490
SSC20680,468,933,8,22,66,300,5,20,349,1315,418,1662,32,135,48,153,111,364,193,648,612,2309,3,21,16,54,3,11,66,175,90,254,11,41,23,63,99,205,137,311,221,566,13,32,1314,3840
SSC20681,3,7,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SSC20682,20,40,0,20,7,28,0,0,21,87,27,135,0,0,3,6,3,11,3,22,36,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,199
SSC20683,40,84,0,0,4,22,3,8,11,41,15,78,0,0,5,11,3,7,8,14,20,95,0,0,0,0,4,8,0,0,0,11,0,0,0,0,0,3,0,4,6,15,0,0,69,191
SSC20684,12,29,0,0,0,3,0,0,3,11,3,19,0,0,0,3,3,15,6,14,7,33,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,8,0,0,28,66
SSC20685,3,11,0,0,0,0,0,0,0,8,0,8,0,4,0,0,0,0,3,8,4,14,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,11,25
SSC20686,7,10,0,5,0,0,0,0,0,7,4,13,0,0,0,5,0,7,4,13,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40
SSC20687,15,34,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,12,5,12,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,5,8,0,0,20,44
SSC20688,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC20689,0,3,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SSC20690,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,7,3,12,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,9,20
SSC20691,16,29,0,0,0,9,0,0,12,41,16,51,0,0,0,3,3,14,3,15,21,71,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,32,98
SSC20692,161,325,5,20,17,93,6,34,121,481,155,631,11,36,14,39,11,35,35,107,184,740,0,6,10,28,5,23,31,92,46,148,4,7,9,13,17,35,29,59,76,210,7,12,427,1277
SSC20693,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,4,5,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,18
SSC20694,19,34,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,9,4,16,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,53
SSC20695,64,131,0,0,6,28,0,0,12,50,20,80,0,0,5,15,11,26,10,41,31,118,0,0,3,14,0,0,8,18,11,33,0,0,0,0,9,20,7,23,19,50,0,3,117,299
SSC20696,37,65,0,8,4,11,3,8,35,128,37,155,3,25,3,8,14,35,21,63,56,218,0,5,0,3,0,0,3,8,6,12,0,5,0,0,5,9,5,18,12,34,0,3,107,320
SSC20697,347,706,30,183,103,537,41,220,394,1722,571,2671,55,268,44,162,154,528,256,953,824,3622,8,40,34,155,25,82,98,308,166,584,25,83,33,75,177,412,227,573,394,1160,40,85,1607,5572
SSC20698,14,28,0,0,3,17,0,3,3,12,10,41,0,4,0,0,8,39,9,42,18,80,0,0,0,4,0,0,0,3,0,4,0,3,0,0,3,6,4,13,6,17,0,3,43,129
SSC20699,4,13,0,0,0,4,0,0,0,3,3,9,0,0,0,0,0,5,0,5,0,13,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,9,23
SSC20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20701,53,116,0,0,4,24,3,15,42,157,54,196,0,3,0,7,11,29,10,42,66,236,0,0,0,4,0,0,18,46,22,46,0,0,4,3,12,31,19,35,36,87,0,0,153,435
SSC20702,1920,3913,79,508,312,1645,70,340,2063,7984,2526,10474,150,675,210,734,438,1434,800,2843,3327,13309,27,163,91,360,42,141,414,1128,576,1788,71,248,141,331,459,1038,672,1622,1248,3414,199,446,6703,21081
SSC20703,1811,3646,50,333,296,1479,80,386,1371,5322,1803,7519,183,794,241,852,659,2164,1089,3807,2890,11329,27,120,70,283,42,158,321,882,462,1443,45,148,100,237,518,1164,660,1554,1125,2990,133,295,5960,18258
SSC20704,5,17,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,12,29
SSC20705,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20706,21,44,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,5,3,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,28,61
SSC20707,709,1437,20,118,111,515,44,209,580,2301,760,3144,70,283,111,386,221,710,393,1373,1150,4526,4,25,32,102,13,42,164,455,206,613,19,66,38,85,131,285,189,439,395,1057,25,49,2286,7059
SSC20708,9,14,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,6,3,13,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,15,33
SSC20709,9,17,0,0,0,0,0,0,5,32,5,32,0,5,0,0,7,15,6,15,13,45,0,0,0,0,0,3,3,9,4,9,0,0,0,0,0,0,0,0,4,9,0,0,26,76
SSC20710,67,138,3,16,12,56,9,25,43,186,68,286,5,35,8,28,23,80,41,137,103,424,0,5,3,8,0,0,13,35,13,50,0,0,0,3,9,11,10,13,23,63,0,9,198,624
SSC20711,45,93,0,0,3,14,0,0,23,103,27,119,5,13,3,14,18,53,26,84,57,202,0,0,0,0,0,0,3,5,6,10,0,3,0,0,7,12,5,17,8,25,0,0,115,318
SSC20712,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
SSC20713,48,97,0,9,0,9,0,3,10,40,17,62,0,9,0,3,4,13,5,25,21,84,0,0,0,0,0,4,9,15,4,22,0,0,0,3,4,7,3,7,11,31,0,0,83,208
SSC20714,23,41,0,0,0,0,0,0,4,14,4,14,0,0,0,3,0,0,0,3,8,21,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,27,67
SSC20715,9,16,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,15,27
SSC20716,292,576,0,3,16,63,6,17,114,434,133,515,4,14,7,33,45,128,56,173,188,688,7,19,10,32,0,4,39,90,56,146,0,3,17,31,50,94,69,136,122,283,3,14,606,1557
SSC20717,10,24,0,0,0,4,0,8,3,23,8,40,0,0,0,4,4,16,9,17,13,60,0,0,0,0,0,0,3,6,3,6,0,0,0,0,4,12,4,12,9,14,0,0,33,102
SSC20718,36,72,0,4,0,0,0,3,20,68,17,82,0,0,0,0,4,15,5,16,28,94,0,0,0,0,0,0,10,17,10,17,0,0,0,0,6,13,6,13,15,33,0,0,75,200
SSC20719,4,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SSC20720,23,48,0,8,0,0,0,5,6,27,10,32,0,0,5,15,12,30,10,46,22,77,0,0,0,7,0,3,4,10,3,16,0,0,0,0,0,3,0,3,5,17,0,0,51,142
SSC20721,32,61,0,0,0,13,0,6,14,38,16,62,3,7,3,8,9,17,13,32,26,95,0,0,0,3,0,0,3,10,3,11,0,0,0,3,3,10,7,12,8,20,0,3,69,176
SSC20722,201,402,3,19,32,139,6,21,108,412,146,584,21,96,40,151,47,150,114,405,260,990,0,3,7,30,0,10,16,45,30,86,7,9,13,28,26,61,41,95,68,181,13,28,545,1599
SSC20723,1321,2702,51,325,213,1032,60,289,1238,4884,1561,6524,117,543,136,476,476,1546,731,2557,2292,9080,25,104,78,301,21,83,337,1014,465,1509,50,176,91,214,397,920,536,1309,1002,2819,106,228,4717,14829
SSC20724,620,1235,20,108,80,371,14,71,367,1434,475,1986,35,140,47,147,111,376,194,666,667,2648,5,36,37,128,15,51,148,407,205,627,20,59,29,60,96,215,143,333,344,958,27,48,1656,4888
SSC20725,544,1129,19,120,132,606,51,224,453,1773,658,2726,92,396,120,434,320,1064,534,1899,1192,4622,10,50,30,124,16,55,138,383,196,610,32,116,55,133,155,360,242,607,442,1220,30,82,2210,7052
SSC20726,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,10
SSC20727,6,6,0,6,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24
SSC20728,5,5,0,0,0,5,0,0,0,4,3,9,0,0,0,0,0,3,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,7,22
SSC20729,3,3,0,0,3,10,0,0,0,4,3,12,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15
SSC20730,36,72,0,0,6,29,7,20,38,155,50,203,6,26,0,0,11,35,15,56,64,259,0,0,0,0,0,0,5,24,10,25,0,0,0,0,9,18,9,18,13,38,0,0,118,372
SSC20731,166,332,7,32,19,97,10,35,160,634,189,789,7,37,8,30,30,96,52,171,240,959,3,8,5,22,7,16,40,106,52,148,6,15,13,30,25,50,39,97,91,242,7,18,501,1551
SSC20732,27,48,0,0,3,6,0,0,7,31,11,45,0,0,3,4,3,4,3,10,17,52,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,3,10,0,0,44,106
SSC20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20734,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,3
SSC20735,68,135,3,7,11,42,0,0,29,114,42,165,3,9,3,3,11,38,14,60,60,219,0,0,0,0,0,0,8,20,8,20,3,5,4,6,5,14,16,29,24,51,4,5,152,409
SSC20736,5,10,0,0,0,6,0,0,3,16,5,23,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31
SSC20737,409,843,20,151,134,651,25,132,932,3683,1117,4613,48,211,63,224,127,439,237,871,1351,5483,8,47,31,151,9,38,148,430,196,670,18,64,21,53,75,175,110,287,309,962,19,48,2091,7335
SSC20738,8,18,0,0,0,0,0,5,3,9,4,15,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,6,3,6,3,7,0,0,21,41
SSC20739,55,105,0,0,3,18,0,0,25,99,27,116,3,8,0,7,7,23,14,40,41,149,0,0,0,0,0,0,3,15,5,16,0,0,0,0,5,7,5,7,6,25,0,8,102,285
SSC20740,30,66,0,4,0,3,0,0,6,27,9,40,0,0,3,8,5,6,8,14,15,58,0,0,0,0,0,0,4,4,4,4,0,0,0,3,6,12,7,12,6,17,0,0,57,143
SSC20741,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
SSC20742,190,373,8,46,23,96,14,70,71,290,118,502,17,59,13,48,60,189,83,296,201,800,0,0,0,4,0,0,13,30,13,35,3,3,0,6,16,44,25,55,38,88,3,8,432,1274
SSC20743,58,120,0,0,3,14,3,8,16,79,22,100,0,0,11,26,9,30,17,54,46,154,0,0,0,0,0,0,4,8,4,8,0,0,0,3,0,0,0,6,4,10,3,9,112,290
SSC20744,24,46,0,0,3,21,0,0,8,20,11,38,3,8,3,13,3,16,10,33,18,75,0,0,0,5,0,0,0,4,3,6,0,0,0,0,0,8,0,8,3,14,0,0,46,133
SSC20745,17,42,0,0,4,22,0,0,13,42,18,63,3,15,6,14,6,13,12,44,27,104,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,3,0,3,0,10,0,0,51,152
SSC20746,923,1826,25,133,206,947,56,231,833,3281,1117,4589,164,686,187,684,410,1322,759,2691,1873,7282,8,30,29,95,10,35,128,330,170,492,38,112,60,134,189,414,285,669,453,1159,23,51,3277,10319
SSC20747,10,22,0,10,3,12,0,3,0,9,8,33,0,0,3,8,0,9,9,18,10,53,0,0,0,0,0,4,3,7,4,10,0,0,0,0,0,0,0,0,3,14,0,0,26,86
SSC20748,262,522,7,26,24,124,8,27,163,612,202,791,20,85,27,86,93,300,141,472,339,1263,0,5,6,20,7,21,45,137,57,183,4,17,10,14,62,128,70,166,132,350,13,22,746,2155
