SA2_MAINCODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
206061136,..,385,736,101,32,29,15,0,0,1292,..,92,533,383,215,265,215,190,71,1956,14,60,87,25,14,17,18,12,3,251,744,1060,3051,1307,826,729,512,400,115,8750,..,27,1023,999,656,509,428,314,59,4016,..,243,1818,520,269,127,47,5,0,3031,..,3,18,84,136,86,45,42,17,436,1471,..,..,..,..,..,..,..,..,1471,..,359,..,..,..,..,..,..,..,359,..,132,138,67,71,22,0,0,0,432,..,142,175,32,22,31,21,28,15,467,..,51,142,28,6,0,0,3,0,228,..,661,1464,233,92,71,33,11,0,2568,..,152,985,740,450,472,368,269,99,3535,27,106,187,68,33,29,27,25,7,498,1496,1884,5943,2766,1742,1338,962,690,200,17030
206061137,..,591,729,101,31,30,9,4,0,1498,..,250,733,416,228,243,228,160,70,2329,0,75,110,29,17,14,13,14,0,271,641,1650,3492,1268,800,728,575,351,113,9628,..,38,1256,875,624,564,496,303,72,4220,..,431,1996,462,186,112,54,10,0,3254,..,3,34,103,159,96,42,27,15,480,1255,..,..,..,..,..,..,..,..,1255,..,440,..,..,..,..,..,..,..,440,..,142,128,45,44,23,3,0,0,381,..,227,167,36,13,27,20,22,7,525,..,73,116,16,12,0,4,0,0,216,..,947,1436,207,83,44,22,16,6,2760,..,450,1344,795,493,445,344,204,105,4182,13,112,195,61,25,29,20,15,3,489,1269,2867,6676,2586,1652,1346,1006,599,209,18217
206061138,..,130,197,36,16,8,7,3,0,397,..,39,143,144,104,156,218,229,156,1190,3,25,27,20,6,11,17,11,3,122,707,787,984,704,805,812,822,473,241,6326,..,8,410,649,914,1011,1070,477,147,4681,..,73,415,162,132,89,57,29,6,953,..,5,11,65,121,98,32,19,8,369,1346,..,..,..,..,..,..,..,..,1346,..,764,..,..,..,..,..,..,..,764,..,176,228,40,28,10,3,0,0,487,..,71,63,14,8,16,15,14,16,210,..,27,50,6,11,0,0,0,3,102,..,218,391,72,30,15,17,6,3,752,..,62,264,228,195,245,325,295,203,1814,6,42,54,27,15,21,24,13,4,205,1358,1442,1879,1271,1452,1496,1541,852,405,11689
206071139,..,140,385,48,9,11,3,4,0,600,..,36,183,112,53,83,59,38,15,586,6,20,47,11,3,6,0,3,0,98,296,472,1466,516,310,281,186,85,40,3642,..,8,476,410,279,240,179,55,21,1674,..,131,903,275,134,68,22,7,0,1543,..,0,9,26,40,38,17,14,11,157,586,..,..,..,..,..,..,..,..,586,..,153,..,..,..,..,..,..,..,153,..,62,61,29,20,12,0,0,0,184,..,78,84,9,12,17,18,8,11,237,..,46,91,11,5,4,0,0,0,161,..,274,746,109,33,21,17,6,0,1205,..,71,384,251,153,127,103,56,17,1164,19,35,86,24,12,13,7,3,0,195,603,862,2849,1149,688,537,368,145,61,7262
206071140,..,333,491,80,14,12,9,0,0,948,..,23,73,79,62,91,106,74,46,565,8,23,43,15,12,3,6,0,0,113,409,622,1142,580,422,382,333,156,67,4116,..,12,242,443,397,372,328,128,33,1958,..,48,523,252,140,76,61,10,0,1104,..,6,14,45,62,43,24,17,12,227,852,..,..,..,..,..,..,..,..,852,..,256,..,..,..,..,..,..,..,256,..,72,75,15,31,21,0,0,0,215,..,41,50,3,8,15,17,7,8,148,..,39,94,16,0,3,0,0,0,154,..,572,913,136,33,21,21,4,3,1704,..,34,149,134,128,149,170,101,64,937,22,41,71,29,29,12,7,4,0,214,872,1114,2130,1074,833,708,638,274,121,7776
206071141,..,150,349,62,21,11,4,3,0,596,..,51,175,145,88,75,65,39,16,653,4,12,27,7,5,4,7,3,3,77,434,484,1338,601,360,247,154,83,25,3737,..,22,408,345,206,155,95,55,10,1285,..,111,854,304,147,69,18,3,0,1514,..,6,56,92,94,48,28,12,5,345,854,..,..,..,..,..,..,..,..,854,..,173,..,..,..,..,..,..,..,173,..,55,56,24,23,3,0,0,0,165,..,80,67,26,9,22,12,4,3,220,..,31,86,15,4,6,3,0,0,146,..,264,700,145,60,33,3,3,0,1210,..,104,331,312,215,177,111,59,18,1331,15,31,74,29,19,11,5,5,3,186,862,876,2625,1287,778,520,280,141,43,7419
206071142,..,210,428,76,17,15,7,3,0,750,..,35,168,147,132,108,97,65,26,781,7,35,60,16,12,10,8,0,0,144,509,563,1411,715,483,382,249,146,50,4506,..,21,332,456,352,269,207,115,31,1774,..,81,754,334,198,105,34,5,3,1518,..,13,51,95,88,66,18,20,8,368,1026,..,..,..,..,..,..,..,..,1026,..,227,..,..,..,..,..,..,..,227,..,93,78,27,19,15,0,0,0,239,..,63,86,18,10,24,15,11,8,227,..,43,109,16,4,8,4,0,0,181,..,328,853,178,59,38,17,3,0,1471,..,60,295,292,275,217,140,99,38,1422,16,51,111,34,21,16,8,5,3,261,1038,980,2660,1455,1022,753,448,258,92,8710
206071143,..,241,544,101,20,21,19,3,0,947,..,22,151,160,123,171,173,159,51,1008,14,26,52,18,10,20,15,10,3,165,741,623,1541,961,699,631,440,286,93,6016,..,8,339,753,645,508,370,176,52,2855,..,61,792,442,238,167,43,12,0,1760,..,0,13,68,83,69,43,27,15,321,1456,..,..,..,..,..,..,..,..,1456,..,384,..,..,..,..,..,..,..,384,..,117,101,51,42,19,3,0,0,337,..,43,71,21,9,17,16,19,11,206,..,53,124,21,6,3,0,0,0,208,..,370,990,176,46,44,32,4,0,1663,..,44,267,263,212,278,277,234,70,1649,26,48,102,40,29,26,23,10,7,300,1485,1134,2800,1836,1313,1135,806,483,153,11143
206071144,..,466,1274,161,45,45,19,14,3,2027,..,88,587,467,291,341,301,197,67,2339,23,72,141,47,23,27,25,24,15,400,1470,1653,4606,2183,1462,1214,819,485,169,14057,..,41,1488,1769,1281,979,753,364,84,6764,..,368,2585,856,406,234,73,15,3,4536,..,11,77,180,274,196,83,99,58,980,2831,..,..,..,..,..,..,..,..,2831,..,800,..,..,..,..,..,..,..,800,..,294,355,127,163,51,7,0,0,996,..,211,262,91,44,47,42,43,20,755,..,155,255,41,8,12,4,0,0,474,..,855,2647,376,145,83,47,17,8,4172,..,160,1162,921,654,608,467,302,99,4375,53,124,306,104,61,50,35,33,19,782,2887,3022,9133,4468,3038,2256,1510,867,287,27466
206071145,..,79,235,49,13,14,4,0,0,395,..,12,91,84,107,108,111,50,13,575,9,15,37,14,6,8,7,10,0,108,661,387,873,684,585,466,295,127,33,4118,..,3,314,642,553,459,310,108,24,2422,..,35,445,323,196,120,43,3,0,1171,..,3,12,38,81,59,18,17,11,234,1277,..,..,..,..,..,..,..,..,1277,..,351,..,..,..,..,..,..,..,351,..,107,83,32,23,10,0,0,0,266,..,32,34,3,3,10,16,13,6,123,..,21,63,17,3,5,3,3,0,116,..,130,475,103,37,26,14,6,0,792,..,24,167,155,189,169,170,62,22,956,16,29,61,31,14,14,6,8,0,188,1290,741,1668,1344,1106,866,586,221,59,7885
207011146,..,26,23,7,3,3,3,3,0,70,..,3,21,12,24,62,75,56,69,317,5,5,9,5,6,3,0,5,0,41,778,409,362,555,598,458,257,154,102,3683,..,5,285,807,833,619,328,150,40,3064,..,9,96,92,75,54,9,0,0,342,..,8,13,41,101,50,15,21,16,264,1601,..,..,..,..,..,..,..,..,1601,..,570,..,..,..,..,..,..,..,570,..,171,145,46,27,21,5,0,0,406,..,28,27,9,11,19,16,11,10,134,..,45,32,5,3,3,0,0,0,91,..,64,65,16,14,13,3,4,3,184,..,8,39,27,55,99,108,79,84,501,21,22,18,9,13,11,9,5,3,110,1622,925,717,1063,1140,885,499,277,153,7273
207011147,..,63,75,20,7,16,8,12,3,203,..,25,55,48,56,145,204,240,163,936,14,16,11,11,11,10,14,5,13,107,1218,1121,794,918,1220,1008,749,538,268,7843,..,14,491,1102,1630,1370,986,492,153,6244,..,40,169,99,95,49,25,7,3,485,..,6,34,157,240,130,40,31,23,658,2407,..,..,..,..,..,..,..,..,2407,..,1492,..,..,..,..,..,..,..,1492,..,361,371,72,65,22,0,0,0,891,..,135,80,18,18,57,47,45,21,416,..,61,60,11,7,10,0,0,0,149,..,130,159,37,28,24,18,12,10,424,..,58,111,100,116,216,265,290,220,1375,19,41,36,15,27,24,18,13,16,207,2424,2349,1517,1620,2223,1894,1396,887,438,14757
207011148,..,50,59,11,5,11,12,7,4,164,..,15,26,27,51,89,144,190,175,715,11,25,20,8,8,10,13,15,13,110,1732,1505,786,1200,1748,1188,801,552,327,9830,..,21,515,1636,2497,1823,1128,584,216,8420,..,28,152,117,145,69,31,12,4,553,..,8,22,148,290,148,53,42,35,753,3610,..,..,..,..,..,..,..,..,3610,..,2108,..,..,..,..,..,..,..,2108,..,515,549,101,100,41,0,0,0,1299,..,160,80,4,33,52,58,53,38,466,..,135,62,15,11,4,3,0,0,233,..,104,126,30,24,29,26,6,5,348,..,43,74,78,107,153,195,252,229,1139,13,51,39,15,17,23,18,17,21,210,3624,3171,1608,2131,3221,2344,1512,975,553,19143
207011149,..,158,142,27,13,20,12,11,4,390,..,38,67,86,85,152,253,202,150,1034,25,28,25,9,7,15,13,4,8,139,1836,1556,1092,1282,1606,1243,951,537,243,10339,..,16,665,1656,2249,1728,1238,583,134,8266,..,80,387,213,175,94,43,14,0,1012,..,4,27,111,248,133,60,38,24,648,3640,..,..,..,..,..,..,..,..,3640,..,1789,..,..,..,..,..,..,..,1789,..,434,399,85,57,24,4,0,0,1005,..,151,71,30,17,40,31,36,23,405,..,100,78,17,9,12,3,0,0,217,..,271,290,65,27,34,25,13,5,738,..,91,148,159,167,243,335,275,194,1606,40,53,60,25,18,23,24,9,9,261,3679,2988,2129,2346,2972,2339,1759,973,392,19578
207011150,..,82,61,14,7,17,11,8,0,204,..,17,48,52,52,113,154,134,111,682,8,17,24,4,7,16,17,3,0,96,1559,1067,768,1127,1328,954,671,336,177,7993,..,14,558,1620,2002,1382,906,354,72,6912,..,38,264,166,157,73,36,8,0,736,..,9,13,71,147,109,42,32,22,440,3244,..,..,..,..,..,..,..,..,3244,..,1396,..,..,..,..,..,..,..,1396,..,299,303,60,44,16,6,0,0,738,..,75,45,13,12,33,29,37,26,255,..,62,57,5,9,5,3,0,3,143,..,159,138,39,25,25,17,6,3,410,..,39,115,96,113,184,220,176,137,1082,19,40,54,21,12,24,23,4,0,200,3259,2133,1544,2091,2523,1844,1275,617,264,15552
207011151,..,403,525,61,11,19,17,4,0,1056,..,204,442,335,222,195,251,147,109,1896,28,65,69,26,12,17,15,13,10,257,1363,1679,2690,1470,1214,897,735,342,167,10557,..,48,1368,1530,1317,1045,775,359,67,6520,..,306,1266,380,190,116,57,6,3,2324,..,9,22,61,177,114,38,34,11,466,2769,..,..,..,..,..,..,..,..,2769,..,1002,..,..,..,..,..,..,..,1002,..,235,242,50,49,12,4,0,0,594,..,251,191,25,21,25,29,12,15,569,..,122,115,14,6,0,4,0,0,267,..,858,1088,147,44,35,33,11,3,2220,..,455,831,583,388,316,373,211,131,3288,44,139,141,50,33,26,21,20,13,479,2814,3425,5267,2837,2230,1693,1328,653,250,20499
207011152,..,252,277,53,15,7,8,9,0,629,..,67,209,161,98,162,192,127,97,1103,10,32,35,13,3,13,10,5,4,123,1091,1055,1532,1075,849,716,525,287,146,7281,..,21,880,1221,1037,834,583,263,61,4907,..,160,707,249,127,68,23,11,4,1351,..,0,19,81,139,82,37,20,19,401,2223,..,..,..,..,..,..,..,..,2223,..,791,..,..,..,..,..,..,..,791,..,168,192,43,40,19,3,0,0,463,..,130,108,21,17,15,15,19,8,333,..,69,83,11,3,5,0,0,0,175,..,512,566,106,38,27,20,13,0,1281,..,174,385,277,184,240,257,164,115,1792,18,51,63,32,15,17,12,9,4,218,2245,2084,2994,2037,1605,1300,959,500,221,13940
207011153,..,218,290,42,26,34,21,15,6,649,..,35,126,137,136,219,263,238,179,1332,17,51,53,14,20,27,20,5,11,215,1860,1651,1589,1485,1759,1419,988,569,285,11597,..,21,805,1713,2249,1768,1237,548,173,8507,..,114,651,312,244,129,67,18,7,1539,..,7,18,156,301,173,59,46,29,804,3728,..,..,..,..,..,..,..,..,3728,..,1807,..,..,..,..,..,..,..,1807,..,445,451,114,73,31,3,0,0,1118,..,185,126,30,30,45,59,29,20,530,..,135,100,16,12,12,3,3,0,278,..,391,608,93,63,68,48,23,8,1301,..,83,241,246,256,333,372,321,226,2086,34,87,88,34,35,38,29,17,10,377,3756,3273,3103,2713,3269,2602,1874,1006,481,22073
207011154,..,34,47,15,5,3,9,0,0,113,..,8,19,21,30,43,63,61,42,279,8,10,3,5,10,0,3,4,3,40,578,385,315,440,510,343,287,153,79,3092,..,5,211,579,717,465,360,169,51,2563,..,17,97,64,53,35,22,7,4,300,..,0,12,34,79,50,20,17,11,222,1235,..,..,..,..,..,..,..,..,1235,..,525,..,..,..,..,..,..,..,525,..,123,126,36,23,17,0,0,0,317,..,39,16,0,0,13,9,10,14,100,..,14,25,5,3,0,0,0,0,59,..,70,94,28,10,11,20,3,0,236,..,14,41,35,69,73,83,78,63,455,14,13,11,4,18,6,4,5,3,74,1246,823,626,788,969,674,514,293,144,6089
207011155,..,65,50,10,13,5,8,3,0,153,..,17,41,41,75,121,174,164,124,749,3,17,26,14,12,12,14,9,4,103,1435,1152,694,948,1318,1035,730,377,185,7877,..,15,471,1325,1876,1573,987,386,110,6739,..,41,218,102,122,92,45,17,0,640,..,3,6,81,168,94,27,22,12,430,2837,..,..,..,..,..,..,..,..,2837,..,1457,..,..,..,..,..,..,..,1457,..,369,333,42,38,22,4,0,0,801,..,83,57,11,17,28,34,21,16,266,..,63,36,13,6,6,3,0,0,126,..,139,120,28,24,6,13,9,4,342,..,47,82,91,125,182,244,217,152,1151,11,34,44,24,10,19,15,9,10,189,2850,2253,1372,1711,2397,2014,1376,674,313,14975
207021156,..,18,34,14,11,9,11,0,0,91,..,9,23,37,28,51,92,174,89,505,7,4,11,14,16,11,13,11,5,89,758,566,574,669,805,613,615,582,188,5365,..,6,409,857,1076,847,807,701,182,4885,..,31,174,97,91,38,14,10,4,452,..,0,15,53,114,78,42,65,19,396,1571,..,..,..,..,..,..,..,..,1571,..,731,..,..,..,..,..,..,..,731,..,259,321,115,124,39,6,0,0,859,..,46,39,20,22,30,29,41,30,251,..,36,43,3,8,5,3,9,0,114,..,60,101,33,23,25,18,3,3,255,..,22,55,76,81,101,139,226,116,821,17,22,25,20,26,23,17,15,7,157,1583,1199,1173,1272,1564,1190,1080,1067,357,10479
207021157,..,100,122,27,23,22,0,7,6,311,..,50,124,70,69,117,217,324,181,1151,12,33,24,16,7,23,17,19,10,156,1305,1278,1462,1221,1342,1188,1123,930,307,10156,..,42,1091,1546,1663,1512,1512,1095,234,8695,..,115,331,128,113,80,24,18,7,821,..,3,43,167,276,161,77,73,48,849,2654,..,..,..,..,..,..,..,..,2654,..,1261,..,..,..,..,..,..,..,1261,..,427,577,174,140,60,13,0,0,1394,..,166,125,40,48,94,51,71,31,610,..,177,172,44,26,11,3,4,0,440,..,250,296,68,46,44,18,19,5,741,..,97,249,166,187,198,291,412,241,1837,22,66,57,29,29,32,30,33,9,311,2683,2603,2949,2351,2528,2200,2018,1722,570,19614
207021159,..,8,26,9,13,11,10,3,0,75,..,8,19,34,49,77,134,134,74,539,12,12,20,10,5,18,15,3,0,101,1209,954,837,918,1251,1203,939,450,157,7922,..,16,583,1232,1720,1808,1438,646,109,7547,..,21,127,106,118,93,41,7,4,516,..,7,36,93,162,123,51,30,16,521,2482,..,..,..,..,..,..,..,..,2482,..,1231,..,..,..,..,..,..,..,1231,..,503,629,134,90,18,6,0,0,1372,..,103,73,16,25,60,35,39,39,399,..,40,37,8,9,5,3,0,0,109,..,15,41,26,19,16,22,6,6,147,..,29,63,80,105,134,185,167,98,850,27,23,35,28,14,23,17,13,7,185,2510,1990,1625,1721,2256,2282,1785,920,273,15355
207021160,..,19,27,13,12,8,13,3,4,98,..,7,24,19,56,78,153,161,82,582,7,12,15,13,9,12,6,17,11,96,1112,637,659,900,921,760,797,568,168,6521,..,12,559,1203,1258,992,1089,718,102,5935,..,21,121,139,85,47,28,10,0,454,..,4,24,80,169,101,42,68,29,516,2191,..,..,..,..,..,..,..,..,2191,..,830,..,..,..,..,..,..,..,830,..,308,360,130,108,46,6,0,0,958,..,65,48,26,22,44,36,48,31,311,..,42,38,9,9,10,5,0,0,112,..,51,75,32,15,13,19,6,4,211,..,21,46,67,109,118,203,221,111,907,18,14,26,20,14,13,8,19,15,149,2211,1374,1294,1702,1791,1380,1436,1086,293,12565
207021424,..,13,11,3,6,6,7,5,3,50,..,3,27,20,23,51,101,105,55,388,7,20,13,7,8,10,11,12,0,86,1096,932,723,894,1101,1041,754,382,143,7064,..,13,570,1273,1652,1603,1144,513,115,6877,..,18,112,59,78,67,16,3,5,358,..,5,23,94,144,106,45,24,20,464,2313,..,..,..,..,..,..,..,..,2313,..,1313,..,..,..,..,..,..,..,1313,..,428,528,133,62,20,4,0,0,1173,..,81,64,26,21,49,62,53,29,390,..,58,39,5,11,11,3,0,0,130,..,39,37,13,13,17,6,4,3,138,..,16,59,48,50,83,142,138,73,614,13,24,26,22,12,15,18,22,9,158,2325,1996,1462,1674,2043,1975,1447,756,255,13934
207021425,..,36,46,18,19,10,12,9,0,143,..,8,52,53,61,108,174,206,97,763,3,10,24,7,11,7,12,18,7,117,1102,755,949,1015,908,726,738,552,204,6953,..,14,808,1404,1121,863,848,607,140,5817,..,44,223,111,76,30,19,0,0,506,..,5,34,126,199,117,63,47,42,619,2302,..,..,..,..,..,..,..,..,2302,..,857,..,..,..,..,..,..,..,857,..,283,311,93,80,49,6,0,0,828,..,92,80,21,31,56,57,37,11,384,..,84,55,18,19,3,5,0,0,183,..,92,119,38,29,18,20,11,3,322,..,33,111,103,126,164,227,260,127,1147,11,25,37,16,25,21,19,31,9,198,2316,1527,1776,1933,1702,1317,1271,995,335,13169
207031161,..,89,126,43,23,12,13,4,3,325,..,23,88,82,108,153,222,233,174,1084,9,36,24,18,10,18,17,18,13,161,1833,1274,1284,1531,1500,1099,813,640,344,10320,..,28,1050,2080,2048,1432,981,643,205,8457,..,97,350,210,176,85,47,12,0,973,..,0,40,160,221,150,61,70,63,761,3818,..,..,..,..,..,..,..,..,3818,..,1487,..,..,..,..,..,..,..,1487,..,452,379,111,96,58,9,0,0,1103,..,107,97,15,26,67,42,50,29,435,..,115,100,25,23,12,5,0,0,281,..,233,272,95,48,32,26,11,5,729,..,62,180,170,219,259,306,317,245,1758,24,66,57,32,23,27,24,16,16,294,3838,2651,2524,2895,2882,2124,1502,1111,561,20093
207031162,..,39,59,8,9,11,12,3,3,141,..,13,16,27,42,117,115,176,103,602,14,5,6,14,11,5,3,12,6,80,912,569,579,717,739,604,464,414,187,5182,..,3,457,978,1002,672,536,397,114,4156,..,30,169,86,78,61,25,10,0,454,..,3,15,71,122,99,32,33,30,415,1910,..,..,..,..,..,..,..,..,1910,..,696,..,..,..,..,..,..,..,696,..,228,226,77,57,32,3,0,0,629,..,55,40,18,10,31,30,30,16,218,..,49,41,8,3,4,0,0,0,111,..,98,111,24,18,18,20,4,3,297,..,15,46,54,92,181,160,230,144,929,20,12,14,25,22,11,3,16,9,135,1936,1191,1124,1329,1404,1118,813,715,318,9941
207031163,..,417,317,44,28,27,14,11,0,854,..,133,190,97,97,172,196,228,159,1269,13,49,45,16,14,13,11,6,3,173,1315,1704,1863,1177,1192,929,593,485,258,9520,..,81,1281,1429,1379,1031,586,391,124,6302,..,240,462,169,116,92,32,5,0,1113,..,4,36,149,266,160,50,42,44,753,2620,..,..,..,..,..,..,..,..,2620,..,1069,..,..,..,..,..,..,..,1069,..,343,350,83,53,49,7,0,0,886,..,219,162,36,36,75,53,30,19,637,..,277,234,39,20,8,10,0,0,587,..,890,690,118,82,55,28,23,3,1887,..,284,374,204,220,286,286,277,197,2124,29,91,74,29,24,24,18,11,8,316,2648,3495,3663,2263,2202,1781,1064,782,393,18289
207031164,..,135,146,28,26,18,21,6,3,382,..,23,58,50,95,152,165,190,125,866,16,35,24,10,10,11,18,17,11,157,1484,1117,1171,1194,1257,1007,697,521,235,8680,..,19,960,1612,1591,1172,805,507,130,6797,..,78,294,134,140,87,28,17,5,783,..,4,31,143,215,163,62,57,35,710,2982,..,..,..,..,..,..,..,..,2982,..,1122,..,..,..,..,..,..,..,1122,..,385,341,121,78,53,7,0,0,992,..,114,97,32,39,68,55,42,33,477,..,151,108,29,19,12,5,5,0,331,..,314,311,83,58,39,33,11,4,857,..,62,128,110,201,268,234,224,175,1400,39,56,55,26,29,18,28,21,11,277,3025,2301,2332,2289,2366,1879,1254,878,396,16723
207031165,..,573,246,21,12,9,12,3,3,885,..,105,83,40,41,72,126,165,158,785,12,44,19,10,9,4,4,8,10,119,697,1422,959,563,619,483,421,361,249,5769,..,33,537,674,716,516,430,318,122,3352,..,124,227,75,56,40,15,8,0,553,..,4,19,71,147,91,38,31,31,429,1304,..,..,..,..,..,..,..,..,1304,..,569,..,..,..,..,..,..,..,569,..,170,216,53,57,33,4,0,0,533,..,154,61,15,21,28,30,16,10,335,..,267,134,17,15,0,0,0,0,437,..,1291,605,53,37,21,23,3,0,2034,..,219,145,74,98,131,163,200,201,1239,21,72,41,20,17,12,14,11,13,214,1326,2895,1987,1056,1159,886,714,589,385,10994
207031166,..,142,94,21,9,16,9,6,0,293,..,9,26,22,33,41,87,144,71,429,9,13,8,8,9,7,12,7,9,76,686,708,658,623,638,561,560,418,134,4975,..,19,487,836,808,719,739,505,91,4208,..,48,122,79,52,37,19,3,0,361,..,0,17,52,114,94,44,41,21,389,1406,..,..,..,..,..,..,..,..,1406,..,617,..,..,..,..,..,..,..,617,..,227,275,107,83,31,3,0,0,720,..,49,62,16,25,38,35,26,16,262,..,129,92,21,9,6,3,0,0,256,..,353,241,35,17,17,18,15,6,702,..,31,59,54,68,84,127,191,96,708,20,28,24,11,8,10,13,15,9,140,1424,1501,1370,1213,1185,1043,1007,800,232,9772
207031167,..,65,50,10,10,12,5,3,0,155,..,7,44,50,58,92,115,110,87,554,9,5,9,6,0,9,9,6,3,57,805,675,562,640,760,652,398,221,133,4845,..,9,399,877,1041,892,497,210,60,3985,..,30,213,101,70,53,33,3,0,504,..,0,12,52,108,75,20,10,17,296,1646,..,..,..,..,..,..,..,..,1646,..,831,..,..,..,..,..,..,..,831,..,238,209,32,25,18,7,0,0,521,..,46,37,4,9,23,22,13,14,159,..,40,46,9,8,5,0,0,0,101,..,132,107,26,20,16,11,5,0,318,..,22,74,90,106,136,163,133,112,826,18,16,13,14,14,12,11,6,3,112,1669,1367,1106,1196,1397,1229,760,378,203,9298
208011168,..,5,6,5,7,11,0,5,0,55,..,6,13,31,39,90,151,159,159,648,11,13,10,5,10,12,8,10,3,81,1221,806,348,800,1134,933,701,398,256,6599,..,0,213,1088,1682,1367,1005,438,138,5927,..,15,95,165,150,99,56,14,3,589,..,3,9,55,127,75,32,18,52,363,2397,..,..,..,..,..,..,..,..,2397,..,1097,..,..,..,..,..,..,..,1097,..,363,243,51,31,60,6,0,0,761,..,57,16,10,6,20,20,18,13,161,..,20,16,3,6,4,0,0,0,56,..,11,16,12,19,20,10,4,3,98,..,21,36,56,89,161,206,208,198,978,18,25,20,12,21,23,10,18,3,150,2417,1609,664,1459,2123,1825,1339,715,419,12572
