SA2_MAINCODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
215011387,1332,1228,2558,565,259,825,168,319,486,50,58,105,26,25,54,816,658,1471,364,422,786,3.2,3.8,3.7,61.3,53.6,57.5,58.8,51.8,55.4,14,18,30,12,41,49,95,181,278,96,158,252,320,109,424,14,15,31,20,24,50,356,149,506,1287,1185,2470,117,128,245,1003,926,1931,324,309,633
215011388,6190,7000,13188,2807,1447,4257,745,1904,2654,205,249,458,238,174,411,3997,3780,7779,1820,2811,4629,6,4.6,5.3,64.6,54,59,60.7,51.4,55.9,107,132,241,68,169,241,401,832,1235,402,710,1105,1674,876,2550,67,123,193,76,145,214,1817,1142,2955,6090,6496,12581,1041,1275,2316,4154,4439,8594,2610,3019,5632
215011389,1427,1314,2742,730,311,1035,192,410,604,62,58,123,28,33,65,1012,807,1823,345,446,788,2.8,4.1,3.6,70.9,61.4,66.5,69,59.3,64.3,18,23,40,21,53,77,76,174,249,113,171,286,385,136,520,12,20,36,23,40,65,419,199,619,1535,1379,2916,117,117,243,1200,1095,2292,376,352,725
215011390,2873,2944,5817,1215,547,1763,262,663,923,84,94,184,83,61,143,1651,1369,3014,1045,1370,2413,5,4.5,4.7,57.5,46.5,51.8,54.3,44.3,49.3,26,42,68,16,51,71,129,283,410,123,270,395,664,331,995,29,53,83,41,58,100,736,440,1177,2850,2844,5695,287,321,613,2171,2114,4291,846,931,1776
215011391,1422,1445,2867,568,260,826,167,367,533,38,51,89,48,21,72,823,700,1527,521,660,1185,5.8,3,4.7,57.9,48.4,53.3,54.4,46.9,50.5,11,10,18,7,25,33,65,137,204,61,125,185,341,147,494,13,32,45,16,39,58,376,221,597,1394,1400,2792,142,156,294,1106,1104,2209,387,404,787
215011392,3347,3515,6865,1267,705,1972,399,778,1177,125,135,259,123,67,192,1915,1683,3597,1179,1551,2730,6.4,4,5.3,57.2,47.9,52.4,53.5,46,49.6,41,46,86,34,57,94,174,343,520,191,319,511,869,380,1250,39,58,101,53,80,126,958,520,1474,3192,3157,6351,430,528,959,2367,2355,4717,1099,1227,2325
215011393,1165,1125,2284,536,248,790,120,295,418,54,43,97,37,20,53,746,602,1349,339,434,769,5,3.3,3.9,64,53.5,59.1,60.9,52.1,57.1,4,15,18,9,21,30,47,125,173,79,120,202,244,123,369,18,19,35,13,30,44,273,170,442,1169,1126,2295,125,116,246,915,861,1783,311,328,641
215011394,2785,2801,5585,1065,454,1516,256,649,899,82,97,187,81,53,136,1486,1254,2735,1074,1292,2369,5.5,4.2,5,53.4,44.8,49,50.4,42.8,46.6,16,24,39,18,49,65,115,247,358,144,269,404,670,329,996,27,50,77,36,59,94,730,438,1170,2742,2659,5400,278,287,571,2120,2011,4132,775,844,1616
215021395,2764,2693,5454,1337,629,1964,300,791,1096,93,114,210,85,68,150,1819,1602,3421,752,919,1669,4.7,4.2,4.4,65.8,59.5,62.7,62.6,57,60,26,31,51,25,59,85,178,289,466,158,253,405,819,328,1141,18,53,69,33,73,106,869,448,1316,2844,2739,5579,360,368,728,2132,2042,4167,915,922,1834
215021396,1911,1955,3861,769,408,1180,210,472,686,64,75,139,95,55,154,1135,1017,2151,612,785,1392,8.4,5.4,7.2,59.4,52,55.7,54.6,48.8,51.9,8,11,24,10,36,48,68,162,228,84,179,266,496,257,752,19,44,56,44,46,92,555,347,898,1889,1885,3773,260,262,526,1408,1386,2794,629,683,1311
215021398,1622,1459,3082,793,326,1115,137,381,519,60,48,107,43,47,86,1034,796,1830,441,539,984,4.2,5.9,4.7,63.7,54.6,59.4,61,51.7,56.5,4,19,30,7,18,25,59,143,198,76,117,195,365,157,516,9,24,40,23,21,42,395,200,597,1563,1402,2964,182,188,367,1217,1062,2281,449,455,906
215021399,2357,2381,4735,967,461,1430,228,594,822,105,96,201,99,75,175,1402,1225,2627,711,909,1615,7.1,6.1,6.7,59.5,51.4,55.5,55.2,48.3,51.8,10,20,32,24,38,57,88,197,281,111,196,308,595,293,883,27,48,69,36,44,74,656,382,1033,2223,2188,4411,362,364,729,1560,1494,3053,867,943,1808
215021469,7084,7602,14684,2594,1614,4206,781,1585,2366,189,198,391,436,323,756,4002,3723,7720,2337,3156,5493,10.9,8.7,9.8,56.5,49,52.6,50.3,44.7,47.4,89,107,189,66,149,212,477,791,1270,415,634,1052,1491,908,2396,101,146,247,105,149,254,1691,1205,2899,6172,6586,12756,1454,1534,2983,3913,4173,8086,3328,3580,6909
215021470,5508,6321,11827,2297,1378,3677,581,1484,2065,154,175,331,238,216,459,3275,3262,6531,1773,2555,4322,7.3,6.6,7,59.5,51.6,55.2,55,48,51.3,70,93,163,56,125,179,354,629,979,317,552,867,1293,725,2013,48,96,148,81,99,185,1421,925,2346,5116,5765,10879,998,1074,2071,3270,3682,6953,2567,2861,5430
215031400,2615,2588,5203,1059,396,1453,238,638,871,76,82,158,74,39,113,1438,1155,2597,907,1165,2080,5.1,3.4,4.4,55,44.6,49.9,52.5,43.1,47.7,18,27,44,22,63,83,114,270,386,117,209,324,635,266,900,24,52,71,25,41,63,679,354,1033,2515,2452,4971,266,284,541,2001,1942,3945,697,686,1392
215031401,2831,2748,5578,1181,500,1680,303,698,1001,109,87,198,64,50,114,1651,1343,2988,979,1227,2205,3.9,3.7,3.8,58.3,48.9,53.6,56.3,46.8,51.6,14,19,30,16,41,57,87,247,333,113,241,353,763,305,1069,18,46,71,27,53,81,808,410,1221,2801,2709,5510,276,282,558,2161,2017,4171,796,850,1650
215031402,1548,1733,3280,587,265,850,155,415,573,45,47,91,63,41,101,851,767,1624,566,809,1376,7.4,5.3,6.2,55,44.3,49.5,50.8,42,46.2,14,15,21,13,22,36,78,142,216,77,125,204,385,195,574,14,37,45,25,35,56,419,260,680,1471,1596,3070,178,208,384,1086,1172,2261,506,553,1058
215031403,1345,1281,2623,530,248,778,104,216,322,66,57,121,47,43,86,747,562,1311,370,518,888,6.3,7.7,6.6,55.5,43.9,50,52,40.7,46.5,10,7,13,3,19,27,44,92,134,49,82,132,185,90,266,4,8,14,12,14,32,200,115,317,1212,1152,2364,180,193,370,882,865,1746,413,402,817
215031404,4248,4602,8849,1848,985,2837,455,1081,1530,141,153,297,141,101,236,2582,2317,4899,1202,1805,3003,5.5,4.4,4.8,60.8,50.3,55.4,57.5,48.2,52.7,31,53,85,43,90,133,261,469,728,262,370,628,1015,518,1533,27,79,107,47,84,135,1089,678,1767,3911,4192,8100,705,717,1426,2556,2728,5283,1771,1898,3677
215031405,2695,2485,5179,1157,487,1644,236,614,849,105,91,190,76,66,140,1574,1254,2822,747,905,1654,4.8,5.3,5,58.4,50.5,54.5,55.6,48,51.8,5,19,25,11,41,51,93,205,296,133,202,337,669,282,955,22,40,67,39,51,91,735,380,1116,2598,2317,4916,243,235,479,1987,1770,3756,713,686,1398
216011406,5652,6299,11947,2357,1360,3717,649,1642,2294,196,224,417,183,148,331,3379,3373,6754,1849,2444,4291,5.4,4.4,4.9,59.8,53.5,56.5,56.7,51.2,53.8,44,93,139,69,144,207,380,657,1033,316,587,903,1641,795,2433,39,77,119,71,124,196,1751,999,2748,5393,5857,11256,895,1018,1909,3690,3947,7636,2342,2627,4974
216011407,4364,4526,8889,1828,860,2690,468,1111,1579,158,157,315,139,118,254,2590,2242,4832,1445,1899,3350,5.4,5.3,5.3,59.3,49.5,54.4,56.2,47,51.6,30,44,75,37,80,113,209,420,624,227,438,666,1204,557,1761,32,99,134,85,85,169,1320,748,2062,4340,4375,8714,560,540,1103,3114,3092,6207,1541,1591,3132
216011408,1567,1473,3043,754,323,1074,174,416,593,70,73,141,39,30,74,1038,847,1885,394,499,897,3.8,3.5,3.9,66.2,57.5,61.9,63.7,55.1,59.4,6,18,28,10,31,37,67,150,213,72,140,206,490,187,676,8,24,35,18,19,38,522,233,748,1622,1491,3117,139,155,292,1207,1113,2323,473,457,932
216011409,1588,1642,3235,649,281,936,159,383,543,55,61,119,40,41,79,907,771,1674,564,747,1308,4.4,5.3,4.7,57.1,47,51.7,54.3,44.2,49.4,13,14,29,11,30,41,55,128,192,77,127,208,398,203,602,14,36,47,20,40,60,431,276,708,1562,1620,3182,163,187,353,1192,1199,2386,471,515,981
216011410,1795,1633,3426,665,284,951,197,345,541,67,57,122,49,39,89,979,725,1705,658,780,1435,5,5.4,5.2,54.5,44.4,49.8,51.8,42,47.1,10,19,27,10,33,47,57,137,190,85,152,232,467,178,640,18,17,35,32,30,64,512,223,735,1715,1580,3293,183,173,349,1348,1174,2519,475,494,974
216021411,2576,2680,5254,970,458,1433,215,529,741,91,97,190,70,83,157,1347,1175,2516,1000,1280,2283,5.2,7.1,6.2,52.3,43.8,47.9,49.5,40.4,45,15,25,44,12,25,40,118,192,310,119,223,341,607,285,887,22,43,63,44,55,95,671,384,1048,2383,2449,4831,416,415,834,1646,1657,3307,1016,1076,2092
216021412,1117,1041,2162,471,205,682,118,273,391,56,62,118,26,35,63,675,572,1249,338,380,719,3.9,6.1,5,60.4,54.9,57.8,57.7,51.9,55.1,8,12,18,16,17,31,44,106,155,49,100,149,331,113,442,9,21,36,12,29,35,357,167,515,1063,991,2056,127,119,243,826,784,1616,311,286,596
216021413,5008,5003,10007,2216,1079,3298,480,1245,1730,196,197,394,130,121,249,3023,2646,5665,1641,2025,3663,4.3,4.6,4.4,60.4,52.9,56.6,57.7,50.4,54.2,27,56,81,36,114,147,193,432,627,273,502,774,1310,641,1956,41,74,115,68,106,170,1420,824,2242,4893,4844,9746,686,739,1424,3596,3477,7071,1745,1839,3586
216021414,3154,3403,6558,1101,491,1589,258,772,1033,103,109,211,88,74,163,1556,1442,3000,1269,1632,2898,5.7,5.1,5.4,49.3,42.4,45.7,46.4,40.3,43.2,32,43,73,24,53,79,161,297,460,190,272,462,916,419,1331,21,60,84,48,72,118,985,547,1532,2851,2999,5844,544,586,1130,1891,1989,3878,1319,1439,2756
216031415,3086,3413,6496,1169,694,1862,324,754,1080,112,122,229,140,126,261,1740,1695,3436,1071,1421,2491,8,7.4,7.6,56.4,49.7,52.9,52,46,48.8,21,38,56,34,63,101,108,232,339,174,312,485,743,453,1199,30,66,93,39,84,123,808,608,1417,2923,3118,6041,465,527,994,2104,2245,4350,1117,1244,2358
216031416,7178,7651,14829,3121,1788,4909,836,1874,2710,212,241,456,311,244,554,4482,4148,8626,2084,2858,4939,6.9,5.9,6.4,62.4,54.2,58.2,58.1,51,54.5,242,199,440,104,214,325,643,1027,1668,455,743,1194,1545,825,2371,44,105,154,76,114,190,1669,1047,2716,6811,6968,13783,1290,1425,2711,4459,4624,9080,3253,3428,6681
216031417,8884,9441,18326,3669,1906,5581,933,2188,3121,276,293,564,422,294,723,5300,4682,9981,2831,3976,6803,8,6.3,7.2,59.7,49.6,54.5,54.9,46.5,50.6,109,133,246,112,231,341,517,901,1413,521,822,1348,2087,1072,3166,71,136,202,110,163,270,2271,1370,3639,8552,8849,17404,1500,1593,3089,5802,5962,11765,3745,3966,7709
216031418,1614,1459,3070,813,400,1206,205,460,664,55,66,122,45,33,79,1121,958,2079,395,405,795,4,3.4,3.8,69.5,65.7,67.7,66.5,63.5,64.9,28,36,56,17,57,74,90,175,269,95,179,273,435,145,585,16,25,32,19,37,60,472,205,678,1680,1516,3196,171,177,348,1344,1176,2523,423,425,851
216031419,4278,3992,8271,1769,874,2649,411,975,1392,177,159,338,127,112,236,2489,2117,4608,1431,1534,2965,5.1,5.3,5.1,58.2,53,55.7,55.1,50.3,52.9,51,72,121,36,91,135,228,405,633,229,411,639,998,428,1428,37,61,97,51,94,143,1092,583,1672,3987,3827,7821,516,512,1026,2925,2806,5734,1336,1351,2686
217011420,3722,3644,7363,1532,708,2238,398,941,1340,150,119,275,106,84,187,2188,1857,4045,1189,1479,2673,4.8,4.5,4.6,58.8,51,54.9,55.9,48.5,52.3,31,44,78,30,78,113,149,319,472,191,338,528,983,458,1445,42,76,119,50,75,123,1079,607,1683,3602,3515,7118,354,386,743,2831,2709,5538,1006,1060,2061
217011421,3912,4427,8343,1595,845,2440,517,1153,1672,131,155,290,141,97,236,2392,2247,4633,1281,1907,3184,5.9,4.3,5.1,61.1,50.8,55.5,57.3,48.6,52.8,81,69,144,52,96,145,279,501,784,220,386,613,1079,541,1619,44,95,138,51,81,136,1172,724,1893,3721,4107,7827,639,707,1345,2741,3005,5747,1425,1609,3028
217011422,4404,4582,8988,1684,724,2403,509,1168,1683,174,184,358,196,142,340,2572,2218,4788,1482,1993,3482,7.6,6.4,7.1,58.4,48.4,53.3,53.7,45.3,49.4,42,38,82,36,94,133,224,405,632,193,421,611,1244,595,1845,40,88,125,71,96,171,1361,776,2137,4217,4290,8507,564,628,1199,3049,3038,6088,1507,1648,3150
217011423,2468,2461,4931,1210,509,1720,268,717,990,88,102,192,50,52,102,1614,1388,2996,683,911,1600,3.1,3.7,3.4,65.4,56.4,60.8,63.5,54,58.9,37,54,90,22,65,85,163,370,530,209,265,472,645,265,913,18,41,62,47,65,110,717,368,1081,2609,2508,5118,226,244,474,2008,1918,3927,680,723,1408
217031471,1382,1521,2906,531,228,759,159,379,539,47,49,100,43,24,64,782,680,1468,495,731,1223,5.5,3.5,4.4,56.6,44.7,50.5,53.3,43.1,48.1,23,22,43,17,24,41,71,153,224,74,113,185,348,175,520,8,31,37,21,32,52,382,233,617,1310,1411,2726,202,223,431,990,1056,2047,451,508,961
217031472,4817,5219,10034,2017,962,2974,623,1378,2005,159,170,334,141,102,243,2944,2612,5554,1533,2253,3782,4.8,3.9,4.4,61.1,50,55.4,58.1,48.1,52.9,47,63,113,44,72,121,239,445,685,260,474,737,1265,682,1953,46,75,118,77,114,186,1385,872,2257,4669,4879,9549,758,819,1576,3293,3480,6776,1850,1930,3776
217031473,2226,2045,4273,1068,474,1538,294,629,918,97,90,189,45,41,84,1493,1236,2726,568,684,1254,3,3.3,3.1,67.1,60.4,63.8,65.5,58.3,61.9,27,46,67,22,46,71,143,247,394,148,219,364,589,277,869,18,33,52,31,45,74,643,349,992,2331,2122,4454,239,208,448,1774,1563,3335,675,657,1333
217031474,2212,2232,4441,972,427,1394,205,552,762,77,85,162,53,45,95,1300,1110,2409,705,918,1626,4.1,4.1,3.9,58.8,49.7,54.2,56.7,47.7,52.2,9,28,43,18,48,69,126,233,363,119,215,334,493,247,740,17,26,46,20,42,65,532,317,851,2198,2153,4356,218,222,438,1631,1628,3260,670,641,1310
217031475,2945,2822,5772,1441,673,2119,327,763,1091,111,140,250,73,60,129,1954,1630,3582,760,988,1742,3.7,3.7,3.6,66.3,57.8,62.1,63.8,55.8,59.9,27,26,49,24,57,83,141,310,451,148,262,408,777,301,1077,29,40,68,26,72,93,828,417,1243,2981,2817,5801,343,331,675,2308,2163,4470,855,836,1691
217031476,1502,1486,2990,479,279,760,288,419,702,64,71,137,49,26,69,877,793,1669,468,555,1020,5.6,3.3,4.1,58.4,53.4,55.8,55.3,51.7,53.5,37,58,95,22,47,70,161,232,398,113,199,311,406,139,545,13,15,32,26,34,60,448,190,637,1326,1296,2620,201,222,422,958,934,1898,524,533,1062
217041477,2668,2555,5225,1386,591,1974,273,675,950,104,122,223,69,61,123,1826,1447,3274,632,902,1528,3.8,4.2,3.8,68.4,56.6,62.7,66.1,54.3,60.2,25,38,64,22,62,82,120,305,425,198,287,481,674,337,1005,27,39,71,45,72,114,739,450,1192,2714,2603,5318,362,353,711,2086,1963,4047,824,831,1652
217041478,3712,3867,7575,1663,802,2467,465,1086,1553,173,167,339,87,81,165,2380,2140,4525,1038,1442,2484,3.7,3.8,3.6,64.1,55.3,59.7,62,53.1,57.5,79,115,196,50,125,175,320,565,881,243,439,678,960,449,1404,25,50,79,69,68,139,1049,572,1621,3733,3808,7545,495,531,1031,2638,2675,5316,1386,1501,2889
217041479,8023,8922,16939,3665,1836,5500,1108,2663,3771,261,316,581,284,259,547,5318,5077,10396,2175,3233,5413,5.3,5.1,5.3,66.3,56.9,61.4,62.7,54,58.2,131,165,293,122,251,370,675,1108,1785,522,879,1405,2128,1166,3297,71,169,240,101,178,281,2298,1518,3818,7731,8380,16112,1436,1558,2992,5116,5555,10673,3661,3991,7656
217041480,5144,5747,10884,2094,1158,3249,747,1537,2281,176,216,397,160,154,320,3180,3072,6255,1514,2167,3678,5,5,5.1,61.8,53.5,57.5,58.7,50.7,54.5,133,142,272,77,156,232,531,840,1374,337,558,897,1178,627,1807,35,75,113,63,104,167,1276,810,2086,4597,4966,9566,891,982,1877,3178,3391,6570,2099,2379,4478
297979799,27,4,25,16,0,16,0,0,0,3,0,3,0,0,0,23,0,23,0,4,4,0,0,0,85.2,0,92,70.4,0,76,0,0,0,0,0,0,3,0,3,0,0,3,12,0,12,0,0,0,0,0,0,12,0,12,13,0,12,12,0,11,12,0,7,16,0,13
299999499,3942,2883,6825,811,384,1194,317,326,641,115,81,193,367,251,613,1610,1038,2647,1119,1175,2291,22.8,24.2,23.2,40.8,36,38.8,31.5,27.4,29.7,133,106,238,30,60,91,344,449,792,190,219,404,540,242,777,25,36,60,45,52,101,602,327,932,810,544,1354,2095,1859,3954,534,315,849,2233,1988,4223
