POA_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA3068,7478,8558,16035,3806,3171,6973,1124,2119,3246,173,283,457,251,246,491,5349,5814,11166,1509,2074,3584,4.7,4.2,4.4,71.5,67.9,69.6,68.2,65.1,66.6,1103,1375,2474,348,590,937,2334,2811,5139,501,587,1081,601,313,913,33,36,64,58,90,148,690,437,1128,6239,6961,13197,1563,1870,3429,3879,4318,8193,3744,4338,8081
POA3070,9469,11082,20552,4638,3788,8427,1471,3021,4494,251,331,578,352,320,673,6714,7449,14165,2126,2931,5058,5.2,4.3,4.8,70.9,67.2,68.9,67.2,64.4,65.7,1082,1486,2564,383,777,1158,2614,3270,5880,698,879,1578,972,537,1502,46,43,91,100,101,202,1112,681,1796,8705,9635,18338,1715,2195,3914,5717,6442,12158,4335,5132,9467
POA3071,7278,8312,15589,3373,2623,5999,1208,2205,3408,176,301,478,299,274,579,5061,5399,10459,1711,2384,4101,5.9,5.1,5.5,69.5,65,67.1,65.4,61.7,63.4,605,872,1477,235,533,764,1693,2264,3959,616,731,1342,938,469,1405,39,50,93,85,112,195,1063,631,1693,6514,7232,13751,1441,1661,3096,4259,4770,9024,3368,3827,7191
POA3072,13418,14175,27596,5655,3753,9402,2038,3518,5556,356,395,753,697,567,1258,8748,8232,16974,3601,4881,8486,8,6.9,7.4,65.2,58.1,61.5,60,54.1,56.9,933,1101,2032,309,615,922,2581,3092,5668,1134,1300,2432,1792,946,2743,77,139,213,138,179,314,2004,1265,3273,11761,12236,23997,2627,2758,5390,7701,8374,16073,6123,6145,12272
POA3073,20506,21749,42261,8124,4905,13026,2824,4431,7260,542,591,1128,1029,905,1934,12512,10837,23349,6470,9244,15715,8.2,8.4,8.3,61,49.8,55.2,56,45.6,50.7,1171,1180,2347,277,595,877,2902,3445,6351,1663,1961,3627,3379,1608,4988,132,196,328,247,366,612,3758,2173,5924,18669,19566,38228,3584,3590,7179,12382,13367,25749,8782,8691,17478
POA3074,8551,8597,17149,2906,1477,4385,1064,1458,2523,238,223,459,471,353,819,4676,3509,8189,3418,4627,8044,10.1,10.1,10,54.7,40.8,47.8,49.2,36.7,43,250,252,501,45,90,129,743,798,1538,523,662,1185,1270,675,1940,64,98,164,116,167,280,1445,940,2388,8227,8314,16539,1222,1148,2366,6032,6233,12263,2981,2832,5812
POA3075,9158,9284,18445,3293,1679,4976,1113,1577,2685,264,265,531,489,388,874,5165,3909,9065,3430,4810,8241,9.5,9.9,9.6,56.4,42.1,49.1,51,37.9,44.4,266,285,550,64,122,185,787,950,1739,636,766,1405,1466,713,2181,64,81,148,119,162,278,1650,958,2611,8844,8988,17830,1437,1402,2836,5998,6139,12139,3751,3683,7434
POA3076,12335,12875,25212,5858,3007,8863,1656,3051,4704,380,412,797,634,628,1260,8528,7097,15618,3179,5108,8285,7.4,8.8,8.1,69.1,55.1,61.9,64,50.3,57,558,524,1082,118,214,335,1379,1768,3143,1083,1342,2429,2303,1275,3581,102,170,274,163,268,435,2575,1716,4294,12581,12929,25511,2165,2032,4201,8087,8309,16398,5690,5724,11412
POA3078,4707,5127,9832,2307,1604,3914,723,1449,2175,121,163,283,181,171,356,3338,3392,6723,1063,1426,2490,5.4,5,5.3,70.9,66.2,68.4,66.9,62.7,64.8,491,664,1154,207,348,548,1220,1447,2664,391,404,799,533,245,775,23,31,50,49,70,119,603,344,940,4114,4482,8597,986,1026,2013,2741,2949,5693,2232,2429,4663
POA3079,6299,7007,13306,3065,1920,4986,946,1982,2924,146,202,349,228,214,438,4388,4316,8701,1602,2377,3977,5.2,5,5,69.7,61.6,65.4,66,58.6,62.1,880,788,1662,239,413,651,1675,1966,3637,496,650,1144,651,302,955,32,44,70,85,124,210,763,464,1232,6035,6583,12616,1014,1165,2173,4174,4629,8806,2666,2923,5591
POA3081,5342,5698,11042,2016,1273,3287,792,1167,1962,136,178,320,316,266,579,3259,2890,6151,1573,2259,3837,9.7,9.2,9.4,61,50.7,55.7,55.1,45.9,50.4,331,337,667,111,196,304,805,1024,1833,422,506,931,875,456,1331,31,56,85,57,95,152,965,601,1567,4729,5042,9770,969,919,1891,2986,3276,6263,2431,2425,4851
POA3082,12002,12645,24647,5773,3124,8897,1591,3313,4905,382,412,795,589,484,1073,8338,7335,15669,3184,4751,7939,7.1,6.6,6.8,69.5,58,63.6,64.5,54.2,59.2,446,390,827,119,229,348,1467,1892,3360,991,1323,2320,2538,1260,3802,92,146,233,170,280,454,2801,1686,4488,12135,12523,24659,1497,1509,3007,9431,9748,19175,3723,3822,7542
POA3083,13261,13627,26892,5074,2859,7935,1956,3248,5208,307,381,692,771,617,1386,8111,7106,15211,4429,5711,10136,9.5,8.7,9.1,61.2,52.1,56.6,55.3,47.6,51.4,946,869,1815,185,314,499,2181,2434,4615,1181,1255,2435,2144,900,3046,69,108,178,153,227,376,2366,1232,3604,11744,11964,23713,2699,2618,5319,8005,8367,16378,5985,5828,11812
POA3084,9890,10826,20716,4719,2636,7351,1333,2924,4263,206,328,531,352,331,685,6609,6221,12835,2829,4083,6915,5.3,5.3,5.3,66.8,57.5,62,63.3,54.4,58.6,1096,965,2069,339,599,942,2404,2750,5152,854,1026,1885,1454,636,2087,47,73,115,126,201,331,1627,913,2539,9885,10520,20404,1546,1676,3224,7124,7627,14754,3867,4133,7999
POA3085,5456,5782,11243,2790,1443,4241,675,1601,2277,128,165,291,199,210,409,3790,3424,7210,1386,2051,3439,5.3,6.1,5.7,69.5,59.2,64.1,65.9,55.5,60.6,391,417,812,152,260,410,1053,1264,2321,535,632,1171,1039,427,1468,27,57,91,75,91,166,1138,581,1722,5307,5577,10882,958,902,1866,3701,3932,7631,2303,2306,4608
POA3086,354,533,885,8,6,10,71,154,219,30,69,104,76,83,163,186,316,500,137,168,307,40.9,26.3,32.6,52.5,59.3,56.5,30.8,43,37.6,19,17,37,0,4,4,39,27,67,14,13,26,12,32,46,4,22,19,3,3,10,16,61,80,136,196,332,189,288,474,18,13,29,304,471,771
POA3087,3589,3791,7378,1767,974,2738,442,968,1405,85,141,226,125,99,224,2418,2181,4599,1031,1454,2492,5.2,4.5,4.9,67.4,57.5,62.3,63.9,54.9,59.2,169,181,351,58,137,192,503,696,1197,317,436,756,908,323,1229,26,36,59,40,78,120,972,435,1406,3657,3815,7469,456,456,909,2708,2870,5582,1238,1221,2457
POA3088,10429,11391,21822,5398,2856,8254,1309,3396,4706,274,415,689,341,312,645,7323,6977,14303,2725,3989,6711,4.7,4.5,4.5,70.2,61.3,65.5,66.9,58.5,62.5,546,587,1127,256,490,748,1713,2233,3949,1028,1328,2360,2540,952,3493,55,118,172,166,254,425,2762,1330,4091,10846,11597,22447,1245,1361,2609,8104,8600,16702,3561,3921,7477
POA3089,4617,4772,9390,2639,1321,3960,619,1677,2301,117,159,281,181,127,302,3557,3286,6838,906,1337,2243,5.1,3.9,4.4,77,68.9,72.8,73.1,66.2,69.7,167,198,364,118,214,331,626,906,1525,449,587,1034,1356,477,1838,23,49,75,55,96,156,1442,627,2068,4973,5020,9990,465,521,981,3716,3736,7446,1550,1632,3188
POA3090,946,937,1888,528,231,757,109,364,477,29,35,63,30,28,56,698,659,1359,209,252,459,4.3,4.2,4.1,73.8,70.3,72,70.4,67.2,68.7,40,27,64,17,32,51,129,157,281,77,108,188,265,83,341,3,12,14,13,15,30,275,108,390,1006,1000,2007,104,97,200,738,753,1488,356,348,702
POA3091,696,624,1321,345,145,492,86,208,296,25,27,53,24,13,32,474,389,867,175,193,372,5.1,3.3,3.7,68.1,62.3,65.6,65.5,60.9,63.7,27,22,52,11,23,31,61,99,158,61,83,148,210,48,257,0,6,8,9,19,22,221,73,291,710,640,1347,59,56,116,558,512,1067,191,187,376
POA3093,1534,1739,3270,726,421,1146,175,448,622,53,67,115,44,45,89,1001,972,1976,488,698,1185,4.4,4.6,4.5,65.3,55.9,60.4,62.2,53.8,57.6,109,111,219,36,92,126,297,359,654,162,199,358,326,123,445,3,13,23,21,51,76,353,185,543,1520,1623,3138,245,285,528,1066,1162,2230,619,698,1315
POA3094,3437,3794,7225,1791,951,2739,452,1192,1648,78,126,205,108,86,197,2431,2361,4789,889,1298,2191,4.4,3.6,4.1,70.7,62.2,66.3,67.5,59.8,63.6,213,253,461,111,217,329,643,860,1502,341,427,769,868,319,1189,24,39,61,42,82,129,937,441,1377,3561,3756,7318,478,541,1013,2570,2755,5319,1292,1397,2686
POA3095,10768,11528,22298,5657,2869,8520,1601,3973,5579,250,391,641,349,337,684,7856,7570,15423,2528,3543,6071,4.4,4.5,4.4,73,65.7,69.2,69.7,62.7,66.1,757,743,1504,372,625,994,2118,2636,4756,1110,1340,2446,2247,922,3169,55,99,157,176,249,421,2479,1268,3743,11533,12043,23580,1129,1255,2384,8924,9320,18241,3394,3611,7007
POA3096,782,842,1628,381,174,558,106,279,383,30,29,56,22,22,42,543,505,1046,210,299,512,4.1,4.4,4,69.4,60,64.3,66.1,57.2,61.2,21,29,51,17,33,51,98,133,233,86,91,175,226,90,316,9,11,16,8,21,31,241,123,364,842,870,1710,51,76,124,645,660,1304,217,264,490
POA3097,597,562,1161,278,111,383,90,169,262,17,23,36,11,13,31,399,325,717,165,203,368,2.8,4,4.3,66.8,57.8,61.8,64.5,53.9,58.7,54,51,97,16,30,46,110,131,243,52,74,132,125,32,155,0,4,4,5,7,13,134,41,177,622,598,1218,53,67,120,432,422,852,219,209,429
POA3099,1921,1997,3920,977,442,1419,283,730,1011,73,68,138,65,45,108,1392,1286,2675,449,616,1059,4.7,3.5,4,72.5,64.4,68.2,69.4,62.1,65.5,80,82,167,56,113,168,226,411,635,185,245,428,613,181,795,14,21,34,25,51,77,653,250,903,2072,2093,4170,176,181,357,1600,1621,3226,580,600,1185
POA3101,9748,10907,20655,4471,2987,7458,1533,2662,4197,224,308,533,345,313,659,6571,6270,12844,2519,3965,6482,5.3,5,5.1,67.4,57.5,62.2,63.9,54.6,59,1393,1212,2605,322,536,855,2958,3312,6264,670,1046,1712,748,373,1118,29,70,92,86,160,246,865,594,1459,8862,9770,18632,1774,1987,3763,5764,6322,12089,4672,5257,9926
POA3102,2550,2738,5294,1179,691,1873,419,810,1227,49,75,121,95,67,162,1741,1645,3383,675,968,1642,5.5,4.1,4.8,68.3,60.1,63.9,64.6,57.6,60.8,296,311,608,97,155,254,717,812,1528,183,247,432,224,116,339,16,14,29,28,43,67,271,174,442,2622,2714,5341,385,377,764,1871,1996,3867,1041,1036,2074
POA3103,5935,6960,12898,2458,1489,3948,911,1668,2581,145,170,315,253,203,455,3763,3530,7297,1936,3145,5083,6.7,5.8,6.2,63.4,50.7,56.6,59.2,47.8,53.1,792,618,1411,165,286,445,1704,1915,3622,491,763,1258,453,242,691,15,46,59,58,105,159,517,393,910,5575,6353,11926,1100,1310,2407,3776,4295,8076,2801,3236,6030
POA3104,7934,8669,16603,3444,1916,5363,1239,2349,3587,175,201,378,326,284,609,5182,4749,9933,2457,3595,6054,6.3,6,6.1,65.3,54.8,59.8,61.2,51.5,56.2,899,698,1595,233,370,605,2181,2381,4560,634,858,1494,656,338,993,25,59,81,79,161,241,763,555,1317,8098,8534,16631,1214,1338,2552,5831,6190,12022,3303,3485,6794
POA3105,4466,4763,9232,1867,1085,2951,593,1062,1658,106,120,221,174,152,322,2737,2414,5154,1513,2125,3637,6.4,6.3,6.2,61.3,50.7,55.8,57.5,47.6,52.3,322,287,607,79,130,209,880,970,1847,361,439,803,666,252,919,23,46,63,47,88,131,732,380,1112,4384,4639,9021,535,513,1048,3305,3503,6811,1469,1507,2974
POA3106,6662,7372,14028,2882,1641,4523,942,1819,2759,150,171,320,245,220,463,4215,3849,8062,2172,3227,5400,5.8,5.7,5.7,63.3,52.2,57.5,59.7,49.3,54.2,628,470,1096,134,259,401,1540,1692,3228,570,688,1258,877,416,1296,28,49,78,83,165,249,992,630,1617,6636,7182,13814,833,924,1763,5071,5396,10459,2256,2499,4755
POA3107,5324,5942,11266,2338,1254,3593,665,1412,2070,103,161,258,207,176,384,3313,2997,6304,1801,2695,4501,6.2,5.9,6.1,62.2,50.4,56,58.3,47.6,52.6,418,392,817,130,199,333,1164,1329,2492,517,621,1135,802,329,1123,22,46,71,86,140,225,910,506,1422,5361,5839,11203,679,778,1457,4098,4447,8542,1740,1959,3696
POA3108,8587,9461,18052,3396,2005,5403,1183,2001,3184,180,245,425,375,356,730,5140,4600,9741,3058,4373,7435,7.3,7.7,7.5,59.9,48.6,54,55.4,44.9,49.9,835,706,1538,182,277,462,1842,2170,4018,827,895,1722,1024,470,1494,36,50,88,113,191,302,1164,716,1879,7559,8278,15836,1741,1813,3557,5118,5700,10814,3953,4153,8104
POA3109,11175,12461,23637,4761,2726,7485,1570,2984,4555,252,299,549,499,451,949,7082,6460,13538,3700,5518,9212,7,7,7,63.4,51.8,57.3,58.9,48.2,53.3,1042,892,1930,245,337,583,2571,2786,5356,1021,1340,2365,1395,687,2076,40,80,123,150,270,418,1583,1028,2616,11128,11899,23021,1739,1918,3664,7832,8499,16333,4599,4924,9524
POA3111,4799,5435,10235,2185,1141,3327,704,1422,2119,106,162,263,139,130,272,3132,2851,5980,1463,2335,3802,4.4,4.6,4.5,65.3,52.5,58.4,62.4,50.1,55.8,324,321,641,123,203,319,1108,1178,2289,455,575,1027,737,294,1030,23,44,67,68,123,189,821,466,1287,4857,5385,10241,601,620,1229,3615,3942,7563,1679,1884,3566
POA3113,3374,3378,6750,1676,784,2457,532,1186,1718,84,102,188,100,101,203,2395,2165,4562,805,1064,1870,4.2,4.7,4.4,71,64.1,67.6,67.9,61.3,64.6,257,238,501,103,186,292,715,776,1490,326,448,772,683,234,921,12,38,47,28,71,102,729,340,1070,3578,3570,7147,336,348,691,2781,2796,5581,1030,1051,2082
POA3114,1558,1500,3062,770,317,1085,229,547,777,42,54,96,52,38,92,1090,959,2049,425,506,928,4.8,4,4.5,70,63.9,66.9,66.8,61.2,63.9,93,77,168,49,77,124,349,364,713,142,177,317,296,99,392,10,11,17,21,43,65,321,148,474,1730,1578,3306,146,162,311,1331,1219,2547,520,500,1016
POA3115,1585,1546,3131,850,353,1206,245,558,800,36,59,92,45,44,97,1182,1015,2189,339,480,814,3.8,4.3,4.4,74.6,65.7,69.9,71.4,62.7,67,53,57,115,19,55,70,236,292,530,155,184,341,420,117,537,7,19,25,30,31,59,453,167,618,1672,1623,3300,129,130,263,1303,1252,2560,467,479,951
POA3116,3987,4138,8127,2075,991,3066,487,1215,1694,117,162,277,109,113,223,2783,2482,5264,1033,1496,2530,3.9,4.6,4.2,69.8,60,64.8,67.2,57.2,62,97,75,176,57,101,161,421,559,983,377,514,891,1160,505,1657,32,63,100,75,87,159,1268,649,1914,4028,4083,8115,536,551,1084,2849,2906,5755,1542,1600,3144
POA3121,13367,14065,27437,7610,6209,13819,1591,2628,4222,303,411,712,503,445,945,10004,9687,19695,2227,3202,5429,5,4.6,4.8,74.8,68.9,71.8,71.1,65.8,68.3,1325,1390,2721,409,688,1104,4128,4509,8643,1025,1240,2266,1343,688,2027,58,74,136,148,190,337,1545,956,2500,9895,10424,20318,3233,3457,6690,5128,5567,10694,7854,8143,15995
POA3122,9871,10584,20455,4657,3631,8290,1540,2485,4027,246,348,591,489,437,922,6932,6903,13838,2262,2943,5204,7.1,6.3,6.7,70.2,65.2,67.7,65.3,61.1,63.1,1547,1427,2979,308,572,878,3075,3502,6572,731,943,1673,697,399,1097,29,50,82,69,137,199,790,585,1379,7573,8107,15680,2738,2770,5508,4016,4481,8497,6147,6252,12402
POA3123,5654,6373,12030,2814,2057,4872,885,1563,2446,137,189,335,226,178,401,4061,3980,8042,1276,2057,3330,5.6,4.5,5,71.8,62.5,66.8,67.8,59.8,63.6,790,837,1630,220,349,568,1851,2091,3944,449,583,1034,440,260,696,30,35,60,48,105,156,514,393,911,4764,5237,9999,1477,1656,3137,2754,3151,5907,3303,3591,6892
POA3124,8340,9881,18224,3907,2365,6273,1238,2518,3758,169,264,437,300,300,600,5613,5452,11065,2367,4012,6376,5.3,5.5,5.4,67.3,55.2,60.7,63.7,52.1,57.4,1232,1069,2300,300,510,813,2563,2899,5460,675,986,1655,643,335,980,19,62,76,84,189,271,743,585,1330,8048,9241,17293,1506,1764,3273,5494,6241,11730,3844,4507,8353
POA3125,6145,6925,13071,2059,1269,3327,953,1549,2503,103,181,290,467,398,869,3588,3396,6984,2255,3153,5405,13,11.7,12.4,58.4,49,53.4,50.7,43.3,46.8,637,590,1228,137,200,334,1372,1611,2979,605,683,1290,592,277,868,30,47,72,69,113,180,688,438,1126,4888,5641,10533,1702,1718,3427,2913,3451,6367,3498,3737,7233
POA3126,3087,3569,6654,1349,787,2139,472,919,1396,75,99,170,102,95,195,1997,1903,3904,952,1522,2472,5.1,5,5,64.7,53.3,58.7,61.4,50.6,55.7,491,365,854,95,184,279,967,1102,2071,238,347,588,183,88,271,7,13,23,27,45,77,217,152,367,3001,3406,6410,520,585,1098,2062,2288,4352,1407,1621,3024
POA3127,7079,7965,15049,3504,2053,5555,1074,2304,3385,129,217,340,255,215,467,4962,4792,9752,1848,2883,4731,5.1,4.5,4.8,70.1,60.2,64.8,66.5,57.4,61.7,958,877,1839,298,506,801,2176,2417,4598,588,803,1387,594,311,902,37,39,78,76,134,209,711,482,1193,7025,7682,14708,1190,1349,2541,4838,5408,10248,3183,3438,6628
POA3128,8175,8897,17070,3045,2007,5056,1323,2071,3394,191,218,412,465,410,870,5014,4708,9728,2657,3632,6287,9.3,8.7,8.9,61.3,52.9,57,55.8,48.3,51.9,850,822,1674,174,348,518,1910,2237,4147,782,947,1723,799,383,1181,44,54,97,90,124,207,933,558,1486,6579,7156,13736,2162,2269,4437,3886,4374,8259,4614,4800,9419
POA3129,6760,7510,14270,3003,1769,4768,1002,1980,2986,151,193,341,321,263,582,4477,4203,8682,2055,3023,5079,7.2,6.3,6.7,66.2,56,60.8,61.5,52.5,56.7,704,674,1380,199,374,572,1570,1880,3445,628,800,1428,841,382,1226,26,49,74,70,119,191,943,555,1498,6489,7085,13576,1304,1360,2661,4418,4848,9271,3098,3301,6394
POA3130,12436,13784,26215,5626,3139,8769,1759,3672,5438,247,358,607,495,456,952,8128,7630,15763,3749,5562,9316,6.1,6,6,65.4,55.4,60.1,61.4,52,56.5,1214,1113,2333,402,669,1073,2849,3383,6233,1208,1448,2660,1665,758,2425,70,97,168,168,236,411,1906,1096,3006,12425,13492,25911,2046,2034,4082,8766,9672,18440,5154,5349,10506
POA3131,8843,9680,18523,3980,2217,6198,1270,2431,3706,211,259,474,363,310,676,5823,5221,11044,2615,3964,6574,6.2,5.9,6.1,65.8,53.9,59.6,61.8,50.7,56,738,696,1433,229,374,598,1896,2190,4081,864,1051,1915,1342,599,1944,46,80,118,107,172,276,1494,854,2348,8511,9305,17822,1504,1486,2986,5882,6623,12505,3752,3772,7522
POA3132,6271,6870,13140,3223,1880,5102,851,1863,2717,159,219,376,250,224,478,4485,4185,8670,1543,2394,3939,5.6,5.4,5.5,71.5,60.9,66,67.5,57.7,62.4,556,537,1097,193,331,524,1362,1730,3095,623,740,1363,1009,463,1471,30,44,73,81,123,199,1120,626,1748,6208,6600,12812,1047,1143,2193,4240,4544,8783,2698,2890,5588
POA3133,8652,9510,18158,3885,2143,6029,1243,2476,3724,191,240,435,358,308,661,5677,5170,10842,2732,4056,6786,6.3,6,6.1,65.6,54.4,59.7,61.5,51.1,56.1,798,689,1487,204,315,511,1869,2089,3962,877,1061,1942,1330,565,1894,34,68,104,118,198,317,1480,831,2314,8927,9563,18491,1184,1262,2448,6642,7046,13688,3194,3524,6724
POA3134,12854,13797,26651,6515,3463,9978,1688,3852,5543,335,443,779,519,470,988,9061,8233,17291,3306,5029,8333,5.7,5.7,5.7,70.5,59.7,64.9,66.4,56.2,61.2,775,732,1500,317,501,824,2184,2765,4949,1308,1597,2904,2712,1234,3941,70,130,199,200,319,521,2985,1682,4667,12937,13531,26469,1949,2034,3989,9058,9492,18549,5317,5543,10861
POA3135,7778,8372,16147,3869,2063,5937,1063,2365,3428,187,270,458,284,253,538,5407,4948,10353,2054,3072,5127,5.3,5.1,5.2,69.5,59.1,64.1,65.8,56.1,60.8,493,505,997,197,382,579,1389,1697,3088,765,986,1751,1638,738,2376,57,92,145,111,177,285,1804,1005,2808,7829,8275,16108,1190,1227,2425,5379,5686,11060,3249,3446,6687
POA3136,16929,19283,36214,8559,4871,13436,2137,5308,7446,446,584,1032,607,542,1148,11756,11311,23064,4462,7063,11526,5.2,4.8,5,69.4,58.7,63.7,65.8,55.8,60.5,699,726,1423,378,663,1039,2197,3321,5520,1636,2233,3863,4185,2006,6187,124,208,334,253,445,697,4562,2663,7221,16734,18354,35090,2754,3066,5818,11238,12366,23598,7388,8289,15681
POA3137,5370,5931,11304,2822,1417,4240,603,1660,2264,152,186,341,147,144,296,3729,3411,7138,1388,2224,3606,3.9,4.2,4.1,69.4,57.5,63.1,66.6,55,60.6,96,126,213,52,147,196,427,702,1132,402,731,1138,1723,774,2494,43,88,129,71,153,225,1838,1016,2847,5450,5792,11236,694,777,1469,3876,4126,8003,2017,2236,4255
POA3138,8618,9012,17633,4560,2323,6882,1035,2671,3703,255,296,552,319,287,613,6169,5574,11746,2085,3007,5095,5.2,5.1,5.2,71.6,61.9,66.6,67.9,58.7,63.2,209,247,457,132,241,373,888,1218,2109,711,1120,1834,2561,1161,3722,63,113,175,123,181,305,2746,1455,4200,8820,8948,17766,1211,1311,2520,6145,6188,12330,3485,3649,7136
POA3139,5394,5516,10911,2908,1240,4147,650,1755,2398,211,240,446,130,175,308,3894,3407,7298,1236,1845,3079,3.3,5.1,4.2,72.2,61.8,66.9,69.9,58.6,64.1,65,77,141,57,124,176,302,614,920,347,731,1079,1919,804,2722,34,105,138,89,156,242,2039,1063,3104,5801,5747,11548,572,618,1194,4215,4184,8396,1866,1913,3775
POA3140,6434,7033,13467,3332,1645,4985,746,2074,2821,181,210,390,195,199,398,4458,4129,8589,1688,2596,4287,4.4,4.8,4.6,69.3,58.7,63.8,66.2,55.9,60.9,126,142,270,83,165,251,581,876,1460,499,873,1374,2009,907,2920,51,103,150,87,178,267,2143,1191,3331,6484,7052,13533,880,967,1839,4507,4783,9295,2587,2949,5535
POA3141,11033,12328,23359,5921,5138,11059,1361,2096,3457,255,325,579,396,460,853,7934,8015,15949,1948,3083,5032,5,5.7,5.3,71.9,65,68.3,68.3,61.3,64.6,1484,1529,3011,287,501,786,3665,4226,7891,826,1123,1956,829,456,1285,34,54,90,96,148,242,968,659,1626,7009,7597,14605,3325,3915,7241,3051,3419,6466,7212,8087,15297
POA3142,5249,6234,11480,2415,1693,4104,830,1288,2118,118,141,264,135,154,283,3499,3272,6772,1371,2480,3843,3.9,4.7,4.2,66.7,52.5,59,64.1,50.1,56.5,719,597,1313,120,232,352,1764,1923,3683,408,660,1069,321,197,525,8,36,41,46,108,150,380,341,718,4288,5046,9333,1043,1174,2215,2678,3170,5845,2629,3039,5670
POA3143,3528,4287,7817,1782,1404,3187,528,962,1489,78,127,207,114,122,238,2508,2619,5123,759,1375,2130,4.5,4.7,4.6,71.1,61.1,65.5,67.7,58.2,62.5,446,452,906,111,194,306,1202,1390,2594,300,454,760,237,157,391,12,30,40,43,68,108,287,250,542,2980,3437,6416,734,982,1717,1746,2084,3835,1850,2251,4106
POA3144,4171,4825,8997,2022,1289,3308,616,1142,1751,86,132,216,128,143,270,2845,2696,5542,1087,1862,2950,4.5,5.3,4.9,68.2,55.9,61.6,65.3,53.1,58.6,589,517,1113,123,251,371,1404,1553,2961,346,489,832,257,132,389,12,27,40,44,99,144,312,260,572,3849,4314,8164,882,933,1821,2497,2879,5375,2098,2296,4391
POA3145,9173,10140,19311,4225,2512,6734,1347,2603,3950,189,255,443,410,419,835,6172,5787,11959,2596,3906,6501,6.6,7.2,7,67.3,57.1,61.9,62.8,53,57.6,1124,1045,2169,276,458,729,2737,3079,5816,760,985,1740,831,395,1225,23,53,77,110,195,298,957,639,1600,8587,9115,17699,1831,2143,3969,5716,6056,11764,4441,4922,9363
POA3146,9772,10711,20484,5044,3046,8086,1426,3093,4514,224,295,521,351,337,686,7041,6770,13806,2284,3499,5784,5,5,5,72.1,63.2,67.4,68.5,60.1,64.1,1279,1151,2429,366,632,996,3095,3368,6464,826,1108,1936,823,411,1231,40,57,98,76,206,287,939,673,1613,9599,10265,19870,1756,1860,3624,6548,7075,13623,4451,4795,9245
POA3147,5628,6087,11719,2582,1499,4082,806,1602,2404,126,168,296,218,190,414,3736,3457,7190,1567,2303,3867,5.8,5.5,5.8,66.4,56.8,61.4,62.4,53.7,57.9,594,560,1150,184,305,487,1424,1626,3052,488,580,1065,636,306,943,23,44,64,55,120,175,712,472,1183,5528,5884,11416,981,986,1963,3677,3970,7651,2557,2677,5236
POA3148,3596,3709,7300,1591,1057,2640,510,795,1306,85,122,209,180,169,349,2369,2136,4509,986,1341,2333,7.6,7.9,7.7,65.9,57.6,61.8,60.8,53.2,56.9,317,316,637,57,123,182,840,906,1741,309,393,705,470,235,701,24,28,48,31,60,94,527,317,843,3065,3191,6258,806,765,1574,1867,2048,3919,1847,1790,3638
